pos:C,name:Kurt Suzuki,age:30,games:131,plate_appearances:503,at_bats:452,runs:37,hits:130,doubles:34,triples:0,home_runs:3,runs_batted_in:61,stolen_bases:0,caught_stealing:1,walks:34,strikeouts:46,batting_avg:.288,onbase:.345,slugging:.383,ops:erc">.383,ops+:lugging">.727,bases:173,double_plays:9,hit_by_pitch:9,sac_hits:1,sac_flies:7,intentional_walks:0
pos:1B,name:Joe Mauer,age:31,games:120,plate_appearances:518,at_bats:455,runs:60,hits:126,doubles:27,triples:2,home_runs:4,runs_batted_in:55,stolen_bases:3,caught_stealing:0,walks:60,strikeouts:96,batting_avg:.277,onbase:.361,slugging:.371,ops:erc">.371,ops+:lugging">.732,bases:169,double_plays:12,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:12
pos:2B,name:Brian Dozier,age:27,games:156,plate_appearances:707,at_bats:598,runs:112,hits:145,doubles:33,triples:1,home_runs:23,runs_batted_in:71,stolen_bases:21,caught_stealing:7,walks:89,strikeouts:129,batting_avg:.242,onbase:.345,slugging:.416,ops:erc">.416,ops+:lugging">.762,bases:249,double_plays:8,hit_by_pitch:9,sac_hits:3,sac_flies:8,intentional_walks:1
pos:SS,name:Eduardo Escobar,age:25,games:133,plate_appearances:465,at_bats:433,runs:52,hits:119,doubles:35,triples:2,home_runs:6,runs_batted_in:37,stolen_bases:1,caught_stealing:1,walks:24,strikeouts:93,batting_avg:.275,onbase:.315,slugging:.406,ops:erc">.406,ops+:lugging">.721,bases:176,double_plays:6,hit_by_pitch:2,sac_hits:4,sac_flies:2,intentional_walks:1
pos:3B,name:Trevor Plouffe,age:28,games:136,plate_appearances:582,at_bats:520,runs:69,hits:134,doubles:40,triples:2,home_runs:14,runs_batted_in:80,stolen_bases:2,caught_stealing:1,walks:53,strikeouts:109,batting_avg:.258,onbase:.328,slugging:.423,ops:erc">.423,ops+:lugging">.751,bases:220,double_plays:12,hit_by_pitch:4,sac_hits:0,sac_flies:5,intentional_walks:2
pos:LF,name:Josh Willingham,age:35,games:68,plate_appearances:278,at_bats:224,runs:34,hits:47,doubles:5,triples:1,home_runs:12,runs_batted_in:34,stolen_bases:1,caught_stealing:0,walks:42,strikeouts:78,batting_avg:.210,onbase:.345,slugging:.402,ops:erc">.402,ops+:lugging">.747,bases:90,double_plays:2,hit_by_pitch:7,sac_hits:0,sac_flies:5,intentional_walks:3
pos:CF,name:Danny Santana,age:23,games:101,plate_appearances:430,at_bats:405,runs:70,hits:129,doubles:27,triples:7,home_runs:7,runs_batted_in:40,stolen_bases:20,caught_stealing:4,walks:19,strikeouts:98,batting_avg:.319,onbase:.353,slugging:.472,ops:erc">.472,ops+:lugging">.824,bases:191,double_plays:3,hit_by_pitch:3,sac_hits:2,sac_flies:1,intentional_walks:0
pos:RF,name:Oswaldo Arcia,age:23,games:103,plate_appearances:410,at_bats:372,runs:46,hits:86,doubles:16,triples:3,home_runs:20,runs_batted_in:57,stolen_bases:1,caught_stealing:2,walks:31,strikeouts:127,batting_avg:.231,onbase:.300,slugging:.452,ops:erc">.452,ops+:lugging">.752,bases:168,double_plays:6,hit_by_pitch:6,sac_hits:0,sac_flies:1,intentional_walks:4
pos:DH,name:Kennys Vargas,age:23,games:53,plate_appearances:234,at_bats:215,runs:26,hits:59,doubles:10,triples:1,home_runs:9,runs_batted_in:38,stolen_bases:0,caught_stealing:0,walks:12,strikeouts:63,batting_avg:.274,onbase:.316,slugging:.456,ops:erc">.456,ops+:lugging">.772,bases:98,double_plays:5,hit_by_pitch:3,sac_hits:0,sac_flies:4,intentional_walks:2
pos:UT,name:Chris Parmelee,age:26,games:87,plate_appearances:270,at_bats:250,runs:27,hits:64,doubles:11,triples:0,home_runs:7,runs_batted_in:28,stolen_bases:0,caught_stealing:3,walks:17,strikeouts:64,batting_avg:.256,onbase:.307,slugging:.384,ops:erc">.384,ops+:lugging">.691,bases:96,double_plays:7,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CF,name:Aaron Hicks,age:24,games:69,plate_appearances:225,at_bats:186,runs:22,hits:40,doubles:8,triples:0,home_runs:1,runs_batted_in:18,stolen_bases:4,caught_stealing:3,walks:36,strikeouts:56,batting_avg:.215,onbase:.341,slugging:.274,ops:erc">.274,ops+:lugging">.615,bases:51,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
