pos:C,name:Charles Johnson,age:24,games:120,plate_appearances:435,at_bats:386,runs:34,hits:84,doubles:13,triples:1,home_runs:13,runs_batted_in:37,stolen_bases:1,caught_stealing:0,walks:40,strikeouts:91,batting_avg:.218,onbase:.292,slugging:.358,ops:erc">.358,ops+:lugging">.649,bases:138,double_plays:20,hit_by_pitch:2,sac_hits:2,sac_flies:4,intentional_walks:6
pos:1B,name:Greg Colbrunn,age:26,games:141,plate_appearances:556,at_bats:511,runs:60,hits:146,doubles:26,triples:2,home_runs:16,runs_batted_in:69,stolen_bases:4,caught_stealing:5,walks:25,strikeouts:76,batting_avg:.286,onbase:.333,slugging:.438,ops:erc">.438,ops+:lugging">.772,bases:224,double_plays:22,hit_by_pitch:14,sac_hits:0,sac_flies:5,intentional_walks:1
pos:2B,name:Quilvio Veras,age:25,games:73,plate_appearances:308,at_bats:253,runs:40,hits:64,doubles:8,triples:1,home_runs:4,runs_batted_in:14,stolen_bases:8,caught_stealing:8,walks:51,strikeouts:42,batting_avg:.253,onbase:.381,slugging:.340,ops:erc">.340,ops+:lugging">.721,bases:86,double_plays:3,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:1
pos:SS,name:Edgar Renteria,age:19,games:106,plate_appearances:471,at_bats:431,runs:68,hits:133,doubles:18,triples:3,home_runs:5,runs_batted_in:31,stolen_bases:16,caught_stealing:2,walks:33,strikeouts:68,batting_avg:.309,onbase:.358,slugging:.399,ops:erc">.399,ops+:lugging">.757,bases:172,double_plays:12,hit_by_pitch:2,sac_hits:2,sac_flies:3,intentional_walks:0
pos:3B,name:Terry Pendleton,age:35,games:111,plate_appearances:441,at_bats:406,runs:30,hits:102,doubles:20,triples:1,home_runs:7,runs_batted_in:58,stolen_bases:0,caught_stealing:2,walks:26,strikeouts:75,batting_avg:.251,onbase:.298,slugging:.357,ops:erc">.357,ops+:lugging">.655,bases:145,double_plays:10,hit_by_pitch:3,sac_hits:1,sac_flies:5,intentional_walks:5
pos:LF,name:Jeff Conine,age:30,games:157,plate_appearances:670,at_bats:597,runs:84,hits:175,doubles:32,triples:2,home_runs:26,runs_batted_in:95,stolen_bases:1,caught_stealing:4,walks:62,strikeouts:121,batting_avg:.293,onbase:.360,slugging:.484,ops:erc">.484,ops+:lugging">.844,bases:289,double_plays:17,hit_by_pitch:4,sac_hits:0,sac_flies:7,intentional_walks:1
pos:CF,name:Devon White,age:33,games:146,plate_appearances:611,at_bats:552,runs:77,hits:151,doubles:37,triples:6,home_runs:17,runs_batted_in:84,stolen_bases:22,caught_stealing:6,walks:38,strikeouts:99,batting_avg:.274,onbase:.325,slugging:.455,ops:erc">.455,ops+:lugging">.779,bases:251,double_plays:8,hit_by_pitch:8,sac_hits:4,sac_flies:9,intentional_walks:6
pos:RF,name:Gary Sheffield,age:27,games:161,plate_appearances:677,at_bats:519,runs:118,hits:163,doubles:33,triples:1,home_runs:42,runs_batted_in:120,stolen_bases:16,caught_stealing:9,walks:142,strikeouts:66,batting_avg:.314,onbase:.465,slugging:.624,ops:erc">.624,ops+:lugging">1.090,bases:324,double_plays:16,hit_by_pitch:10,sac_hits:0,sac_flies:6,intentional_walks:19
pos:IF,name:Kurt Abbott,age:27,games:109,plate_appearances:349,at_bats:320,runs:37,hits:81,doubles:18,triples:7,home_runs:8,runs_batted_in:33,stolen_bases:3,caught_stealing:3,walks:22,strikeouts:99,batting_avg:.253,onbase:.307,slugging:.428,ops:erc">.428,ops+:lugging">.735,bases:137,double_plays:7,hit_by_pitch:3,sac_hits:4,sac_flies:0,intentional_walks:1
pos:IF,name:Alex Arias,age:28,games:100,plate_appearances:246,at_bats:224,runs:27,hits:62,doubles:11,triples:2,home_runs:3,runs_batted_in:26,stolen_bases:2,caught_stealing:0,walks:17,strikeouts:28,batting_avg:.277,onbase:.335,slugging:.384,ops:erc">.384,ops+:lugging">.719,bases:86,double_plays:2,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:1
pos:OF,name:Joe Orsulak,age:34,games:120,plate_appearances:234,at_bats:217,runs:23,hits:48,doubles:6,triples:1,home_runs:2,runs_batted_in:19,stolen_bases:1,caught_stealing:1,walks:16,strikeouts:38,batting_avg:.221,onbase:.274,slugging:.286,ops:erc">.286,ops+:lugging">.559,bases:62,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:2B,name:Luis Castillo,age:20,games:41,plate_appearances:180,at_bats:164,runs:26,hits:43,doubles:2,triples:1,home_runs:1,runs_batted_in:8,stolen_bases:17,caught_stealing:4,walks:14,strikeouts:46,batting_avg:.262,onbase:.320,slugging:.305,ops:erc">.305,ops+:lugging">.625,bases:50,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:OF,name:Jesus Tavarez,age:25,games:98,plate_appearances:124,at_bats:114,runs:14,hits:25,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:5,caught_stealing:1,walks:7,strikeouts:18,batting_avg:.219,onbase:.264,slugging:.246,ops:erc">.246,ops+:lugging">.510,bases:28,double_plays:2,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:C,name:Rob Natal,age:30,games:44,plate_appearances:105,at_bats:90,runs:4,hits:12,doubles:1,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:1,walks:15,strikeouts:31,batting_avg:.133,onbase:.257,slugging:.167,ops:erc">.167,ops+:lugging">.424,bases:15,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:5
pos:2B,name:Craig Grebeck,age:31,games:50,plate_appearances:103,at_bats:95,runs:8,hits:20,doubles:1,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:14,batting_avg:.211,onbase:.245,slugging:.253,ops:erc">.253,ops+:lugging">.498,bases:24,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:2,intentional_walks:1
pos:2B,name:Ralph Milliard,age:22,games:24,plate_appearances:77,at_bats:62,runs:7,hits:10,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:2,caught_stealing:0,walks:14,strikeouts:16,batting_avg:.161,onbase:.312,slugging:.194,ops:erc">.194,ops+:lugging">.505,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:LF,name:Andre Dawson,age:41,games:42,plate_appearances:61,at_bats:58,runs:6,hits:16,doubles:2,triples:0,home_runs:2,runs_batted_in:14,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:13,batting_avg:.276,onbase:.311,slugging:.414,ops:erc">.414,ops+:lugging">.725,bases:24,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Billy McMillon,age:24,games:28,plate_appearances:56,at_bats:51,runs:4,hits:11,doubles:0,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:14,batting_avg:.216,onbase:.286,slugging:.216,ops:erc">.216,ops+:lugging">.501,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Joe Siddall,age:28,games:18,plate_appearances:49,at_bats:47,runs:0,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:8,batting_avg:.149,onbase:.184,slugging:.170,ops:erc">.170,ops+:lugging">.354,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Gregg Zaun,age:25,games:10,plate_appearances:35,at_bats:31,runs:4,hits:9,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:5,batting_avg:.290,onbase:.353,slugging:.419,ops:erc">.419,ops+:lugging">.772,bases:13,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:1
pos:1B,name:Russ Morman,age:34,games:6,plate_appearances:7,at_bats:6,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.167,onbase:.286,slugging:.333,ops:erc">.333,ops+:lugging">.619,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
