pos:C,name:Charles Johnson,age:25,games:124,plate_appearances:484,at_bats:416,runs:43,hits:104,doubles:26,triples:1,home_runs:19,runs_batted_in:63,stolen_bases:0,caught_stealing:2,walks:60,strikeouts:109,batting_avg:.250,onbase:.347,slugging:.454,ops:erc">.454,ops+:lugging">.802,bases:189,double_plays:13,hit_by_pitch:3,sac_hits:3,sac_flies:2,intentional_walks:6
pos:2B,name:Craig Counsell,age:26,games:51,plate_appearances:189,at_bats:164,runs:20,hits:49,doubles:9,triples:2,home_runs:1,runs_batted_in:16,stolen_bases:1,caught_stealing:1,walks:18,strikeouts:17,batting_avg:.299,onbase:.376,slugging:.396,ops:erc">.396,ops+:lugging">.773,bases:65,double_plays:5,hit_by_pitch:3,sac_hits:3,sac_flies:1,intentional_walks:2
pos:C,name:Gregg Zaun,age:26,games:58,plate_appearances:172,at_bats:143,runs:21,hits:43,doubles:10,triples:2,home_runs:2,runs_batted_in:20,stolen_bases:1,caught_stealing:0,walks:26,strikeouts:18,batting_avg:.301,onbase:.415,slugging:.441,ops:erc">.441,ops+:lugging">.856,bases:63,double_plays:3,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:4
pos:LF,name:Cliff Floyd,age:24,games:61,plate_appearances:165,at_bats:137,runs:23,hits:32,doubles:9,triples:1,home_runs:6,runs_batted_in:19,stolen_bases:6,caught_stealing:2,walks:24,strikeouts:33,batting_avg:.234,onbase:.354,slugging:.445,ops:erc">.445,ops+:lugging">.799,bases:61,double_plays:3,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:0
pos:1B,name:Darren Daulton,age:35,games:52,plate_appearances:152,at_bats:126,runs:22,hits:33,doubles:8,triples:2,home_runs:3,runs_batted_in:21,stolen_bases:2,caught_stealing:1,walks:22,strikeouts:17,batting_avg:.262,onbase:.371,slugging:.429,ops:erc">.429,ops+:lugging">.799,bases:54,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:1
pos:IF,name:Alex Arias,age:29,games:74,plate_appearances:112,at_bats:93,runs:13,hits:23,doubles:2,triples:0,home_runs:1,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:12,strikeouts:12,batting_avg:.247,onbase:.352,slugging:.301,ops:erc">.301,ops+:lugging">.653,bases:28,double_plays:6,hit_by_pitch:3,sac_hits:4,sac_flies:0,intentional_walks:0
pos:OF,name:Todd Dunwoody,age:22,games:19,plate_appearances:58,at_bats:50,runs:7,hits:13,doubles:2,triples:2,home_runs:2,runs_batted_in:7,stolen_bases:2,caught_stealing:0,walks:7,strikeouts:21,batting_avg:.260,onbase:.362,slugging:.500,ops:erc">.500,ops+:lugging">.862,bases:25,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Mark Kotsay,age:21,games:14,plate_appearances:57,at_bats:52,runs:5,hits:10,doubles:1,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:3,caught_stealing:0,walks:4,strikeouts:7,batting_avg:.192,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:13,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:John Wehner,age:30,games:44,plate_appearances:40,at_bats:36,runs:8,hits:10,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.278,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:12,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:2B,name:Ralph Milliard,age:23,games:8,plate_appearances:36,at_bats:30,runs:2,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:1,walks:3,strikeouts:3,batting_avg:.200,onbase:.314,slugging:.200,ops:erc">.200,ops+:lugging">.514,bases:6,double_plays:2,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Billy McMillon,age:25,games:13,plate_appearances:18,at_bats:18,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.111,onbase:.111,slugging:.167,ops:erc">.167,ops+:lugging">.278,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Russ Morman,age:35,games:4,plate_appearances:7,at_bats:7,runs:3,hits:2,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.286,onbase:.286,slugging:.857,ops:erc">.857,ops+:lugging">1.143,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Rob Natal,age:31,games:4,plate_appearances:7,at_bats:4,runs:2,hits:2,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.500,onbase:.571,slugging:1.500,ops:erc">1.500,ops+:lugging">2.071,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:3B,name:Josh Booty,age:22,games:4,plate_appearances:6,at_bats:5,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.600,onbase:.667,slugging:.600,ops:erc">.600,ops+:lugging">1.267,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Brown,age:32,games:31,plate_appearances:83,at_bats:72,runs:4,hits:9,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:25,batting_avg:.125,onbase:.182,slugging:.139,ops:erc">.139,ops+:lugging">.321,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Alex Fernandez,age:27,games:31,plate_appearances:80,at_bats:66,runs:3,hits:10,doubles:6,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:20,batting_avg:.152,onbase:.219,slugging:.242,ops:erc">.242,ops+:lugging">.462,bases:16,double_plays:1,hit_by_pitch:0,sac_hits:7,sac_flies:1,intentional_walks:0
pos:P,name:Al Leiter,age:31,games:25,plate_appearances:53,at_bats:48,runs:2,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:25,batting_avg:.104,onbase:.157,slugging:.104,ops:erc">.104,ops+:lugging">.261,bases:5,double_plays:3,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Tony Saunders,age:23,games:22,plate_appearances:40,at_bats:37,runs:2,hits:3,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:19,batting_avg:.081,onbase:.128,slugging:.162,ops:erc">.162,ops+:lugging">.290,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Pat Rapp,age:29,games:18,plate_appearances:39,at_bats:35,runs:3,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:12,batting_avg:.143,onbase:.143,slugging:.229,ops:erc">.229,ops+:lugging">.371,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Livan Hernandez,age:22,games:16,plate_appearances:33,at_bats:29,runs:2,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.172,onbase:.200,slugging:.241,ops:erc">.241,ops+:lugging">.441,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Rick Helling,age:26,games:29,plate_appearances:12,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Cook,age:34,games:59,plate_appearances:9,at_bats:9,runs:2,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.556,onbase:.556,slugging:.889,ops:erc">.889,ops+:lugging">1.444,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kirt Ojala,age:28,games:7,plate_appearances:8,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jay Powell,age:25,games:70,plate_appearances:4,at_bats:4,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:2,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rob Stanifer,age:25,games:35,plate_appearances:4,at_bats:3,runs:1,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.667,onbase:.750,slugging:1.000,ops:erc">1.000,ops+:lugging">1.750,bases:3,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Felix Heredia,age:22,games:52,plate_appearances:3,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Antonio Alfonseca,age:25,games:16,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Donn Pall,age:35,games:2,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Matt Whisenant,age:26,games:5,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Robb Nen,age:27,games:68,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mark Hutton,age:27,games:30,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ed Vosberg,age:35,games:16,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kurt Miller,age:24,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
