pos:C,name:Carlton Fisk,age:39,games:135,plate_appearances:508,at_bats:454,runs:68,hits:116,doubles:22,triples:1,home_runs:23,runs_batted_in:71,stolen_bases:1,caught_stealing:4,walks:39,strikeouts:72,batting_avg:.256,onbase:.321,slugging:.460,ops:erc">.460,ops+:lugging">.782,bases:209,double_plays:9,hit_by_pitch:8,sac_hits:1,sac_flies:6,intentional_walks:8
pos:1B,name:Greg Walker,age:27,games:157,plate_appearances:652,at_bats:566,runs:85,hits:145,doubles:33,triples:2,home_runs:27,runs_batted_in:94,stolen_bases:2,caught_stealing:1,walks:75,strikeouts:112,batting_avg:.256,onbase:.346,slugging:.465,ops:erc">.465,ops+:lugging">.810,bases:263,double_plays:12,hit_by_pitch:5,sac_hits:1,sac_flies:5,intentional_walks:7
pos:2B,name:Donnie Hill,age:26,games:111,plate_appearances:449,at_bats:410,runs:57,hits:98,doubles:14,triples:6,home_runs:9,runs_batted_in:46,stolen_bases:1,caught_stealing:0,walks:30,strikeouts:35,batting_avg:.239,onbase:.290,slugging:.368,ops:erc">.368,ops+:lugging">.658,bases:151,double_plays:11,hit_by_pitch:1,sac_hits:4,sac_flies:4,intentional_walks:1
pos:SS,name:Ozzie Guillen,age:23,games:149,plate_appearances:604,at_bats:560,runs:64,hits:156,doubles:22,triples:7,home_runs:2,runs_batted_in:51,stolen_bases:25,caught_stealing:8,walks:22,strikeouts:52,batting_avg:.279,onbase:.303,slugging:.354,ops:erc">.354,ops+:lugging">.656,bases:198,double_plays:10,hit_by_pitch:1,sac_hits:13,sac_flies:8,intentional_walks:2
pos:3B,name:Tim Hulett,age:27,games:68,plate_appearances:257,at_bats:240,runs:20,hits:52,doubles:10,triples:0,home_runs:7,runs_batted_in:28,stolen_bases:0,caught_stealing:2,walks:10,strikeouts:41,batting_avg:.217,onbase:.246,slugging:.346,ops:erc">.346,ops+:lugging">.592,bases:83,double_plays:6,hit_by_pitch:0,sac_hits:5,sac_flies:2,intentional_walks:1
pos:LF,name:Gary Redus,age:30,games:130,plate_appearances:554,at_bats:475,runs:78,hits:112,doubles:26,triples:6,home_runs:12,runs_batted_in:48,stolen_bases:52,caught_stealing:11,walks:69,strikeouts:90,batting_avg:.236,onbase:.328,slugging:.392,ops:erc">.392,ops+:lugging">.720,bases:186,double_plays:7,hit_by_pitch:0,sac_hits:3,sac_flies:7,intentional_walks:0
pos:CF,name:Ken Williams,age:23,games:116,plate_appearances:414,at_bats:391,runs:48,hits:110,doubles:18,triples:2,home_runs:11,runs_batted_in:50,stolen_bases:21,caught_stealing:10,walks:10,strikeouts:83,batting_avg:.281,onbase:.314,slugging:.422,ops:erc">.422,ops+:lugging">.736,bases:165,double_plays:5,hit_by_pitch:9,sac_hits:3,sac_flies:1,intentional_walks:0
pos:RF,name:Ivan Calderon,age:25,games:144,plate_appearances:607,at_bats:542,runs:93,hits:159,doubles:38,triples:2,home_runs:28,runs_batted_in:83,stolen_bases:10,caught_stealing:5,walks:60,strikeouts:109,batting_avg:.293,onbase:.362,slugging:.526,ops:erc">.526,ops+:lugging">.888,bases:285,double_plays:13,hit_by_pitch:1,sac_hits:0,sac_flies:4,intentional_walks:6
pos:DH,name:Harold Baines,age:28,games:132,plate_appearances:554,at_bats:505,runs:59,hits:148,doubles:26,triples:4,home_runs:20,runs_batted_in:93,stolen_bases:0,caught_stealing:0,walks:46,strikeouts:82,batting_avg:.293,onbase:.352,slugging:.479,ops:erc">.479,ops+:lugging">.831,bases:242,double_plays:12,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:2
pos:OF,name:Daryl Boston,age:24,games:103,plate_appearances:369,at_bats:337,runs:51,hits:87,doubles:21,triples:2,home_runs:10,runs_batted_in:29,stolen_bases:12,caught_stealing:6,walks:25,strikeouts:68,batting_avg:.258,onbase:.307,slugging:.421,ops:erc">.421,ops+:lugging">.728,bases:142,double_plays:5,hit_by_pitch:0,sac_hits:4,sac_flies:3,intentional_walks:2
pos:MI,name:Fred Manrique,age:25,games:115,plate_appearances:330,at_bats:298,runs:30,hits:77,doubles:13,triples:3,home_runs:4,runs_batted_in:29,stolen_bases:5,caught_stealing:3,walks:19,strikeouts:69,batting_avg:.258,onbase:.302,slugging:.362,ops:erc">.362,ops+:lugging">.665,bases:108,double_plays:4,hit_by_pitch:1,sac_hits:9,sac_flies:3,intentional_walks:1
pos:3B,name:Steve Lyons,age:27,games:76,plate_appearances:210,at_bats:193,runs:26,hits:54,doubles:11,triples:1,home_runs:1,runs_batted_in:19,stolen_bases:3,caught_stealing:1,walks:12,strikeouts:37,batting_avg:.280,onbase:.320,slugging:.363,ops:erc">.363,ops+:lugging">.683,bases:70,double_plays:4,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:0
pos:3B,name:Jerry Royster,age:34,games:55,plate_appearances:178,at_bats:154,runs:25,hits:37,doubles:11,triples:0,home_runs:7,runs_batted_in:23,stolen_bases:2,caught_stealing:1,walks:19,strikeouts:28,batting_avg:.240,onbase:.324,slugging:.448,ops:erc">.448,ops+:lugging">.772,bases:69,double_plays:2,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:1
pos:C,name:Ron Hassey,age:34,games:49,plate_appearances:165,at_bats:145,runs:15,hits:31,doubles:9,triples:0,home_runs:3,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:17,strikeouts:11,batting_avg:.214,onbase:.303,slugging:.338,ops:erc">.338,ops+:lugging">.641,bases:49,double_plays:9,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:2
pos:UT,name:Jerry Hairston,age:35,games:66,plate_appearances:155,at_bats:126,runs:14,hits:29,doubles:8,triples:0,home_runs:5,runs_batted_in:20,stolen_bases:0,caught_stealing:0,walks:25,strikeouts:25,batting_avg:.230,onbase:.357,slugging:.413,ops:erc">.413,ops+:lugging">.770,bases:52,double_plays:4,hit_by_pitch:1,sac_hits:1,sac_flies:2,intentional_walks:2
pos:C,name:Ron Karkovice,age:23,games:39,plate_appearances:95,at_bats:85,runs:7,hits:6,doubles:0,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:3,caught_stealing:0,walks:7,strikeouts:40,batting_avg:.071,onbase:.160,slugging:.141,ops:erc">.141,ops+:lugging">.301,bases:12,double_plays:2,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
