pos:C,name:Carlton Fisk,age:35,games:138,plate_appearances:545,at_bats:488,runs:85,hits:141,doubles:26,triples:4,home_runs:26,runs_batted_in:86,stolen_bases:9,caught_stealing:6,walks:46,strikeouts:88,batting_avg:.289,onbase:.355,slugging:.518,ops:erc">.518,ops+:lugging">.874,bases:253,double_plays:8,hit_by_pitch:6,sac_hits:2,sac_flies:3,intentional_walks:3
pos:1B,name:Tom Paciorek,age:36,games:115,plate_appearances:456,at_bats:420,runs:65,hits:129,doubles:32,triples:3,home_runs:9,runs_batted_in:63,stolen_bases:6,caught_stealing:1,walks:25,strikeouts:58,batting_avg:.307,onbase:.347,slugging:.462,ops:erc">.462,ops+:lugging">.809,bases:194,double_plays:9,hit_by_pitch:3,sac_hits:4,sac_flies:4,intentional_walks:4
pos:2B,name:Julio Cruz,age:28,games:99,plate_appearances:375,at_bats:334,runs:47,hits:84,doubles:9,triples:4,home_runs:1,runs_batted_in:40,stolen_bases:24,caught_stealing:6,walks:29,strikeouts:44,batting_avg:.251,onbase:.311,slugging:.311,ops:erc">.311,ops+:lugging">.622,bases:104,double_plays:9,hit_by_pitch:2,sac_hits:4,sac_flies:5,intentional_walks:0
pos:SS,name:Jerry Dybzinski,age:27,games:127,plate_appearances:290,at_bats:256,runs:30,hits:59,doubles:10,triples:1,home_runs:1,runs_batted_in:32,stolen_bases:11,caught_stealing:4,walks:18,strikeouts:29,batting_avg:.230,onbase:.283,slugging:.289,ops:erc">.289,ops+:lugging">.572,bases:74,double_plays:8,hit_by_pitch:2,sac_hits:11,sac_flies:3,intentional_walks:0
pos:3B,name:Vance Law,age:26,games:145,plate_appearances:471,at_bats:408,runs:55,hits:99,doubles:21,triples:5,home_runs:4,runs_batted_in:42,stolen_bases:3,caught_stealing:1,walks:51,strikeouts:56,batting_avg:.243,onbase:.325,slugging:.348,ops:erc">.348,ops+:lugging">.673,bases:142,double_plays:7,hit_by_pitch:1,sac_hits:6,sac_flies:5,intentional_walks:1
pos:LF,name:Ron Kittle,age:25,games:145,plate_appearances:570,at_bats:520,runs:75,hits:132,doubles:19,triples:3,home_runs:35,runs_batted_in:100,stolen_bases:8,caught_stealing:3,walks:39,strikeouts:150,batting_avg:.254,onbase:.314,slugging:.504,ops:erc">.504,ops+:lugging">.818,bases:262,double_plays:10,hit_by_pitch:8,sac_hits:0,sac_flies:3,intentional_walks:8
pos:CF,name:Rudy Law,age:26,games:141,plate_appearances:551,at_bats:501,runs:95,hits:142,doubles:20,triples:7,home_runs:3,runs_batted_in:34,stolen_bases:77,caught_stealing:12,walks:42,strikeouts:36,batting_avg:.283,onbase:.340,slugging:.369,ops:erc">.369,ops+:lugging">.709,bases:185,double_plays:4,hit_by_pitch:2,sac_hits:4,sac_flies:2,intentional_walks:2
pos:RF,name:Harold Baines,age:24,games:156,plate_appearances:655,at_bats:596,runs:76,hits:167,doubles:33,triples:2,home_runs:20,runs_batted_in:99,stolen_bases:7,caught_stealing:5,walks:49,strikeouts:85,batting_avg:.280,onbase:.333,slugging:.443,ops:erc">.443,ops+:lugging">.776,bases:264,double_plays:15,hit_by_pitch:1,sac_hits:3,sac_flies:6,intentional_walks:13
pos:DH,name:Greg Luzinski,age:32,games:144,plate_appearances:593,at_bats:502,runs:73,hits:128,doubles:26,triples:1,home_runs:32,runs_batted_in:95,stolen_bases:2,caught_stealing:1,walks:70,strikeouts:117,batting_avg:.255,onbase:.352,slugging:.502,ops:erc">.502,ops+:lugging">.854,bases:252,double_plays:10,hit_by_pitch:11,sac_hits:0,sac_flies:10,intentional_walks:6
pos:1B,name:Greg Walker,age:23,games:118,plate_appearances:340,at_bats:307,runs:32,hits:83,doubles:16,triples:3,home_runs:10,runs_batted_in:55,stolen_bases:2,caught_stealing:1,walks:28,strikeouts:57,batting_avg:.270,onbase:.332,slugging:.440,ops:erc">.440,ops+:lugging">.772,bases:135,double_plays:3,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:3
pos:SS,name:Scott Fletcher,age:24,games:114,plate_appearances:302,at_bats:262,runs:42,hits:62,doubles:16,triples:5,home_runs:3,runs_batted_in:31,stolen_bases:5,caught_stealing:1,walks:29,strikeouts:22,batting_avg:.237,onbase:.315,slugging:.370,ops:erc">.370,ops+:lugging">.685,bases:97,double_plays:8,hit_by_pitch:2,sac_hits:7,sac_flies:2,intentional_walks:0
pos:2B,name:Tony Bernazard,age:26,games:59,plate_appearances:259,at_bats:233,runs:30,hits:61,doubles:16,triples:2,home_runs:2,runs_batted_in:26,stolen_bases:2,caught_stealing:1,walks:17,strikeouts:45,batting_avg:.262,onbase:.306,slugging:.373,ops:erc">.373,ops+:lugging">.679,bases:87,double_plays:5,hit_by_pitch:0,sac_hits:4,sac_flies:5,intentional_walks:0
pos:1B,name:Mike Squires,age:31,games:143,plate_appearances:180,at_bats:153,runs:21,hits:34,doubles:4,triples:1,home_runs:1,runs_batted_in:11,stolen_bases:3,caught_stealing:3,walks:22,strikeouts:11,batting_avg:.222,onbase:.326,slugging:.281,ops:erc">.281,ops+:lugging">.607,bases:43,double_plays:2,hit_by_pitch:2,sac_hits:2,sac_flies:1,intentional_walks:3
pos:OF,name:Jerry Hairston,age:31,games:101,plate_appearances:151,at_bats:126,runs:17,hits:37,doubles:9,triples:1,home_runs:5,runs_batted_in:22,stolen_bases:0,caught_stealing:1,walks:23,strikeouts:16,batting_avg:.294,onbase:.397,slugging:.500,ops:erc">.500,ops+:lugging">.897,bases:63,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:4
pos:C,name:Marc Hill,age:31,games:58,plate_appearances:146,at_bats:133,runs:11,hits:30,doubles:6,triples:0,home_runs:1,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:24,batting_avg:.226,onbase:.275,slugging:.293,ops:erc">.293,ops+:lugging">.568,bases:39,double_plays:4,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:2
pos:3B,name:Lorenzo Gray,age:25,games:41,plate_appearances:87,at_bats:78,runs:18,hits:14,doubles:3,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:1,caught_stealing:0,walks:8,strikeouts:16,batting_avg:.179,onbase:.256,slugging:.256,ops:erc">.256,ops+:lugging">.512,bases:20,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Dave Stegman,age:29,games:30,plate_appearances:65,at_bats:53,runs:5,hits:9,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:10,strikeouts:9,batting_avg:.170,onbase:.292,slugging:.208,ops:erc">.208,ops+:lugging">.500,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:CF,name:Rusty Kuntz,age:28,games:28,plate_appearances:48,at_bats:42,runs:6,hits:11,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:6,strikeouts:13,batting_avg:.262,onbase:.354,slugging:.286,ops:erc">.286,ops+:lugging">.640,bases:12,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Chris Nyman,age:28,games:21,plate_appearances:33,at_bats:28,runs:12,hits:8,doubles:0,triples:0,home_runs:2,runs_batted_in:4,stolen_bases:2,caught_stealing:2,walks:4,strikeouts:7,batting_avg:.286,onbase:.394,slugging:.500,ops:erc">.500,ops+:lugging">.894,bases:14,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Aurelio Rodriguez,age:35,games:22,plate_appearances:21,at_bats:20,runs:1,hits:4,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.200,onbase:.200,slugging:.400,ops:erc">.400,ops+:lugging">.600,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Joel Skinner,age:22,games:6,plate_appearances:11,at_bats:11,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.273,onbase:.273,slugging:.273,ops:erc">.273,ops+:lugging">.545,bases:3,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Casey Parsons,age:29,games:8,plate_appearances:7,at_bats:5,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.200,onbase:.429,slugging:.200,ops:erc">.200,ops+:lugging">.629,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:2B,name:Tim Hulett,age:23,games:6,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Miguel Dilone,age:28,games:4,plate_appearances:3,at_bats:3,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
