pos:C,name:Carlton Fisk,age:34,games:135,plate_appearances:536,at_bats:476,runs:66,hits:127,doubles:17,triples:3,home_runs:14,runs_batted_in:65,stolen_bases:17,caught_stealing:2,walks:46,strikeouts:60,batting_avg:.267,onbase:.336,slugging:.403,ops:erc">.403,ops+:lugging">.740,bases:192,double_plays:12,hit_by_pitch:6,sac_hits:4,sac_flies:4,intentional_walks:7
pos:1B,name:Tom Paciorek,age:35,games:104,plate_appearances:422,at_bats:382,runs:49,hits:119,doubles:27,triples:4,home_runs:11,runs_batted_in:55,stolen_bases:3,caught_stealing:3,walks:24,strikeouts:53,batting_avg:.312,onbase:.361,slugging:.490,ops:erc">.490,ops+:lugging">.851,bases:187,double_plays:6,hit_by_pitch:9,sac_hits:1,sac_flies:6,intentional_walks:3
pos:2B,name:Tony Bernazard,age:25,games:137,plate_appearances:630,at_bats:540,runs:90,hits:138,doubles:25,triples:9,home_runs:11,runs_batted_in:56,stolen_bases:11,caught_stealing:0,walks:67,strikeouts:88,batting_avg:.256,onbase:.337,slugging:.396,ops:erc">.396,ops+:lugging">.733,bases:214,double_plays:9,hit_by_pitch:2,sac_hits:16,sac_flies:5,intentional_walks:0
pos:SS,name:Bill Almon,age:29,games:111,plate_appearances:336,at_bats:308,runs:40,hits:79,doubles:10,triples:4,home_runs:4,runs_batted_in:26,stolen_bases:10,caught_stealing:8,walks:25,strikeouts:49,batting_avg:.256,onbase:.313,slugging:.354,ops:erc">.354,ops+:lugging">.667,bases:109,double_plays:4,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:3B,name:Aurelio Rodriguez,age:34,games:118,plate_appearances:277,at_bats:257,runs:24,hits:62,doubles:15,triples:1,home_runs:3,runs_batted_in:31,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:35,batting_avg:.241,onbase:.275,slugging:.342,ops:erc">.342,ops+:lugging">.618,bases:88,double_plays:7,hit_by_pitch:1,sac_hits:8,sac_flies:0,intentional_walks:0
pos:LF,name:Steve Kemp,age:27,games:160,plate_appearances:679,at_bats:580,runs:91,hits:166,doubles:23,triples:1,home_runs:19,runs_batted_in:98,stolen_bases:7,caught_stealing:7,walks:89,strikeouts:83,batting_avg:.286,onbase:.381,slugging:.428,ops:erc">.428,ops+:lugging">.808,bases:248,double_plays:8,hit_by_pitch:3,sac_hits:1,sac_flies:6,intentional_walks:8
pos:CF,name:Rudy Law,age:25,games:121,plate_appearances:363,at_bats:336,runs:55,hits:107,doubles:15,triples:8,home_runs:3,runs_batted_in:32,stolen_bases:36,caught_stealing:10,walks:23,strikeouts:41,batting_avg:.318,onbase:.361,slugging:.438,ops:erc">.438,ops+:lugging">.799,bases:147,double_plays:5,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:RF,name:Harold Baines,age:23,games:161,plate_appearances:668,at_bats:608,runs:89,hits:165,doubles:29,triples:8,home_runs:25,runs_batted_in:105,stolen_bases:10,caught_stealing:3,walks:49,strikeouts:95,batting_avg:.271,onbase:.321,slugging:.469,ops:erc">.469,ops+:lugging">.790,bases:285,double_plays:12,hit_by_pitch:0,sac_hits:2,sac_flies:9,intentional_walks:10
pos:DH,name:Greg Luzinski,age:31,games:159,plate_appearances:686,at_bats:583,runs:87,hits:170,doubles:37,triples:1,home_runs:18,runs_batted_in:102,stolen_bases:1,caught_stealing:1,walks:89,strikeouts:120,batting_avg:.292,onbase:.386,slugging:.451,ops:erc">.451,ops+:lugging">.837,bases:263,double_plays:19,hit_by_pitch:6,sac_hits:0,sac_flies:8,intentional_walks:11
pos:IF,name:Vance Law,age:25,games:114,plate_appearances:398,at_bats:359,runs:40,hits:101,doubles:20,triples:1,home_runs:5,runs_batted_in:54,stolen_bases:4,caught_stealing:2,walks:26,strikeouts:46,batting_avg:.281,onbase:.327,slugging:.384,ops:erc">.384,ops+:lugging">.712,bases:138,double_plays:10,hit_by_pitch:1,sac_hits:7,sac_flies:5,intentional_walks:1
pos:CF,name:Ron LeFlore,age:34,games:91,plate_appearances:357,at_bats:334,runs:58,hits:96,doubles:15,triples:4,home_runs:4,runs_batted_in:25,stolen_bases:28,caught_stealing:14,walks:22,strikeouts:91,batting_avg:.287,onbase:.331,slugging:.392,ops:erc">.392,ops+:lugging">.723,bases:131,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:1B,name:Mike Squires,age:30,games:116,plate_appearances:213,at_bats:195,runs:33,hits:52,doubles:9,triples:3,home_runs:1,runs_batted_in:21,stolen_bases:3,caught_stealing:3,walks:14,strikeouts:13,batting_avg:.267,onbase:.316,slugging:.359,ops:erc">.359,ops+:lugging">.675,bases:70,double_plays:4,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:3
pos:3B,name:Jim Morrison,age:29,games:51,plate_appearances:180,at_bats:166,runs:17,hits:37,doubles:7,triples:3,home_runs:7,runs_batted_in:19,stolen_bases:0,caught_stealing:1,walks:13,strikeouts:15,batting_avg:.223,onbase:.279,slugging:.428,ops:erc">.428,ops+:lugging">.707,bases:71,double_plays:5,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Jerry Hairston,age:30,games:85,plate_appearances:103,at_bats:90,runs:11,hits:21,doubles:5,triples:0,home_runs:5,runs_batted_in:18,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:15,batting_avg:.233,onbase:.294,slugging:.456,ops:erc">.456,ops+:lugging">.750,bases:41,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:0
pos:C,name:Marc Hill,age:30,games:53,plate_appearances:98,at_bats:88,runs:9,hits:23,doubles:2,triples:0,home_runs:3,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:13,batting_avg:.261,onbase:.313,slugging:.386,ops:erc">.386,ops+:lugging">.699,bases:34,double_plays:4,hit_by_pitch:1,sac_hits:2,sac_flies:1,intentional_walks:0
