pos:C,name:Carlton Fisk,age:40,games:76,plate_appearances:298,at_bats:253,runs:37,hits:70,doubles:8,triples:1,home_runs:19,runs_batted_in:50,stolen_bases:0,caught_stealing:0,walks:37,strikeouts:40,batting_avg:.277,onbase:.377,slugging:.542,ops:erc">.542,ops+:lugging">.919,bases:137,double_plays:6,hit_by_pitch:5,sac_hits:1,sac_flies:2,intentional_walks:9
pos:1B,name:Greg Walker,age:28,games:99,plate_appearances:412,at_bats:377,runs:45,hits:93,doubles:22,triples:1,home_runs:8,runs_batted_in:42,stolen_bases:0,caught_stealing:1,walks:29,strikeouts:77,batting_avg:.247,onbase:.304,slugging:.374,ops:erc">.374,ops+:lugging">.678,bases:141,double_plays:7,hit_by_pitch:3,sac_hits:1,sac_flies:2,intentional_walks:3
pos:2B,name:Fred Manrique,age:26,games:140,plate_appearances:387,at_bats:345,runs:43,hits:81,doubles:10,triples:6,home_runs:5,runs_batted_in:37,stolen_bases:6,caught_stealing:5,walks:21,strikeouts:54,batting_avg:.235,onbase:.283,slugging:.342,ops:erc">.342,ops+:lugging">.625,bases:118,double_plays:7,hit_by_pitch:3,sac_hits:16,sac_flies:2,intentional_walks:1
pos:SS,name:Ozzie Guillen,age:24,games:156,plate_appearances:606,at_bats:566,runs:58,hits:148,doubles:16,triples:7,home_runs:0,runs_batted_in:39,stolen_bases:25,caught_stealing:13,walks:25,strikeouts:40,batting_avg:.261,onbase:.294,slugging:.314,ops:erc">.314,ops+:lugging">.608,bases:178,double_plays:14,hit_by_pitch:2,sac_hits:10,sac_flies:3,intentional_walks:3
pos:3B,name:Steve Lyons,age:28,games:146,plate_appearances:526,at_bats:472,runs:59,hits:127,doubles:28,triples:3,home_runs:5,runs_batted_in:45,stolen_bases:1,caught_stealing:2,walks:32,strikeouts:59,batting_avg:.269,onbase:.313,slugging:.373,ops:erc">.373,ops+:lugging">.686,bases:176,double_plays:6,hit_by_pitch:1,sac_hits:15,sac_flies:6,intentional_walks:1
pos:LF,name:Dan Pasqua,age:26,games:129,plate_appearances:475,at_bats:422,runs:48,hits:96,doubles:16,triples:2,home_runs:20,runs_batted_in:50,stolen_bases:1,caught_stealing:0,walks:46,strikeouts:100,batting_avg:.227,onbase:.307,slugging:.417,ops:erc">.417,ops+:lugging">.724,bases:176,double_plays:10,hit_by_pitch:3,sac_hits:2,sac_flies:2,intentional_walks:5
pos:CF,name:Dave Gallagher,age:27,games:101,plate_appearances:384,at_bats:347,runs:59,hits:105,doubles:15,triples:3,home_runs:5,runs_batted_in:31,stolen_bases:5,caught_stealing:4,walks:29,strikeouts:40,batting_avg:.303,onbase:.354,slugging:.406,ops:erc">.406,ops+:lugging">.761,bases:141,double_plays:8,hit_by_pitch:0,sac_hits:6,sac_flies:2,intentional_walks:3
pos:RF,name:Ivan Calderon,age:26,games:73,plate_appearances:301,at_bats:264,runs:40,hits:56,doubles:14,triples:0,home_runs:14,runs_batted_in:35,stolen_bases:4,caught_stealing:4,walks:34,strikeouts:66,batting_avg:.212,onbase:.299,slugging:.424,ops:erc">.424,ops+:lugging">.723,bases:112,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:2
pos:DH,name:Harold Baines,age:29,games:158,plate_appearances:674,at_bats:599,runs:55,hits:166,doubles:39,triples:1,home_runs:13,runs_batted_in:81,stolen_bases:0,caught_stealing:0,walks:67,strikeouts:109,batting_avg:.277,onbase:.347,slugging:.411,ops:erc">.411,ops+:lugging">.758,bases:246,double_plays:21,hit_by_pitch:1,sac_hits:0,sac_flies:7,intentional_walks:14
pos:OF,name:Daryl Boston,age:25,games:105,plate_appearances:305,at_bats:281,runs:37,hits:61,doubles:12,triples:2,home_runs:15,runs_batted_in:31,stolen_bases:9,caught_stealing:3,walks:21,strikeouts:44,batting_avg:.217,onbase:.271,slugging:.434,ops:erc">.434,ops+:lugging">.705,bases:122,double_plays:5,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:5
pos:LF,name:Gary Redus,age:31,games:77,plate_appearances:304,at_bats:262,runs:42,hits:69,doubles:10,triples:4,home_runs:6,runs_batted_in:34,stolen_bases:26,caught_stealing:2,walks:33,strikeouts:52,batting_avg:.263,onbase:.342,slugging:.401,ops:erc">.401,ops+:lugging">.743,bases:105,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:7,intentional_walks:1
