pos:C,name:Jim Sundberg,age:29,games:151,plate_appearances:581,at_bats:505,runs:59,hits:138,doubles:24,triples:1,home_runs:10,runs_batted_in:63,stolen_bases:2,caught_stealing:2,walks:64,strikeouts:67,batting_avg:.273,onbase:.353,slugging:.384,ops:erc">.384,ops+:lugging">.737,bases:194,double_plays:15,hit_by_pitch:1,sac_hits:6,sac_flies:5,intentional_walks:3
pos:1B,name:Pat Putnam,age:26,games:147,plate_appearances:454,at_bats:410,runs:42,hits:108,doubles:16,triples:2,home_runs:13,runs_batted_in:55,stolen_bases:0,caught_stealing:2,walks:36,strikeouts:49,batting_avg:.263,onbase:.319,slugging:.407,ops:erc">.407,ops+:lugging">.727,bases:167,double_plays:13,hit_by_pitch:0,sac_hits:3,sac_flies:5,intentional_walks:6
pos:2B,name:Bump Wills,age:27,games:146,plate_appearances:656,at_bats:578,runs:102,hits:152,doubles:31,triples:5,home_runs:5,runs_batted_in:58,stolen_bases:34,caught_stealing:9,walks:51,strikeouts:71,batting_avg:.263,onbase:.322,slugging:.360,ops:erc">.360,ops+:lugging">.682,bases:208,double_plays:8,hit_by_pitch:3,sac_hits:15,sac_flies:8,intentional_walks:1
pos:SS,name:Pepe Frias,age:31,games:116,plate_appearances:246,at_bats:227,runs:27,hits:55,doubles:5,triples:1,home_runs:0,runs_batted_in:10,stolen_bases:5,caught_stealing:1,walks:4,strikeouts:23,batting_avg:.242,onbase:.256,slugging:.273,ops:erc">.273,ops+:lugging">.530,bases:62,double_plays:8,hit_by_pitch:1,sac_hits:12,sac_flies:2,intentional_walks:0
pos:3B,name:Buddy Bell,age:28,games:129,plate_appearances:534,at_bats:490,runs:76,hits:161,doubles:24,triples:4,home_runs:17,runs_batted_in:83,stolen_bases:3,caught_stealing:1,walks:40,strikeouts:39,batting_avg:.329,onbase:.379,slugging:.498,ops:erc">.498,ops+:lugging">.877,bases:244,double_plays:16,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:11
pos:LF,name:Al Oliver,age:33,games:163,plate_appearances:709,at_bats:656,runs:96,hits:209,doubles:43,triples:3,home_runs:19,runs_batted_in:117,stolen_bases:5,caught_stealing:7,walks:39,strikeouts:47,batting_avg:.319,onbase:.357,slugging:.480,ops:erc">.480,ops+:lugging">.838,bases:315,double_plays:14,hit_by_pitch:5,sac_hits:1,sac_flies:8,intentional_walks:9
pos:CF,name:Mickey Rivers,age:31,games:147,plate_appearances:661,at_bats:630,runs:96,hits:210,doubles:32,triples:6,home_runs:7,runs_batted_in:60,stolen_bases:18,caught_stealing:7,walks:20,strikeouts:34,batting_avg:.333,onbase:.353,slugging:.437,ops:erc">.437,ops+:lugging">.789,bases:275,double_plays:4,hit_by_pitch:1,sac_hits:6,sac_flies:4,intentional_walks:1
pos:RF,name:Johnny Grubb,age:31,games:110,plate_appearances:323,at_bats:274,runs:40,hits:76,doubles:12,triples:1,home_runs:9,runs_batted_in:32,stolen_bases:2,caught_stealing:3,walks:42,strikeouts:35,batting_avg:.277,onbase:.374,slugging:.427,ops:erc">.427,ops+:lugging">.801,bases:117,double_plays:11,hit_by_pitch:2,sac_hits:2,sac_flies:3,intentional_walks:5
pos:DH,name:Richie Zisk,age:31,games:135,plate_appearances:492,at_bats:448,runs:48,hits:130,doubles:17,triples:1,home_runs:19,runs_batted_in:77,stolen_bases:0,caught_stealing:2,walks:39,strikeouts:72,batting_avg:.290,onbase:.344,slugging:.460,ops:erc">.460,ops+:lugging">.804,bases:206,double_plays:18,hit_by_pitch:0,sac_hits:1,sac_flies:4,intentional_walks:5
pos:DH,name:Rusty Staub,age:36,games:109,plate_appearances:388,at_bats:340,runs:42,hits:102,doubles:23,triples:2,home_runs:9,runs_batted_in:55,stolen_bases:1,caught_stealing:1,walks:39,strikeouts:18,batting_avg:.300,onbase:.370,slugging:.459,ops:erc">.459,ops+:lugging">.828,bases:156,double_plays:16,hit_by_pitch:2,sac_hits:1,sac_flies:6,intentional_walks:3
pos:UT,name:Dave Roberts,age:29,games:101,plate_appearances:251,at_bats:235,runs:27,hits:56,doubles:4,triples:0,home_runs:10,runs_batted_in:30,stolen_bases:0,caught_stealing:1,walks:13,strikeouts:38,batting_avg:.238,onbase:.280,slugging:.383,ops:erc">.383,ops+:lugging">.663,bases:90,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:2
pos:OF,name:Billy Sample,age:25,games:99,plate_appearances:234,at_bats:204,runs:29,hits:53,doubles:10,triples:0,home_runs:4,runs_batted_in:19,stolen_bases:8,caught_stealing:5,walks:18,strikeouts:15,batting_avg:.260,onbase:.335,slugging:.368,ops:erc">.368,ops+:lugging">.702,bases:75,double_plays:4,hit_by_pitch:6,sac_hits:4,sac_flies:2,intentional_walks:2
pos:SS,name:Bud Harrelson,age:36,games:87,plate_appearances:219,at_bats:180,runs:26,hits:49,doubles:6,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:4,caught_stealing:4,walks:29,strikeouts:23,batting_avg:.272,onbase:.373,slugging:.322,ops:erc">.322,ops+:lugging">.695,bases:58,double_plays:3,hit_by_pitch:0,sac_hits:10,sac_flies:0,intentional_walks:0
pos:RF,name:Jim Norris,age:31,games:119,plate_appearances:205,at_bats:174,runs:23,hits:43,doubles:5,triples:0,home_runs:0,runs_batted_in:16,stolen_bases:6,caught_stealing:3,walks:23,strikeouts:16,batting_avg:.247,onbase:.327,slugging:.276,ops:erc">.276,ops+:lugging">.603,bases:48,double_plays:11,hit_by_pitch:0,sac_hits:3,sac_flies:5,intentional_walks:2
pos:1B,name:John Ellis,age:31,games:73,plate_appearances:200,at_bats:182,runs:12,hits:43,doubles:9,triples:1,home_runs:1,runs_batted_in:23,stolen_bases:3,caught_stealing:0,walks:14,strikeouts:23,batting_avg:.236,onbase:.290,slugging:.313,ops:erc">.313,ops+:lugging">.603,bases:57,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:1
pos:2B,name:Mike Richardt,age:22,games:22,plate_appearances:72,at_bats:71,runs:2,hits:16,doubles:2,triples:0,home_runs:0,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.225,onbase:.236,slugging:.254,ops:erc">.254,ops+:lugging">.490,bases:18,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Tucker Ashford,age:25,games:15,plate_appearances:35,at_bats:32,runs:2,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:3,batting_avg:.125,onbase:.200,slugging:.125,ops:erc">.125,ops+:lugging">.325,bases:4,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Nelson Norman,age:22,games:17,plate_appearances:34,at_bats:32,runs:4,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:1,batting_avg:.219,onbase:.242,slugging:.219,ops:erc">.219,ops+:lugging">.461,bases:7,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:DH,name:Danny Walton,age:32,games:10,plate_appearances:13,at_bats:10,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:5,batting_avg:.200,onbase:.385,slugging:.200,ops:erc">.200,ops+:lugging">.585,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Odie Davis,age:24,games:17,plate_appearances:8,at_bats:8,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.125,onbase:.125,slugging:.125,ops:erc">.125,ops+:lugging">.250,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Mike Hart,age:28,games:5,plate_appearances:5,at_bats:4,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:1,batting_avg:.250,onbase:.400,slugging:.250,ops:erc">.250,ops+:lugging">.650,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Fergie Jenkins,age:37,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Doc Medich,age:31,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dennis Lewallyn,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Charlie Hough,age:32,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Butcher,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brian Allard,age:22,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Don Kainer,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Kern,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Rajsich,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ed Figueroa,age:31,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Adrian Devine,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Comer,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jerry Don Gleaton,age:22,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Henry Johnson,age:23,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jon Matlack,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Danny Darwin,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gaylord Perry,age:41,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bob Babcock,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ken Clay,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sparky Lyle,age:35,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
