pos:C,name:Jim Sundberg,age:32,games:131,plate_appearances:423,at_bats:378,runs:30,hits:76,doubles:14,triples:0,home_runs:2,runs_batted_in:28,stolen_bases:0,caught_stealing:4,walks:35,strikeouts:64,batting_avg:.201,onbase:.272,slugging:.254,ops:erc">.254,ops+:lugging">.526,bases:96,double_plays:8,hit_by_pitch:2,sac_hits:7,sac_flies:1,intentional_walks:0
pos:1B,name:Pete O'Brien,age:25,games:154,plate_appearances:588,at_bats:524,runs:53,hits:124,doubles:24,triples:5,home_runs:8,runs_batted_in:53,stolen_bases:5,caught_stealing:4,walks:58,strikeouts:62,batting_avg:.237,onbase:.313,slugging:.347,ops:erc">.347,ops+:lugging">.660,bases:182,double_plays:12,hit_by_pitch:1,sac_hits:3,sac_flies:2,intentional_walks:2
pos:2B,name:Wayne Tolleson,age:27,games:134,plate_appearances:521,at_bats:470,runs:64,hits:122,doubles:13,triples:2,home_runs:3,runs_batted_in:20,stolen_bases:33,caught_stealing:10,walks:40,strikeouts:68,batting_avg:.260,onbase:.319,slugging:.315,ops:erc">.315,ops+:lugging">.634,bases:148,double_plays:8,hit_by_pitch:2,sac_hits:7,sac_flies:2,intentional_walks:0
pos:SS,name:Bucky Dent,age:31,games:131,plate_appearances:450,at_bats:417,runs:36,hits:99,doubles:15,triples:2,home_runs:2,runs_batted_in:34,stolen_bases:3,caught_stealing:7,walks:23,strikeouts:31,batting_avg:.237,onbase:.278,slugging:.297,ops:erc">.297,ops+:lugging">.575,bases:124,double_plays:3,hit_by_pitch:1,sac_hits:7,sac_flies:2,intentional_walks:0
pos:3B,name:Buddy Bell,age:31,games:156,plate_appearances:678,at_bats:618,runs:75,hits:171,doubles:35,triples:3,home_runs:14,runs_batted_in:66,stolen_bases:3,caught_stealing:5,walks:50,strikeouts:48,batting_avg:.277,onbase:.332,slugging:.411,ops:erc">.411,ops+:lugging">.743,bases:254,double_plays:24,hit_by_pitch:4,sac_hits:0,sac_flies:6,intentional_walks:5
pos:LF,name:Billy Sample,age:28,games:147,plate_appearances:611,at_bats:554,runs:80,hits:152,doubles:28,triples:3,home_runs:12,runs_batted_in:57,stolen_bases:44,caught_stealing:8,walks:44,strikeouts:46,batting_avg:.274,onbase:.331,slugging:.401,ops:erc">.401,ops+:lugging">.732,bases:222,double_plays:8,hit_by_pitch:5,sac_hits:4,sac_flies:4,intentional_walks:2
pos:CF,name:George Wright,age:24,games:162,plate_appearances:681,at_bats:634,runs:79,hits:175,doubles:28,triples:6,home_runs:18,runs_batted_in:80,stolen_bases:8,caught_stealing:7,walks:41,strikeouts:82,batting_avg:.276,onbase:.321,slugging:.424,ops:erc">.424,ops+:lugging">.745,bases:269,double_plays:9,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:9
pos:RF,name:Larry Parrish,age:29,games:145,plate_appearances:614,at_bats:555,runs:76,hits:151,doubles:26,triples:4,home_runs:26,runs_batted_in:88,stolen_bases:0,caught_stealing:0,walks:46,strikeouts:91,batting_avg:.272,onbase:.326,slugging:.474,ops:erc">.474,ops+:lugging">.800,bases:263,double_plays:20,hit_by_pitch:3,sac_hits:0,sac_flies:9,intentional_walks:8
pos:DH,name:Dave Hostetler,age:27,games:94,plate_appearances:353,at_bats:304,runs:31,hits:67,doubles:9,triples:2,home_runs:11,runs_batted_in:46,stolen_bases:0,caught_stealing:2,walks:42,strikeouts:103,batting_avg:.220,onbase:.323,slugging:.372,ops:erc">.372,ops+:lugging">.695,bases:113,double_plays:10,hit_by_pitch:5,sac_hits:0,sac_flies:2,intentional_walks:1
pos:DH,name:Mickey Rivers,age:34,games:96,plate_appearances:329,at_bats:309,runs:37,hits:88,doubles:17,triples:0,home_runs:1,runs_batted_in:20,stolen_bases:9,caught_stealing:4,walks:11,strikeouts:21,batting_avg:.285,onbase:.309,slugging:.350,ops:erc">.350,ops+:lugging">.658,bases:108,double_plays:1,hit_by_pitch:1,sac_hits:5,sac_flies:3,intentional_walks:0
pos:IF,name:Bill Stein,age:36,games:78,plate_appearances:242,at_bats:232,runs:21,hits:72,doubles:15,triples:1,home_runs:2,runs_batted_in:33,stolen_bases:2,caught_stealing:3,walks:8,strikeouts:31,batting_avg:.310,onbase:.331,slugging:.409,ops:erc">.409,ops+:lugging">.740,bases:95,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
