pos:C,name:Ivan Rodriguez,age:20,games:123,plate_appearances:454,at_bats:420,runs:39,hits:109,doubles:16,triples:1,home_runs:8,runs_batted_in:37,stolen_bases:0,caught_stealing:0,walks:24,strikeouts:73,batting_avg:.260,onbase:.300,slugging:.360,ops:erc">.360,ops+:lugging">.659,bases:151,double_plays:15,hit_by_pitch:1,sac_hits:7,sac_flies:2,intentional_walks:2
pos:1B,name:Rafael Palmeiro,age:27,games:159,plate_appearances:701,at_bats:608,runs:84,hits:163,doubles:27,triples:4,home_runs:22,runs_batted_in:85,stolen_bases:2,caught_stealing:3,walks:72,strikeouts:83,batting_avg:.268,onbase:.352,slugging:.434,ops:erc">.434,ops+:lugging">.786,bases:264,double_plays:10,hit_by_pitch:10,sac_hits:5,sac_flies:6,intentional_walks:8
pos:2B,name:Jeff Frye,age:25,games:67,plate_appearances:230,at_bats:199,runs:24,hits:51,doubles:9,triples:1,home_runs:1,runs_batted_in:12,stolen_bases:1,caught_stealing:3,walks:16,strikeouts:27,batting_avg:.256,onbase:.320,slugging:.327,ops:erc">.327,ops+:lugging">.646,bases:65,double_plays:2,hit_by_pitch:3,sac_hits:11,sac_flies:1,intentional_walks:0
pos:SS,name:Dickie Thon,age:34,games:95,plate_appearances:303,at_bats:275,runs:30,hits:68,doubles:15,triples:3,home_runs:4,runs_batted_in:37,stolen_bases:12,caught_stealing:2,walks:20,strikeouts:40,batting_avg:.247,onbase:.293,slugging:.367,ops:erc">.367,ops+:lugging">.661,bases:101,double_plays:2,hit_by_pitch:0,sac_hits:3,sac_flies:5,intentional_walks:1
pos:3B,name:Dean Palmer,age:23,games:152,plate_appearances:613,at_bats:541,runs:74,hits:124,doubles:25,triples:0,home_runs:26,runs_batted_in:72,stolen_bases:10,caught_stealing:4,walks:62,strikeouts:154,batting_avg:.229,onbase:.311,slugging:.420,ops:erc">.420,ops+:lugging">.731,bases:227,double_plays:9,hit_by_pitch:4,sac_hits:2,sac_flies:4,intentional_walks:2
pos:LF,name:Kevin Reimer,age:28,games:148,plate_appearances:547,at_bats:494,runs:56,hits:132,doubles:32,triples:2,home_runs:16,runs_batted_in:58,stolen_bases:2,caught_stealing:4,walks:42,strikeouts:103,batting_avg:.267,onbase:.336,slugging:.437,ops:erc">.437,ops+:lugging">.774,bases:216,double_plays:10,hit_by_pitch:10,sac_hits:0,sac_flies:1,intentional_walks:5
pos:CF,name:Juan Gonzalez,age:22,games:155,plate_appearances:632,at_bats:584,runs:77,hits:152,doubles:24,triples:2,home_runs:43,runs_batted_in:109,stolen_bases:0,caught_stealing:1,walks:35,strikeouts:143,batting_avg:.260,onbase:.304,slugging:.529,ops:erc">.529,ops+:lugging">.833,bases:309,double_plays:16,hit_by_pitch:5,sac_hits:0,sac_flies:8,intentional_walks:1
pos:RF,name:Ruben Sierra,age:26,games:124,plate_appearances:539,at_bats:500,runs:66,hits:139,doubles:30,triples:6,home_runs:14,runs_batted_in:70,stolen_bases:12,caught_stealing:4,walks:31,strikeouts:59,batting_avg:.278,onbase:.315,slugging:.446,ops:erc">.446,ops+:lugging">.761,bases:223,double_plays:9,hit_by_pitch:0,sac_hits:0,sac_flies:8,intentional_walks:6
pos:DH,name:Brian Downing,age:41,games:107,plate_appearances:391,at_bats:320,runs:53,hits:89,doubles:18,triples:0,home_runs:10,runs_batted_in:39,stolen_bases:1,caught_stealing:0,walks:62,strikeouts:58,batting_avg:.278,onbase:.407,slugging:.428,ops:erc">.428,ops+:lugging">.835,bases:137,double_plays:7,hit_by_pitch:8,sac_hits:0,sac_flies:1,intentional_walks:2
pos:MI,name:Jeff Huson,age:27,games:123,plate_appearances:374,at_bats:318,runs:49,hits:83,doubles:14,triples:3,home_runs:4,runs_batted_in:24,stolen_bases:18,caught_stealing:6,walks:41,strikeouts:43,batting_avg:.261,onbase:.342,slugging:.362,ops:erc">.362,ops+:lugging">.703,bases:115,double_plays:7,hit_by_pitch:1,sac_hits:8,sac_flies:6,intentional_walks:2
pos:IF,name:Al Newman,age:32,games:116,plate_appearances:289,at_bats:246,runs:25,hits:54,doubles:5,triples:0,home_runs:0,runs_batted_in:12,stolen_bases:9,caught_stealing:6,walks:34,strikeouts:26,batting_avg:.220,onbase:.317,slugging:.240,ops:erc">.240,ops+:lugging">.557,bases:59,double_plays:5,hit_by_pitch:1,sac_hits:8,sac_flies:0,intentional_walks:0
