pos:C,name:Ivan Rodriguez,age:29,games:111,plate_appearances:470,at_bats:442,runs:70,hits:136,doubles:24,triples:2,home_runs:25,runs_batted_in:65,stolen_bases:10,caught_stealing:3,walks:23,strikeouts:73,batting_avg:.308,onbase:.347,slugging:.541,ops:erc">.541,ops+:lugging">.888,bases:239,double_plays:13,hit_by_pitch:4,sac_hits:0,sac_flies:1,intentional_walks:3
pos:1B,name:Rafael Palmeiro,age:36,games:160,plate_appearances:714,at_bats:600,runs:98,hits:164,doubles:33,triples:0,home_runs:47,runs_batted_in:123,stolen_bases:1,caught_stealing:1,walks:101,strikeouts:90,batting_avg:.273,onbase:.381,slugging:.563,ops:erc">.563,ops+:lugging">.944,bases:338,double_plays:8,hit_by_pitch:7,sac_hits:0,sac_flies:6,intentional_walks:8
pos:2B,name:Michael Young,age:24,games:106,plate_appearances:429,at_bats:386,runs:57,hits:96,doubles:18,triples:4,home_runs:11,runs_batted_in:49,stolen_bases:3,caught_stealing:1,walks:26,strikeouts:91,batting_avg:.249,onbase:.298,slugging:.402,ops:erc">.402,ops+:lugging">.699,bases:155,double_plays:9,hit_by_pitch:3,sac_hits:9,sac_flies:5,intentional_walks:0
pos:SS,name:Alex Rodriguez,age:25,games:162,plate_appearances:732,at_bats:632,runs:133,hits:201,doubles:34,triples:1,home_runs:52,runs_batted_in:135,stolen_bases:18,caught_stealing:3,walks:75,strikeouts:131,batting_avg:.318,onbase:.399,slugging:.622,ops:erc">.622,ops+:lugging">1.021,bases:393,double_plays:17,hit_by_pitch:16,sac_hits:0,sac_flies:9,intentional_walks:6
pos:3B,name:Mike Lamb,age:25,games:76,plate_appearances:306,at_bats:284,runs:42,hits:87,doubles:18,triples:0,home_runs:4,runs_batted_in:35,stolen_bases:2,caught_stealing:1,walks:14,strikeouts:27,batting_avg:.306,onbase:.348,slugging:.412,ops:erc">.412,ops+:lugging">.760,bases:117,double_plays:6,hit_by_pitch:5,sac_hits:1,sac_flies:2,intentional_walks:1
pos:LF,name:Frank Catalanotto,age:27,games:133,plate_appearances:512,at_bats:463,runs:77,hits:153,doubles:31,triples:5,home_runs:11,runs_batted_in:54,stolen_bases:15,caught_stealing:5,walks:39,strikeouts:55,batting_avg:.330,onbase:.391,slugging:.490,ops:erc">.490,ops+:lugging">.882,bases:227,double_plays:5,hit_by_pitch:8,sac_hits:1,sac_flies:1,intentional_walks:3
pos:CF,name:Gabe Kapler,age:25,games:134,plate_appearances:556,at_bats:483,runs:77,hits:129,doubles:29,triples:1,home_runs:17,runs_batted_in:72,stolen_bases:23,caught_stealing:6,walks:61,strikeouts:70,batting_avg:.267,onbase:.348,slugging:.437,ops:erc">.437,ops+:lugging">.785,bases:211,double_plays:10,hit_by_pitch:3,sac_hits:2,sac_flies:7,intentional_walks:2
pos:RF,name:Ricky Ledee,age:27,games:78,plate_appearances:272,at_bats:242,runs:33,hits:56,doubles:21,triples:1,home_runs:2,runs_batted_in:36,stolen_bases:3,caught_stealing:3,walks:23,strikeouts:58,batting_avg:.231,onbase:.303,slugging:.351,ops:erc">.351,ops+:lugging">.654,bases:85,double_plays:3,hit_by_pitch:3,sac_hits:1,sac_flies:3,intentional_walks:0
pos:DH,name:Ruben Sierra,age:35,games:94,plate_appearances:369,at_bats:344,runs:55,hits:100,doubles:22,triples:1,home_runs:23,runs_batted_in:67,stolen_bases:2,caught_stealing:0,walks:19,strikeouts:52,batting_avg:.291,onbase:.322,slugging:.561,ops:erc">.561,ops+:lugging">.884,bases:193,double_plays:13,hit_by_pitch:0,sac_hits:0,sac_flies:6,intentional_walks:0
pos:2B,name:Randy Velarde,age:38,games:78,plate_appearances:334,at_bats:296,runs:46,hits:88,doubles:16,triples:2,home_runs:9,runs_batted_in:31,stolen_bases:4,caught_stealing:2,walks:29,strikeouts:73,batting_avg:.297,onbase:.369,slugging:.456,ops:erc">.456,ops+:lugging">.825,bases:135,double_plays:8,hit_by_pitch:5,sac_hits:3,sac_flies:1,intentional_walks:0
pos:LF,name:Rusty Greer,age:32,games:62,plate_appearances:279,at_bats:245,runs:38,hits:67,doubles:23,triples:0,home_runs:7,runs_batted_in:29,stolen_bases:1,caught_stealing:2,walks:27,strikeouts:32,batting_avg:.273,onbase:.342,slugging:.453,ops:erc">.453,ops+:lugging">.795,bases:111,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:5,intentional_walks:1
