pos:C,name:Terry Steinbach,age:32,games:103,plate_appearances:403,at_bats:369,runs:51,hits:105,doubles:21,triples:2,home_runs:11,runs_batted_in:57,stolen_bases:2,caught_stealing:1,walks:26,strikeouts:62,batting_avg:.285,onbase:.327,slugging:.442,ops:erc">.442,ops+:lugging">.768,bases:163,double_plays:10,hit_by_pitch:0,sac_hits:1,sac_flies:6,intentional_walks:4
pos:1B,name:Troy Neel,age:28,games:83,plate_appearances:320,at_bats:278,runs:43,hits:74,doubles:13,triples:0,home_runs:15,runs_batted_in:48,stolen_bases:2,caught_stealing:3,walks:38,strikeouts:61,batting_avg:.266,onbase:.357,slugging:.475,ops:erc">.475,ops+:lugging">.832,bases:132,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:5
pos:2B,name:Brent Gates,age:24,games:64,plate_appearances:264,at_bats:233,runs:29,hits:66,doubles:11,triples:1,home_runs:2,runs_batted_in:24,stolen_bases:3,caught_stealing:0,walks:21,strikeouts:32,batting_avg:.283,onbase:.337,slugging:.365,ops:erc">.365,ops+:lugging">.702,bases:85,double_plays:8,hit_by_pitch:1,sac_hits:3,sac_flies:6,intentional_walks:1
pos:SS,name:Mike Bordick,age:28,games:114,plate_appearances:440,at_bats:391,runs:38,hits:99,doubles:18,triples:4,home_runs:2,runs_batted_in:37,stolen_bases:7,caught_stealing:2,walks:38,strikeouts:44,batting_avg:.253,onbase:.320,slugging:.335,ops:erc">.335,ops+:lugging">.655,bases:131,double_plays:9,hit_by_pitch:3,sac_hits:3,sac_flies:5,intentional_walks:1
pos:3B,name:Scott Brosius,age:27,games:96,plate_appearances:360,at_bats:324,runs:31,hits:77,doubles:14,triples:1,home_runs:14,runs_batted_in:49,stolen_bases:2,caught_stealing:6,walks:24,strikeouts:57,batting_avg:.238,onbase:.289,slugging:.417,ops:erc">.417,ops+:lugging">.706,bases:135,double_plays:7,hit_by_pitch:2,sac_hits:4,sac_flies:6,intentional_walks:0
pos:LF,name:Rickey Henderson,age:35,games:87,plate_appearances:376,at_bats:296,runs:66,hits:77,doubles:13,triples:0,home_runs:6,runs_batted_in:20,stolen_bases:22,caught_stealing:7,walks:72,strikeouts:45,batting_avg:.260,onbase:.411,slugging:.365,ops:erc">.365,ops+:lugging">.776,bases:108,double_plays:0,hit_by_pitch:5,sac_hits:1,sac_flies:2,intentional_walks:1
pos:CF,name:Stan Javier,age:30,games:109,plate_appearances:480,at_bats:419,runs:75,hits:114,doubles:23,triples:0,home_runs:10,runs_batted_in:44,stolen_bases:24,caught_stealing:7,walks:49,strikeouts:76,batting_avg:.272,onbase:.349,slugging:.399,ops:erc">.399,ops+:lugging">.747,bases:167,double_plays:7,hit_by_pitch:2,sac_hits:7,sac_flies:3,intentional_walks:1
pos:RF,name:Ruben Sierra,age:28,games:110,plate_appearances:460,at_bats:426,runs:71,hits:114,doubles:21,triples:1,home_runs:23,runs_batted_in:92,stolen_bases:8,caught_stealing:5,walks:23,strikeouts:64,batting_avg:.268,onbase:.298,slugging:.484,ops:erc">.484,ops+:lugging">.781,bases:206,double_plays:15,hit_by_pitch:0,sac_hits:0,sac_flies:11,intentional_walks:4
pos:DH,name:Geronimo Berroa,age:29,games:96,plate_appearances:391,at_bats:340,runs:55,hits:104,doubles:18,triples:2,home_runs:13,runs_batted_in:65,stolen_bases:7,caught_stealing:2,walks:41,strikeouts:62,batting_avg:.306,onbase:.379,slugging:.485,ops:erc">.485,ops+:lugging">.864,bases:165,double_plays:5,hit_by_pitch:3,sac_hits:0,sac_flies:7,intentional_walks:0
pos:UT,name:Scott Hemond,age:28,games:91,plate_appearances:216,at_bats:198,runs:23,hits:44,doubles:11,triples:0,home_runs:3,runs_batted_in:20,stolen_bases:7,caught_stealing:6,walks:16,strikeouts:51,batting_avg:.222,onbase:.280,slugging:.323,ops:erc">.323,ops+:lugging">.604,bases:64,double_plays:5,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:UT,name:Mike Aldrete,age:33,games:76,plate_appearances:201,at_bats:178,runs:23,hits:43,doubles:5,triples:0,home_runs:4,runs_batted_in:18,stolen_bases:2,caught_stealing:0,walks:20,strikeouts:35,batting_avg:.242,onbase:.313,slugging:.337,ops:erc">.337,ops+:lugging">.651,bases:60,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:1
pos:1B,name:Mark McGwire,age:30,games:47,plate_appearances:172,at_bats:135,runs:26,hits:34,doubles:3,triples:0,home_runs:9,runs_batted_in:25,stolen_bases:0,caught_stealing:0,walks:37,strikeouts:40,batting_avg:.252,onbase:.413,slugging:.474,ops:erc">.474,ops+:lugging">.887,bases:64,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:3
