pos:C,name:Terry Steinbach,age:27,games:130,plate_appearances:491,at_bats:454,runs:37,hits:124,doubles:13,triples:1,home_runs:7,runs_batted_in:42,stolen_bases:1,caught_stealing:2,walks:30,strikeouts:66,batting_avg:.273,onbase:.319,slugging:.352,ops:erc">.352,ops+:lugging">.671,bases:160,double_plays:14,hit_by_pitch:2,sac_hits:2,sac_flies:3,intentional_walks:2
pos:1B,name:Mark McGwire,age:25,games:143,plate_appearances:587,at_bats:490,runs:74,hits:113,doubles:17,triples:0,home_runs:33,runs_batted_in:95,stolen_bases:1,caught_stealing:1,walks:83,strikeouts:94,batting_avg:.231,onbase:.339,slugging:.467,ops:erc">.467,ops+:lugging">.806,bases:229,double_plays:23,hit_by_pitch:3,sac_hits:0,sac_flies:11,intentional_walks:5
pos:2B,name:Tony Phillips,age:30,games:143,plate_appearances:524,at_bats:451,runs:48,hits:118,doubles:15,triples:6,home_runs:4,runs_batted_in:47,stolen_bases:3,caught_stealing:8,walks:58,strikeouts:66,batting_avg:.262,onbase:.345,slugging:.348,ops:erc">.348,ops+:lugging">.693,bases:157,double_plays:17,hit_by_pitch:3,sac_hits:5,sac_flies:7,intentional_walks:2
pos:SS,name:Mike Gallego,age:28,games:133,plate_appearances:409,at_bats:357,runs:45,hits:90,doubles:14,triples:2,home_runs:3,runs_batted_in:30,stolen_bases:7,caught_stealing:5,walks:35,strikeouts:43,batting_avg:.252,onbase:.327,slugging:.328,ops:erc">.328,ops+:lugging">.654,bases:117,double_plays:10,hit_by_pitch:6,sac_hits:8,sac_flies:3,intentional_walks:0
pos:3B,name:Carney Lansford,age:32,games:148,plate_appearances:616,at_bats:551,runs:81,hits:185,doubles:28,triples:2,home_runs:2,runs_batted_in:52,stolen_bases:37,caught_stealing:15,walks:51,strikeouts:25,batting_avg:.336,onbase:.398,slugging:.405,ops:erc">.405,ops+:lugging">.803,bases:223,double_plays:21,hit_by_pitch:9,sac_hits:1,sac_flies:4,intentional_walks:2
pos:LF,name:Rickey Henderson,age:30,games:85,plate_appearances:381,at_bats:306,runs:72,hits:90,doubles:13,triples:2,home_runs:9,runs_batted_in:35,stolen_bases:52,caught_stealing:6,walks:70,strikeouts:39,batting_avg:.294,onbase:.425,slugging:.438,ops:erc">.438,ops+:lugging">.863,bases:134,double_plays:8,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:5
pos:CF,name:Dave Henderson,age:30,games:152,plate_appearances:643,at_bats:579,runs:77,hits:145,doubles:24,triples:3,home_runs:15,runs_batted_in:80,stolen_bases:8,caught_stealing:5,walks:54,strikeouts:131,batting_avg:.250,onbase:.315,slugging:.380,ops:erc">.380,ops+:lugging">.695,bases:220,double_plays:13,hit_by_pitch:3,sac_hits:1,sac_flies:6,intentional_walks:1
pos:RF,name:Stan Javier,age:25,games:112,plate_appearances:348,at_bats:310,runs:42,hits:77,doubles:12,triples:3,home_runs:1,runs_batted_in:28,stolen_bases:12,caught_stealing:2,walks:31,strikeouts:45,batting_avg:.248,onbase:.317,slugging:.316,ops:erc">.316,ops+:lugging">.633,bases:98,double_plays:6,hit_by_pitch:1,sac_hits:4,sac_flies:2,intentional_walks:1
pos:DH,name:Dave Parker,age:38,games:144,plate_appearances:600,at_bats:553,runs:56,hits:146,doubles:27,triples:0,home_runs:22,runs_batted_in:97,stolen_bases:0,caught_stealing:0,walks:38,strikeouts:91,batting_avg:.264,onbase:.308,slugging:.432,ops:erc">.432,ops+:lugging">.741,bases:239,double_plays:21,hit_by_pitch:1,sac_hits:0,sac_flies:8,intentional_walks:13
pos:C,name:Ron Hassey,age:36,games:97,plate_appearances:298,at_bats:268,runs:29,hits:61,doubles:12,triples:0,home_runs:5,runs_batted_in:23,stolen_bases:1,caught_stealing:0,walks:24,strikeouts:45,batting_avg:.228,onbase:.290,slugging:.328,ops:erc">.328,ops+:lugging">.618,bases:88,double_plays:9,hit_by_pitch:1,sac_hits:1,sac_flies:4,intentional_walks:2
pos:SS,name:Walt Weiss,age:25,games:84,plate_appearances:263,at_bats:236,runs:30,hits:55,doubles:11,triples:0,home_runs:3,runs_batted_in:21,stolen_bases:6,caught_stealing:1,walks:21,strikeouts:39,batting_avg:.233,onbase:.298,slugging:.318,ops:erc">.318,ops+:lugging">.616,bases:75,double_plays:5,hit_by_pitch:1,sac_hits:5,sac_flies:0,intentional_walks:0
pos:RF,name:Jose Canseco,age:24,games:65,plate_appearances:258,at_bats:227,runs:40,hits:61,doubles:9,triples:1,home_runs:17,runs_batted_in:57,stolen_bases:6,caught_stealing:3,walks:23,strikeouts:69,batting_avg:.269,onbase:.333,slugging:.542,ops:erc">.542,ops+:lugging">.875,bases:123,double_plays:4,hit_by_pitch:2,sac_hits:0,sac_flies:6,intentional_walks:4
pos:LF,name:Luis Polonia,age:25,games:59,plate_appearances:218,at_bats:206,runs:31,hits:59,doubles:6,triples:4,home_runs:1,runs_batted_in:17,stolen_bases:13,caught_stealing:4,walks:9,strikeouts:15,batting_avg:.286,onbase:.315,slugging:.369,ops:erc">.369,ops+:lugging">.684,bases:76,double_plays:5,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:2B,name:Glenn Hubbard,age:31,games:53,plate_appearances:153,at_bats:131,runs:12,hits:26,doubles:6,triples:0,home_runs:3,runs_batted_in:12,stolen_bases:2,caught_stealing:0,walks:19,strikeouts:20,batting_avg:.198,onbase:.296,slugging:.313,ops:erc">.313,ops+:lugging">.609,bases:41,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:UT,name:Lance Blankenship,age:25,games:58,plate_appearances:137,at_bats:125,runs:22,hits:29,doubles:5,triples:1,home_runs:1,runs_batted_in:4,stolen_bases:5,caught_stealing:1,walks:8,strikeouts:31,batting_avg:.232,onbase:.276,slugging:.312,ops:erc">.312,ops+:lugging">.588,bases:39,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:RF,name:Billy Beane,age:27,games:37,plate_appearances:82,at_bats:79,runs:8,hits:19,doubles:5,triples:0,home_runs:0,runs_batted_in:11,stolen_bases:3,caught_stealing:1,walks:0,strikeouts:13,batting_avg:.241,onbase:.238,slugging:.304,ops:erc">.304,ops+:lugging">.541,bases:24,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:RF,name:Felix Jose,age:24,games:20,plate_appearances:61,at_bats:57,runs:3,hits:11,doubles:2,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:13,batting_avg:.193,onbase:.246,slugging:.228,ops:erc">.228,ops+:lugging">.474,bases:13,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Ken Phelps,age:34,games:11,plate_appearances:13,at_bats:9,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:0,batting_avg:.111,onbase:.385,slugging:.222,ops:erc">.222,ops+:lugging">.607,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Jamie Quirk,age:34,games:9,plate_appearances:10,at_bats:10,runs:1,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.200,onbase:.200,slugging:.500,ops:erc">.500,ops+:lugging">.700,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CI,name:Larry Arndt,age:26,games:2,plate_appearances:7,at_bats:6,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:LF,name:Doug Jennings,age:24,games:4,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Dann Howitt,age:25,games:3,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Dick Scott,age:26,games:3,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Chris Bando,age:33,games:1,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
