pos:C,name:Kurt Suzuki,age:25,games:147,plate_appearances:614,at_bats:570,runs:74,hits:156,doubles:37,triples:1,home_runs:15,runs_batted_in:88,stolen_bases:8,caught_stealing:2,walks:28,strikeouts:59,batting_avg:.274,onbase:.313,slugging:.421,ops:erc">.421,ops+:lugging">.734,bases:240,double_plays:14,hit_by_pitch:8,sac_hits:1,sac_flies:7,intentional_walks:0
pos:1B,name:Jason Giambi,age:38,games:83,plate_appearances:328,at_bats:269,runs:39,hits:52,doubles:13,triples:0,home_runs:11,runs_batted_in:40,stolen_bases:0,caught_stealing:0,walks:50,strikeouts:72,batting_avg:.193,onbase:.332,slugging:.364,ops:erc">.364,ops+:lugging">.697,bases:98,double_plays:6,hit_by_pitch:7,sac_hits:0,sac_flies:2,intentional_walks:1
pos:2B,name:Mark Ellis,age:32,games:105,plate_appearances:410,at_bats:377,runs:52,hits:99,doubles:23,triples:0,home_runs:10,runs_batted_in:61,stolen_bases:10,caught_stealing:3,walks:23,strikeouts:54,batting_avg:.263,onbase:.305,slugging:.403,ops:erc">.403,ops+:lugging">.708,bases:152,double_plays:10,hit_by_pitch:2,sac_hits:3,sac_flies:5,intentional_walks:1
pos:SS,name:Orlando Cabrera,age:34,games:101,plate_appearances:448,at_bats:414,runs:41,hits:116,doubles:23,triples:0,home_runs:4,runs_batted_in:41,stolen_bases:11,caught_stealing:4,walks:25,strikeouts:39,batting_avg:.280,onbase:.318,slugging:.365,ops:erc">.365,ops+:lugging">.683,bases:151,double_plays:13,hit_by_pitch:0,sac_hits:5,sac_flies:4,intentional_walks:1
pos:3B,name:Adam Kennedy,age:33,games:129,plate_appearances:587,at_bats:529,runs:65,hits:153,doubles:29,triples:1,home_runs:11,runs_batted_in:63,stolen_bases:20,caught_stealing:6,walks:45,strikeouts:86,batting_avg:.289,onbase:.348,slugging:.410,ops:erc">.410,ops+:lugging">.758,bases:217,double_plays:8,hit_by_pitch:4,sac_hits:5,sac_flies:3,intentional_walks:2
pos:LF,name:Matt Holliday,age:29,games:93,plate_appearances:400,at_bats:346,runs:52,hits:99,doubles:23,triples:1,home_runs:11,runs_batted_in:54,stolen_bases:12,caught_stealing:3,walks:46,strikeouts:58,batting_avg:.286,onbase:.378,slugging:.454,ops:erc">.454,ops+:lugging">.831,bases:157,double_plays:8,hit_by_pitch:6,sac_hits:0,sac_flies:2,intentional_walks:3
pos:CF,name:Rajai Davis,age:28,games:125,plate_appearances:432,at_bats:390,runs:65,hits:119,doubles:27,triples:5,home_runs:3,runs_batted_in:48,stolen_bases:41,caught_stealing:12,walks:29,strikeouts:70,batting_avg:.305,onbase:.360,slugging:.423,ops:erc">.423,ops+:lugging">.784,bases:165,double_plays:12,hit_by_pitch:7,sac_hits:2,sac_flies:4,intentional_walks:0
pos:RF,name:Ryan Sweeney,age:24,games:134,plate_appearances:534,at_bats:484,runs:68,hits:142,doubles:31,triples:3,home_runs:6,runs_batted_in:53,stolen_bases:6,caught_stealing:5,walks:40,strikeouts:67,batting_avg:.293,onbase:.348,slugging:.407,ops:erc">.407,ops+:lugging">.755,bases:197,double_plays:14,hit_by_pitch:3,sac_hits:2,sac_flies:5,intentional_walks:1
pos:DH,name:Jack Cust,age:30,games:149,plate_appearances:612,at_bats:513,runs:88,hits:123,doubles:16,triples:0,home_runs:25,runs_batted_in:70,stolen_bases:4,caught_stealing:1,walks:93,strikeouts:185,batting_avg:.240,onbase:.356,slugging:.417,ops:erc">.417,ops+:lugging">.773,bases:214,double_plays:7,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:5
pos:CI,name:Bobby Crosby,age:29,games:97,plate_appearances:272,at_bats:238,runs:35,hits:53,doubles:10,triples:2,home_runs:6,runs_batted_in:29,stolen_bases:2,caught_stealing:1,walks:24,strikeouts:44,batting_avg:.223,onbase:.295,slugging:.357,ops:erc">.357,ops+:lugging">.652,bases:85,double_plays:7,hit_by_pitch:2,sac_hits:4,sac_flies:4,intentional_walks:0
pos:LF,name:Scott Hairston,age:29,games:60,plate_appearances:248,at_bats:233,runs:24,hits:55,doubles:13,triples:1,home_runs:7,runs_batted_in:35,stolen_bases:3,caught_stealing:2,walks:8,strikeouts:38,batting_avg:.236,onbase:.262,slugging:.391,ops:erc">.391,ops+:lugging">.653,bases:91,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:0
pos:SS,name:Cliff Pennington,age:25,games:60,plate_appearances:229,at_bats:208,runs:27,hits:58,doubles:11,triples:3,home_runs:4,runs_batted_in:21,stolen_bases:7,caught_stealing:5,walks:19,strikeouts:46,batting_avg:.279,onbase:.342,slugging:.418,ops:erc">.418,ops+:lugging">.760,bases:87,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:1B,name:Daric Barton,age:23,games:54,plate_appearances:192,at_bats:160,runs:31,hits:43,doubles:12,triples:1,home_runs:3,runs_batted_in:24,stolen_bases:0,caught_stealing:2,walks:26,strikeouts:25,batting_avg:.269,onbase:.372,slugging:.413,ops:erc">.413,ops+:lugging">.784,bases:66,double_plays:1,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:0
pos:DH,name:Nomar Garciaparra,age:35,games:65,plate_appearances:169,at_bats:160,runs:17,hits:45,doubles:8,triples:0,home_runs:3,runs_batted_in:16,stolen_bases:2,caught_stealing:0,walks:8,strikeouts:28,batting_avg:.281,onbase:.314,slugging:.388,ops:erc">.388,ops+:lugging">.701,bases:62,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:C,name:Landon Powell,age:27,games:46,plate_appearances:155,at_bats:140,runs:19,hits:32,doubles:7,triples:0,home_runs:7,runs_batted_in:30,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:36,batting_avg:.229,onbase:.297,slugging:.429,ops:erc">.429,ops+:lugging">.725,bases:60,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:3B,name:Jack Hannahan,age:29,games:52,plate_appearances:134,at_bats:119,runs:12,hits:23,doubles:6,triples:2,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:36,batting_avg:.193,onbase:.278,slugging:.303,ops:erc">.303,ops+:lugging">.581,bases:36,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:RF,name:Travis Buck,age:25,games:36,plate_appearances:115,at_bats:105,runs:11,hits:23,doubles:3,triples:0,home_runs:3,runs_batted_in:10,stolen_bases:1,caught_stealing:1,walks:10,strikeouts:20,batting_avg:.219,onbase:.287,slugging:.333,ops:erc">.333,ops+:lugging">.620,bases:35,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Eric Patterson,age:26,games:39,plate_appearances:110,at_bats:94,runs:15,hits:27,doubles:5,triples:1,home_runs:1,runs_batted_in:11,stolen_bases:6,caught_stealing:1,walks:14,strikeouts:25,batting_avg:.287,onbase:.373,slugging:.394,ops:erc">.394,ops+:lugging">.766,bases:37,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:1B,name:Tommy Everidge,age:26,games:24,plate_appearances:97,at_bats:85,runs:13,hits:19,doubles:6,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:17,batting_avg:.224,onbase:.302,slugging:.365,ops:erc">.365,ops+:lugging">.667,bases:31,double_plays:6,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:1
pos:RF,name:Aaron Cunningham,age:23,games:23,plate_appearances:57,at_bats:53,runs:6,hits:8,doubles:2,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:16,batting_avg:.151,onbase:.211,slugging:.245,ops:erc">.245,ops+:lugging">.456,bases:13,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Gregorio Petit,age:24,games:11,plate_appearances:31,at_bats:31,runs:2,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.226,onbase:.226,slugging:.258,ops:erc">.258,ops+:lugging">.484,bases:8,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Eric Chavez,age:31,games:8,plate_appearances:31,at_bats:30,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.100,onbase:.129,slugging:.133,ops:erc">.133,ops+:lugging">.262,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
