pos:C,name:Darrell Porter,age:22,games:131,plate_appearances:490,at_bats:432,runs:59,hits:104,doubles:15,triples:4,home_runs:12,runs_batted_in:56,stolen_bases:8,caught_stealing:7,walks:50,strikeouts:88,batting_avg:.241,onbase:.326,slugging:.377,ops:erc">.377,ops+:lugging">.703,bases:163,double_plays:6,hit_by_pitch:5,sac_hits:2,sac_flies:1,intentional_walks:7
pos:1B,name:George Scott,age:30,games:158,plate_appearances:672,at_bats:604,runs:74,hits:170,doubles:36,triples:2,home_runs:17,runs_batted_in:82,stolen_bases:9,caught_stealing:9,walks:59,strikeouts:90,batting_avg:.281,onbase:.345,slugging:.432,ops:erc">.432,ops+:lugging">.777,bases:261,double_plays:25,hit_by_pitch:3,sac_hits:0,sac_flies:6,intentional_walks:5
pos:2B,name:Pedro Garcia,age:24,games:141,plate_appearances:494,at_bats:452,runs:46,hits:90,doubles:15,triples:4,home_runs:12,runs_batted_in:54,stolen_bases:8,caught_stealing:5,walks:26,strikeouts:67,batting_avg:.199,onbase:.248,slugging:.330,ops:erc">.330,ops+:lugging">.578,bases:149,double_plays:5,hit_by_pitch:5,sac_hits:7,sac_flies:4,intentional_walks:4
pos:SS,name:Robin Yount,age:18,games:107,plate_appearances:364,at_bats:344,runs:48,hits:86,doubles:14,triples:5,home_runs:3,runs_batted_in:26,stolen_bases:7,caught_stealing:7,walks:12,strikeouts:46,batting_avg:.250,onbase:.276,slugging:.346,ops:erc">.346,ops+:lugging">.622,bases:119,double_plays:4,hit_by_pitch:1,sac_hits:5,sac_flies:2,intentional_walks:0
pos:3B,name:Don Money,age:27,games:159,plate_appearances:709,at_bats:629,runs:85,hits:178,doubles:32,triples:3,home_runs:15,runs_batted_in:65,stolen_bases:19,caught_stealing:6,walks:62,strikeouts:80,batting_avg:.283,onbase:.346,slugging:.415,ops:erc">.415,ops+:lugging">.761,bases:261,double_plays:11,hit_by_pitch:2,sac_hits:10,sac_flies:6,intentional_walks:5
pos:LF,name:John Briggs,age:30,games:154,plate_appearances:628,at_bats:554,runs:72,hits:140,doubles:30,triples:8,home_runs:17,runs_batted_in:73,stolen_bases:9,caught_stealing:7,walks:71,strikeouts:102,batting_avg:.253,onbase:.337,slugging:.428,ops:erc">.428,ops+:lugging">.764,bases:237,double_plays:8,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:2
pos:CF,name:Bob Coluccio,age:22,games:138,plate_appearances:450,at_bats:394,runs:42,hits:88,doubles:13,triples:4,home_runs:6,runs_batted_in:31,stolen_bases:15,caught_stealing:9,walks:43,strikeouts:61,batting_avg:.223,onbase:.305,slugging:.322,ops:erc">.322,ops+:lugging">.627,bases:127,double_plays:7,hit_by_pitch:3,sac_hits:10,sac_flies:0,intentional_walks:2
pos:RF,name:Dave May,age:30,games:135,plate_appearances:515,at_bats:477,runs:56,hits:108,doubles:15,triples:1,home_runs:10,runs_batted_in:42,stolen_bases:4,caught_stealing:3,walks:28,strikeouts:73,batting_avg:.226,onbase:.273,slugging:.325,ops:erc">.325,ops+:lugging">.598,bases:155,double_plays:10,hit_by_pitch:3,sac_hits:6,sac_flies:1,intentional_walks:4
pos:DH,name:Bobby Mitchell,age:30,games:88,plate_appearances:194,at_bats:173,runs:27,hits:42,doubles:6,triples:2,home_runs:5,runs_batted_in:20,stolen_bases:7,caught_stealing:6,walks:18,strikeouts:46,batting_avg:.243,onbase:.314,slugging:.387,ops:erc">.387,ops+:lugging">.702,bases:67,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:1
pos:CF,name:Ken Berry,age:33,games:98,plate_appearances:290,at_bats:267,runs:21,hits:64,doubles:9,triples:2,home_runs:1,runs_batted_in:24,stolen_bases:3,caught_stealing:1,walks:18,strikeouts:26,batting_avg:.240,onbase:.295,slugging:.300,ops:erc">.300,ops+:lugging">.595,bases:80,double_plays:5,hit_by_pitch:3,sac_hits:2,sac_flies:0,intentional_walks:0
pos:MI,name:Tim Johnson,age:24,games:93,plate_appearances:265,at_bats:245,runs:25,hits:60,doubles:7,triples:7,home_runs:0,runs_batted_in:25,stolen_bases:4,caught_stealing:3,walks:11,strikeouts:48,batting_avg:.245,onbase:.278,slugging:.331,ops:erc">.331,ops+:lugging">.609,bases:81,double_plays:2,hit_by_pitch:1,sac_hits:6,sac_flies:2,intentional_walks:1
