pos:C,name:Darrell Porter,age:22,games:131,plate_appearances:490,at_bats:432,runs:59,hits:104,doubles:15,triples:4,home_runs:12,runs_batted_in:56,stolen_bases:8,caught_stealing:7,walks:50,strikeouts:88,batting_avg:.241,onbase:.326,slugging:.377,ops:erc">.377,ops+:lugging">.703,bases:163,double_plays:6,hit_by_pitch:5,sac_hits:2,sac_flies:1,intentional_walks:7
pos:DH,name:Mike Hegan,age:31,games:89,plate_appearances:226,at_bats:190,runs:21,hits:45,doubles:7,triples:1,home_runs:7,runs_batted_in:32,stolen_bases:0,caught_stealing:4,walks:33,strikeouts:34,batting_avg:.237,onbase:.347,slugging:.395,ops:erc">.395,ops+:lugging">.741,bases:75,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:4
pos:C,name:Charlie Moore,age:21,games:72,plate_appearances:225,at_bats:204,runs:17,hits:50,doubles:10,triples:4,home_runs:0,runs_batted_in:19,stolen_bases:3,caught_stealing:4,walks:21,strikeouts:34,batting_avg:.245,onbase:.316,slugging:.333,ops:erc">.333,ops+:lugging">.649,bases:68,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Deron Johnson,age:35,games:49,plate_appearances:174,at_bats:152,runs:14,hits:23,doubles:3,triples:0,home_runs:6,runs_batted_in:18,stolen_bases:1,caught_stealing:0,walks:21,strikeouts:41,batting_avg:.151,onbase:.253,slugging:.289,ops:erc">.289,ops+:lugging">.542,bases:44,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:2
pos:DH,name:Bob Hansen,age:26,games:58,plate_appearances:91,at_bats:88,runs:8,hits:26,doubles:4,triples:1,home_runs:2,runs_batted_in:9,stolen_bases:2,caught_stealing:1,walks:3,strikeouts:16,batting_avg:.295,onbase:.319,slugging:.432,ops:erc">.432,ops+:lugging">.750,bases:38,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:John Vukovich,age:26,games:38,plate_appearances:85,at_bats:80,runs:5,hits:15,doubles:1,triples:0,home_runs:3,runs_batted_in:11,stolen_bases:2,caught_stealing:1,walks:1,strikeouts:16,batting_avg:.188,onbase:.193,slugging:.313,ops:erc">.313,ops+:lugging">.505,bases:25,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:2,intentional_walks:0
pos:RF,name:Sixto Lezcano,age:20,games:15,plate_appearances:61,at_bats:54,runs:5,hits:13,doubles:2,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:1,caught_stealing:1,walks:4,strikeouts:9,batting_avg:.241,onbase:.283,slugging:.389,ops:erc">.389,ops+:lugging">.672,bases:21,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:OF,name:Gorman Thomas,age:23,games:17,plate_appearances:57,at_bats:46,runs:10,hits:12,doubles:4,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:4,caught_stealing:0,walks:8,strikeouts:15,batting_avg:.261,onbase:.357,slugging:.478,ops:erc">.478,ops+:lugging">.835,bases:22,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:OF,name:Rob Ellis,age:23,games:22,plate_appearances:52,at_bats:48,runs:4,hits:14,doubles:2,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:11,batting_avg:.292,onbase:.346,slugging:.333,ops:erc">.333,ops+:lugging">.679,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Bob Sheldon,age:23,games:10,plate_appearances:23,at_bats:17,runs:4,hits:2,doubles:1,triples:1,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:2,batting_avg:.118,onbase:.286,slugging:.294,ops:erc">.294,ops+:lugging">.580,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:MI,name:Jack Lind,age:28,games:9,plate_appearances:20,at_bats:17,runs:4,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:2,batting_avg:.235,onbase:.350,slugging:.353,ops:erc">.353,ops+:lugging">.703,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Felipe Alou,age:39,games:3,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tom Murphy,age:28,games:1,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dick Selma,age:30,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Colborn,age:28,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Larry Anderson,age:21,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eduardo Rodriguez,age:22,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bill Castro,age:22,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jerry Bell,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ed Sprague,age:28,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Clyde Wright,age:33,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Kobel,age:20,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bill Champion,age:26,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bill Travers,age:21,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Slaton,age:24,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Roger Miller,age:19,games:0,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
