pos:C,name:Jonathan Lucroy,age:26,games:96,plate_appearances:346,at_bats:316,runs:46,hits:101,doubles:17,triples:4,home_runs:12,runs_batted_in:58,stolen_bases:4,caught_stealing:1,walks:22,strikeouts:44,batting_avg:.320,onbase:.368,slugging:.513,ops:erc">.513,ops+:lugging">.881,bases:162,double_plays:12,hit_by_pitch:4,sac_hits:1,sac_flies:3,intentional_walks:1
pos:1B,name:Travis Ishikawa,age:28,games:94,plate_appearances:174,at_bats:152,runs:19,hits:39,doubles:12,triples:1,home_runs:4,runs_batted_in:30,stolen_bases:0,caught_stealing:0,walks:13,strikeouts:42,batting_avg:.257,onbase:.329,slugging:.428,ops:erc">.428,ops+:lugging">.757,bases:65,double_plays:4,hit_by_pitch:4,sac_hits:4,sac_flies:1,intentional_walks:3
pos:SS,name:Cesar Izturis,age:32,games:57,plate_appearances:169,at_bats:162,runs:9,hits:38,doubles:6,triples:2,home_runs:2,runs_batted_in:11,stolen_bases:1,caught_stealing:1,walks:3,strikeouts:13,batting_avg:.235,onbase:.248,slugging:.333,ops:erc">.333,ops+:lugging">.582,bases:54,double_plays:7,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:CI,name:Taylor Green,age:25,games:58,plate_appearances:117,at_bats:103,runs:8,hits:19,doubles:7,triples:0,home_runs:3,runs_batted_in:14,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:24,batting_avg:.184,onbase:.265,slugging:.340,ops:erc">.340,ops+:lugging">.605,bases:35,double_plays:3,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:0
pos:C,name:George Kottaras,age:29,games:58,plate_appearances:116,at_bats:86,runs:10,hits:18,doubles:4,triples:0,home_runs:3,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:29,strikeouts:24,batting_avg:.209,onbase:.409,slugging:.360,ops:erc">.360,ops+:lugging">.769,bases:31,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:1
pos:SS,name:Alex Gonzalez,age:35,games:24,plate_appearances:89,at_bats:81,runs:8,hits:21,doubles:4,triples:0,home_runs:4,runs_batted_in:15,stolen_bases:1,caught_stealing:1,walks:6,strikeouts:15,batting_avg:.259,onbase:.326,slugging:.457,ops:erc">.457,ops+:lugging">.783,bases:37,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Jeff Bianchi,age:25,games:33,plate_appearances:76,at_bats:69,runs:8,hits:13,doubles:2,triples:0,home_runs:3,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:13,batting_avg:.188,onbase:.230,slugging:.348,ops:erc">.348,ops+:lugging">.578,bases:24,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:1B,name:Mat Gamel,age:26,games:21,plate_appearances:75,at_bats:69,runs:10,hits:17,doubles:2,triples:1,home_runs:1,runs_batted_in:6,stolen_bases:3,caught_stealing:0,walks:4,strikeouts:15,batting_avg:.246,onbase:.293,slugging:.348,ops:erc">.348,ops+:lugging">.641,bases:24,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:MI,name:Edwin Maysonet,age:30,games:30,plate_appearances:66,at_bats:60,runs:7,hits:15,doubles:1,triples:1,home_runs:1,runs_batted_in:4,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:9,batting_avg:.250,onbase:.297,slugging:.350,ops:erc">.350,ops+:lugging">.647,bases:21,double_plays:1,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:IF,name:Brooks Conrad,age:32,games:25,plate_appearances:44,at_bats:40,runs:2,hits:3,doubles:0,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:16,batting_avg:.075,onbase:.136,slugging:.225,ops:erc">.225,ops+:lugging">.361,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Logan Schafer,age:25,games:16,plate_appearances:25,at_bats:23,runs:3,hits:7,doubles:1,triples:2,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:3,batting_avg:.304,onbase:.320,slugging:.522,ops:erc">.522,ops+:lugging">.842,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Eric Farris,age:26,games:13,plate_appearances:9,at_bats:8,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.125,onbase:.222,slugging:.125,ops:erc">.125,ops+:lugging">.347,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Yorvit Torrealba,age:33,games:5,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.000,onbase:.167,slugging:.000,ops:erc">.000,ops+:lugging">.167,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Yovani Gallardo,age:26,games:32,plate_appearances:75,at_bats:67,runs:3,hits:11,doubles:3,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:25,batting_avg:.164,onbase:.164,slugging:.254,ops:erc">.254,ops+:lugging">.418,bases:17,double_plays:1,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Randy Wolf,age:35,games:24,plate_appearances:46,at_bats:40,runs:3,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:0,strikeouts:11,batting_avg:.150,onbase:.146,slugging:.150,ops:erc">.150,ops+:lugging">.296,bases:6,double_plays:2,hit_by_pitch:0,sac_hits:5,sac_flies:1,intentional_walks:0
pos:P,name:Marco Estrada,age:28,games:29,plate_appearances:45,at_bats:40,runs:1,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:21,batting_avg:.100,onbase:.143,slugging:.150,ops:erc">.150,ops+:lugging">.293,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Shaun Marcum,age:30,games:21,plate_appearances:44,at_bats:38,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:14,batting_avg:.105,onbase:.171,slugging:.132,ops:erc">.132,ops+:lugging">.302,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Mike Fiers,age:27,games:21,plate_appearances:38,at_bats:32,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:17,batting_avg:.094,onbase:.094,slugging:.094,ops:erc">.094,ops+:lugging">.188,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Zack Greinke,age:28,games:21,plate_appearances:38,at_bats:33,runs:3,hits:7,doubles:3,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.212,onbase:.206,slugging:.394,ops:erc">.394,ops+:lugging">.600,bases:13,double_plays:2,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:0
pos:P,name:Mark Rogers,age:26,games:8,plate_appearances:16,at_bats:14,runs:1,hits:3,doubles:2,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.214,onbase:.214,slugging:.357,ops:erc">.357,ops+:lugging">.571,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Wily Peralta,age:23,games:6,plate_appearances:11,at_bats:11,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.091,onbase:.091,slugging:.182,ops:erc">.182,ops+:lugging">.273,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tyler Thornburg,age:23,games:8,plate_appearances:5,at_bats:5,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.400,ops:erc">.400,ops+:lugging">.600,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Livan Hernandez,age:37,games:26,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Chris Narveson,age:30,games:2,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike McClendon,age:27,games:9,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kameron Loe,age:30,games:66,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:John Axford,age:29,games:71,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Juan Perez,age:33,games:9,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josh Stinson,age:24,games:6,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Manny Parra,age:29,games:58,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tim Dillard,age:28,games:32,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Henderson,age:29,games:36,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Francisco Rodriguez,age:30,games:73,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brandon Kintzler,age:27,games:14,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Veras,age:31,games:67,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Vinnie Chulk,age:33,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
