pos:C,name:Benito Santiago,age:24,games:129,plate_appearances:494,at_bats:462,runs:50,hits:109,doubles:16,triples:3,home_runs:16,runs_batted_in:62,stolen_bases:11,caught_stealing:6,walks:26,strikeouts:89,batting_avg:.236,onbase:.277,slugging:.387,ops:erc">.387,ops+:lugging">.664,bases:179,double_plays:9,hit_by_pitch:1,sac_hits:3,sac_flies:2,intentional_walks:6
pos:1B,name:Jack Clark,age:33,games:142,plate_appearances:594,at_bats:455,runs:76,hits:110,doubles:19,triples:1,home_runs:26,runs_batted_in:94,stolen_bases:6,caught_stealing:2,walks:132,strikeouts:145,batting_avg:.242,onbase:.410,slugging:.459,ops:erc">.459,ops+:lugging">.869,bases:209,double_plays:10,hit_by_pitch:1,sac_hits:0,sac_flies:5,intentional_walks:18
pos:2B,name:Roberto Alomar,age:21,games:158,plate_appearances:702,at_bats:623,runs:82,hits:184,doubles:27,triples:1,home_runs:7,runs_batted_in:56,stolen_bases:42,caught_stealing:17,walks:53,strikeouts:76,batting_avg:.295,onbase:.347,slugging:.376,ops:erc">.376,ops+:lugging">.723,bases:234,double_plays:10,hit_by_pitch:1,sac_hits:17,sac_flies:8,intentional_walks:4
pos:SS,name:Garry Templeton,age:33,games:142,plate_appearances:536,at_bats:506,runs:43,hits:129,doubles:26,triples:3,home_runs:6,runs_batted_in:40,stolen_bases:1,caught_stealing:3,walks:23,strikeouts:80,batting_avg:.255,onbase:.286,slugging:.354,ops:erc">.354,ops+:lugging">.639,bases:179,double_plays:15,hit_by_pitch:0,sac_hits:4,sac_flies:3,intentional_walks:12
pos:3B,name:Luis Salazar,age:33,games:95,plate_appearances:265,at_bats:246,runs:27,hits:66,doubles:7,triples:2,home_runs:8,runs_batted_in:22,stolen_bases:1,caught_stealing:3,walks:11,strikeouts:44,batting_avg:.268,onbase:.302,slugging:.411,ops:erc">.411,ops+:lugging">.713,bases:101,double_plays:4,hit_by_pitch:1,sac_hits:7,sac_flies:0,intentional_walks:3
pos:LF,name:Carmelo Martinez,age:28,games:111,plate_appearances:301,at_bats:267,runs:23,hits:59,doubles:12,triples:2,home_runs:6,runs_batted_in:39,stolen_bases:0,caught_stealing:0,walks:32,strikeouts:54,batting_avg:.221,onbase:.302,slugging:.348,ops:erc">.348,ops+:lugging">.651,bases:93,double_plays:12,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:3
pos:CF,name:Tony Gwynn,age:29,games:158,plate_appearances:679,at_bats:604,runs:82,hits:203,doubles:27,triples:7,home_runs:4,runs_batted_in:62,stolen_bases:40,caught_stealing:16,walks:56,strikeouts:30,batting_avg:.336,onbase:.389,slugging:.424,ops:erc">.424,ops+:lugging">.813,bases:256,double_plays:12,hit_by_pitch:1,sac_hits:11,sac_flies:7,intentional_walks:16
pos:RF,name:Chris James,age:26,games:87,plate_appearances:331,at_bats:303,runs:41,hits:80,doubles:13,triples:2,home_runs:11,runs_batted_in:46,stolen_bases:2,caught_stealing:1,walks:22,strikeouts:45,batting_avg:.264,onbase:.314,slugging:.429,ops:erc">.429,ops+:lugging">.743,bases:130,double_plays:11,hit_by_pitch:1,sac_hits:3,sac_flies:2,intentional_walks:2
pos:UT,name:Bip Roberts,age:25,games:117,plate_appearances:387,at_bats:329,runs:81,hits:99,doubles:15,triples:8,home_runs:3,runs_batted_in:25,stolen_bases:21,caught_stealing:11,walks:49,strikeouts:45,batting_avg:.301,onbase:.391,slugging:.422,ops:erc">.422,ops+:lugging">.814,bases:139,double_plays:3,hit_by_pitch:1,sac_hits:6,sac_flies:2,intentional_walks:0
pos:OF,name:Marvell Wynne,age:29,games:105,plate_appearances:314,at_bats:294,runs:19,hits:74,doubles:11,triples:1,home_runs:6,runs_batted_in:35,stolen_bases:4,caught_stealing:1,walks:12,strikeouts:41,batting_avg:.252,onbase:.282,slugging:.357,ops:erc">.357,ops+:lugging">.640,bases:105,double_plays:3,hit_by_pitch:1,sac_hits:6,sac_flies:1,intentional_walks:1
pos:3B,name:Mike Pagliarulo,age:29,games:50,plate_appearances:168,at_bats:148,runs:12,hits:29,doubles:7,triples:0,home_runs:3,runs_batted_in:14,stolen_bases:2,caught_stealing:0,walks:18,strikeouts:39,batting_avg:.196,onbase:.287,slugging:.304,ops:erc">.304,ops+:lugging">.591,bases:45,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:4
