pos:C,name:Benito Santiago,age:22,games:146,plate_appearances:572,at_bats:546,runs:64,hits:164,doubles:33,triples:2,home_runs:18,runs_batted_in:79,stolen_bases:21,caught_stealing:12,walks:16,strikeouts:112,batting_avg:.300,onbase:.324,slugging:.467,ops:erc">.467,ops+:lugging">.791,bases:255,double_plays:12,hit_by_pitch:5,sac_hits:1,sac_flies:4,intentional_walks:2
pos:1B,name:John Kruk,age:26,games:138,plate_appearances:527,at_bats:447,runs:72,hits:140,doubles:14,triples:2,home_runs:20,runs_batted_in:91,stolen_bases:18,caught_stealing:10,walks:73,strikeouts:93,batting_avg:.313,onbase:.406,slugging:.488,ops:erc">.488,ops+:lugging">.894,bases:218,double_plays:6,hit_by_pitch:0,sac_hits:3,sac_flies:4,intentional_walks:15
pos:2B,name:Tim Flannery,age:29,games:106,plate_appearances:326,at_bats:276,runs:23,hits:63,doubles:5,triples:1,home_runs:0,runs_batted_in:20,stolen_bases:2,caught_stealing:4,walks:42,strikeouts:30,batting_avg:.228,onbase:.332,slugging:.254,ops:erc">.254,ops+:lugging">.586,bases:70,double_plays:6,hit_by_pitch:2,sac_hits:4,sac_flies:2,intentional_walks:4
pos:SS,name:Garry Templeton,age:31,games:148,plate_appearances:561,at_bats:510,runs:42,hits:113,doubles:13,triples:5,home_runs:5,runs_batted_in:48,stolen_bases:14,caught_stealing:3,walks:42,strikeouts:92,batting_avg:.222,onbase:.281,slugging:.296,ops:erc">.296,ops+:lugging">.577,bases:151,double_plays:15,hit_by_pitch:1,sac_hits:5,sac_flies:3,intentional_walks:11
pos:3B,name:Kevin Mitchell,age:25,games:62,plate_appearances:217,at_bats:196,runs:19,hits:48,doubles:7,triples:1,home_runs:7,runs_batted_in:26,stolen_bases:0,caught_stealing:0,walks:20,strikeouts:38,batting_avg:.245,onbase:.313,slugging:.398,ops:erc">.398,ops+:lugging">.711,bases:78,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:3
pos:LF,name:Carmelo Martinez,age:26,games:139,plate_appearances:525,at_bats:447,runs:59,hits:122,doubles:21,triples:2,home_runs:15,runs_batted_in:70,stolen_bases:5,caught_stealing:5,walks:70,strikeouts:82,batting_avg:.273,onbase:.372,slugging:.430,ops:erc">.430,ops+:lugging">.802,bases:192,double_plays:11,hit_by_pitch:3,sac_hits:1,sac_flies:4,intentional_walks:5
pos:CF,name:Stan Jefferson,age:24,games:116,plate_appearances:469,at_bats:422,runs:59,hits:97,doubles:8,triples:7,home_runs:8,runs_batted_in:29,stolen_bases:34,caught_stealing:11,walks:39,strikeouts:92,batting_avg:.230,onbase:.296,slugging:.339,ops:erc">.339,ops+:lugging">.635,bases:143,double_plays:6,hit_by_pitch:2,sac_hits:3,sac_flies:3,intentional_walks:2
pos:RF,name:Tony Gwynn,age:27,games:157,plate_appearances:680,at_bats:589,runs:119,hits:218,doubles:36,triples:13,home_runs:7,runs_batted_in:54,stolen_bases:56,caught_stealing:12,walks:82,strikeouts:35,batting_avg:.370,onbase:.447,slugging:.511,ops:erc">.511,ops+:lugging">.958,bases:301,double_plays:13,hit_by_pitch:3,sac_hits:2,sac_flies:4,intentional_walks:26
pos:IF,name:Randy Ready,age:27,games:124,plate_appearances:423,at_bats:350,runs:69,hits:108,doubles:26,triples:6,home_runs:12,runs_batted_in:54,stolen_bases:7,caught_stealing:3,walks:67,strikeouts:44,batting_avg:.309,onbase:.423,slugging:.520,ops:erc">.520,ops+:lugging">.943,bases:182,double_plays:7,hit_by_pitch:3,sac_hits:2,sac_flies:1,intentional_walks:2
pos:2B,name:Joey Cora,age:22,games:77,plate_appearances:276,at_bats:241,runs:23,hits:57,doubles:7,triples:2,home_runs:0,runs_batted_in:13,stolen_bases:15,caught_stealing:11,walks:28,strikeouts:26,batting_avg:.237,onbase:.317,slugging:.282,ops:erc">.282,ops+:lugging">.600,bases:68,double_plays:4,hit_by_pitch:1,sac_hits:5,sac_flies:1,intentional_walks:1
pos:CF,name:Shane Mack,age:23,games:105,plate_appearances:267,at_bats:238,runs:28,hits:57,doubles:11,triples:3,home_runs:4,runs_batted_in:25,stolen_bases:4,caught_stealing:6,walks:18,strikeouts:47,batting_avg:.239,onbase:.299,slugging:.361,ops:erc">.361,ops+:lugging">.660,bases:86,double_plays:11,hit_by_pitch:3,sac_hits:6,sac_flies:2,intentional_walks:0
pos:OF,name:Marvell Wynne,age:27,games:98,plate_appearances:213,at_bats:188,runs:17,hits:47,doubles:8,triples:2,home_runs:2,runs_batted_in:24,stolen_bases:11,caught_stealing:6,walks:20,strikeouts:37,batting_avg:.250,onbase:.321,slugging:.346,ops:erc">.346,ops+:lugging">.666,bases:65,double_plays:5,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:1
pos:IF,name:Luis Salazar,age:31,games:84,plate_appearances:206,at_bats:189,runs:13,hits:48,doubles:5,triples:0,home_runs:3,runs_batted_in:17,stolen_bases:3,caught_stealing:3,walks:14,strikeouts:30,batting_avg:.254,onbase:.302,slugging:.328,ops:erc">.328,ops+:lugging">.630,bases:62,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:2
pos:3B,name:Chris Brown,age:25,games:44,plate_appearances:173,at_bats:155,runs:17,hits:36,doubles:3,triples:0,home_runs:6,runs_batted_in:23,stolen_bases:3,caught_stealing:1,walks:11,strikeouts:30,batting_avg:.232,onbase:.294,slugging:.368,ops:erc">.368,ops+:lugging">.662,bases:57,double_plays:7,hit_by_pitch:3,sac_hits:3,sac_flies:1,intentional_walks:0
pos:C,name:Bruce Bochy,age:32,games:38,plate_appearances:87,at_bats:75,runs:8,hits:12,doubles:3,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:1,walks:11,strikeouts:21,batting_avg:.160,onbase:.264,slugging:.280,ops:erc">.280,ops+:lugging">.544,bases:21,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:OF,name:Jim Steels,age:26,games:62,plate_appearances:81,at_bats:68,runs:9,hits:13,doubles:1,triples:1,home_runs:0,runs_batted_in:6,stolen_bases:3,caught_stealing:2,walks:11,strikeouts:14,batting_avg:.191,onbase:.300,slugging:.235,ops:erc">.235,ops+:lugging">.535,bases:16,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:1B,name:Steve Garvey,age:38,games:27,plate_appearances:78,at_bats:76,runs:5,hits:16,doubles:2,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.211,onbase:.231,slugging:.276,ops:erc">.276,ops+:lugging">.507,bases:21,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Shawn Abner,age:21,games:16,plate_appearances:49,at_bats:47,runs:5,hits:13,doubles:3,triples:1,home_runs:2,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:8,batting_avg:.277,onbase:.306,slugging:.511,ops:erc">.511,ops+:lugging">.817,bases:24,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Mark Parent,age:25,games:12,plate_appearances:25,at_bats:25,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:9,batting_avg:.080,onbase:.080,slugging:.080,ops:erc">.080,ops+:lugging">.160,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Randy Byers,age:22,games:10,plate_appearances:17,at_bats:16,runs:1,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:5,batting_avg:.313,onbase:.353,slugging:.375,ops:erc">.375,ops+:lugging">.728,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Rob Nelson,age:23,games:10,plate_appearances:12,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:8,batting_avg:.091,onbase:.167,slugging:.091,ops:erc">.091,ops+:lugging">.258,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Show,age:31,games:34,plate_appearances:78,at_bats:70,runs:5,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:28,batting_avg:.071,onbase:.070,slugging:.086,ops:erc">.086,ops+:lugging">.156,bases:6,double_plays:3,hit_by_pitch:0,sac_hits:7,sac_flies:1,intentional_walks:0
pos:P,name:Ed Whitson,age:32,games:36,plate_appearances:76,at_bats:65,runs:1,hits:8,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:17,batting_avg:.123,onbase:.136,slugging:.138,ops:erc">.138,ops+:lugging">.275,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:10,sac_flies:0,intentional_walks:0
pos:P,name:Jimmy Jones,age:23,games:32,plate_appearances:59,at_bats:49,runs:7,hits:8,doubles:0,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:18,batting_avg:.163,onbase:.196,slugging:.224,ops:erc">.224,ops+:lugging">.421,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Mark Grant,age:23,games:18,plate_appearances:37,at_bats:32,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:12,batting_avg:.094,onbase:.147,slugging:.094,ops:erc">.094,ops+:lugging">.241,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Andy Hawkins,age:27,games:24,plate_appearances:37,at_bats:32,runs:1,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:11,batting_avg:.156,onbase:.156,slugging:.156,ops:erc">.156,ops+:lugging">.313,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Eric Nolte,age:23,games:12,plate_appearances:25,at_bats:21,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:11,batting_avg:.095,onbase:.136,slugging:.095,ops:erc">.095,ops+:lugging">.232,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Dave Dravecky,age:31,games:31,plate_appearances:21,at_bats:18,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:9,batting_avg:.167,onbase:.211,slugging:.167,ops:erc">.167,ops+:lugging">.377,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
