pos:C,name:Benito Santiago,age:23,games:139,plate_appearances:527,at_bats:492,runs:49,hits:122,doubles:22,triples:2,home_runs:10,runs_batted_in:46,stolen_bases:15,caught_stealing:7,walks:24,strikeouts:82,batting_avg:.248,onbase:.282,slugging:.362,ops:erc">.362,ops+:lugging">.643,bases:178,double_plays:18,hit_by_pitch:1,sac_hits:5,sac_flies:5,intentional_walks:2
pos:1B,name:Keith Moreland,age:34,games:143,plate_appearances:562,at_bats:511,runs:40,hits:131,doubles:23,triples:0,home_runs:5,runs_batted_in:64,stolen_bases:2,caught_stealing:3,walks:40,strikeouts:51,batting_avg:.256,onbase:.305,slugging:.331,ops:erc">.331,ops+:lugging">.636,bases:169,double_plays:17,hit_by_pitch:0,sac_hits:2,sac_flies:9,intentional_walks:6
pos:2B,name:Roberto Alomar,age:20,games:143,plate_appearances:611,at_bats:545,runs:84,hits:145,doubles:24,triples:6,home_runs:9,runs_batted_in:41,stolen_bases:24,caught_stealing:6,walks:47,strikeouts:83,batting_avg:.266,onbase:.328,slugging:.382,ops:erc">.382,ops+:lugging">.709,bases:208,double_plays:15,hit_by_pitch:3,sac_hits:16,sac_flies:0,intentional_walks:5
pos:SS,name:Garry Templeton,age:32,games:110,plate_appearances:392,at_bats:362,runs:35,hits:90,doubles:15,triples:7,home_runs:3,runs_batted_in:36,stolen_bases:8,caught_stealing:2,walks:20,strikeouts:50,batting_avg:.249,onbase:.286,slugging:.354,ops:erc">.354,ops+:lugging">.639,bases:128,double_plays:6,hit_by_pitch:0,sac_hits:7,sac_flies:3,intentional_walks:10
pos:3B,name:Chris Brown,age:26,games:80,plate_appearances:274,at_bats:247,runs:14,hits:58,doubles:6,triples:0,home_runs:2,runs_batted_in:19,stolen_bases:0,caught_stealing:0,walks:19,strikeouts:49,batting_avg:.235,onbase:.295,slugging:.283,ops:erc">.283,ops+:lugging">.579,bases:70,double_plays:9,hit_by_pitch:3,sac_hits:3,sac_flies:2,intentional_walks:3
pos:LF,name:Carmelo Martinez,age:27,games:121,plate_appearances:405,at_bats:365,runs:48,hits:86,doubles:12,triples:0,home_runs:18,runs_batted_in:65,stolen_bases:1,caught_stealing:1,walks:35,strikeouts:57,batting_avg:.236,onbase:.301,slugging:.416,ops:erc">.416,ops+:lugging">.717,bases:152,double_plays:10,hit_by_pitch:0,sac_hits:3,sac_flies:2,intentional_walks:3
pos:CF,name:Marvell Wynne,age:28,games:128,plate_appearances:369,at_bats:333,runs:37,hits:88,doubles:13,triples:4,home_runs:11,runs_batted_in:42,stolen_bases:3,caught_stealing:4,walks:31,strikeouts:62,batting_avg:.264,onbase:.325,slugging:.426,ops:erc">.426,ops+:lugging">.752,bases:142,double_plays:3,hit_by_pitch:0,sac_hits:3,sac_flies:2,intentional_walks:2
pos:RF,name:Tony Gwynn,age:28,games:133,plate_appearances:578,at_bats:521,runs:64,hits:163,doubles:22,triples:5,home_runs:7,runs_batted_in:70,stolen_bases:26,caught_stealing:11,walks:51,strikeouts:40,batting_avg:.313,onbase:.373,slugging:.415,ops:erc">.415,ops+:lugging">.787,bases:216,double_plays:11,hit_by_pitch:0,sac_hits:4,sac_flies:2,intentional_walks:13
pos:UT,name:John Kruk,age:27,games:120,plate_appearances:466,at_bats:378,runs:54,hits:91,doubles:17,triples:1,home_runs:9,runs_batted_in:44,stolen_bases:5,caught_stealing:3,walks:80,strikeouts:68,batting_avg:.241,onbase:.369,slugging:.362,ops:erc">.362,ops+:lugging">.732,bases:137,double_plays:7,hit_by_pitch:0,sac_hits:3,sac_flies:5,intentional_walks:12
pos:IF,name:Randy Ready,age:28,games:114,plate_appearances:380,at_bats:331,runs:43,hits:88,doubles:16,triples:2,home_runs:7,runs_batted_in:39,stolen_bases:6,caught_stealing:2,walks:39,strikeouts:38,batting_avg:.266,onbase:.346,slugging:.390,ops:erc">.390,ops+:lugging">.735,bases:129,double_plays:3,hit_by_pitch:3,sac_hits:4,sac_flies:3,intentional_walks:1
pos:SS,name:Dickie Thon,age:30,games:95,plate_appearances:296,at_bats:258,runs:36,hits:68,doubles:12,triples:2,home_runs:1,runs_batted_in:18,stolen_bases:19,caught_stealing:4,walks:33,strikeouts:49,batting_avg:.264,onbase:.347,slugging:.337,ops:erc">.337,ops+:lugging">.684,bases:87,double_plays:4,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:0
