pos:C,name:Johnny Bench,age:24,games:147,plate_appearances:653,at_bats:538,runs:87,hits:145,doubles:22,triples:2,home_runs:40,runs_batted_in:125,stolen_bases:6,caught_stealing:6,walks:100,strikeouts:84,batting_avg:.270,onbase:.379,slugging:.541,ops:erc">.541,ops+:lugging">.920,bases:291,double_plays:18,hit_by_pitch:2,sac_hits:0,sac_flies:12,intentional_walks:23
pos:1B,name:Tony Perez,age:30,games:136,plate_appearances:576,at_bats:515,runs:64,hits:146,doubles:33,triples:7,home_runs:21,runs_batted_in:90,stolen_bases:4,caught_stealing:2,walks:55,strikeouts:121,batting_avg:.283,onbase:.349,slugging:.497,ops:erc">.497,ops+:lugging">.846,bases:256,double_plays:9,hit_by_pitch:0,sac_hits:0,sac_flies:6,intentional_walks:15
pos:2B,name:Joe Morgan,age:28,games:149,plate_appearances:680,at_bats:552,runs:122,hits:161,doubles:23,triples:4,home_runs:16,runs_batted_in:73,stolen_bases:58,caught_stealing:17,walks:115,strikeouts:44,batting_avg:.292,onbase:.417,slugging:.435,ops:erc">.435,ops+:lugging">.851,bases:240,double_plays:5,hit_by_pitch:6,sac_hits:3,sac_flies:4,intentional_walks:1
pos:SS,name:Dave Concepcion,age:24,games:119,plate_appearances:421,at_bats:378,runs:40,hits:79,doubles:13,triples:2,home_runs:2,runs_batted_in:29,stolen_bases:13,caught_stealing:6,walks:32,strikeouts:65,batting_avg:.209,onbase:.272,slugging:.270,ops:erc">.270,ops+:lugging">.541,bases:102,double_plays:11,hit_by_pitch:2,sac_hits:5,sac_flies:4,intentional_walks:8
pos:3B,name:Denis Menke,age:31,games:140,plate_appearances:524,at_bats:447,runs:41,hits:104,doubles:19,triples:2,home_runs:9,runs_batted_in:50,stolen_bases:0,caught_stealing:1,walks:58,strikeouts:76,batting_avg:.233,onbase:.322,slugging:.345,ops:erc">.345,ops+:lugging">.667,bases:154,double_plays:8,hit_by_pitch:5,sac_hits:6,sac_flies:8,intentional_walks:2
pos:LF,name:Pete Rose,age:31,games:154,plate_appearances:731,at_bats:645,runs:107,hits:198,doubles:31,triples:11,home_runs:6,runs_batted_in:57,stolen_bases:10,caught_stealing:3,walks:73,strikeouts:46,batting_avg:.307,onbase:.382,slugging:.417,ops:erc">.417,ops+:lugging">.799,bases:269,double_plays:7,hit_by_pitch:7,sac_hits:2,sac_flies:2,intentional_walks:4
pos:CF,name:Bobby Tolan,age:26,games:149,plate_appearances:667,at_bats:604,runs:88,hits:171,doubles:28,triples:5,home_runs:8,runs_batted_in:82,stolen_bases:42,caught_stealing:15,walks:44,strikeouts:88,batting_avg:.283,onbase:.334,slugging:.386,ops:erc">.386,ops+:lugging">.720,bases:233,double_plays:15,hit_by_pitch:6,sac_hits:6,sac_flies:7,intentional_walks:5
pos:RF,name:Cesar Geronimo,age:24,games:120,plate_appearances:285,at_bats:255,runs:32,hits:70,doubles:9,triples:7,home_runs:4,runs_batted_in:29,stolen_bases:2,caught_stealing:7,walks:24,strikeouts:64,batting_avg:.275,onbase:.344,slugging:.412,ops:erc">.412,ops+:lugging">.756,bases:105,double_plays:5,hit_by_pitch:3,sac_hits:3,sac_flies:0,intentional_walks:7
pos:SS,name:Darrel Chaney,age:24,games:83,plate_appearances:230,at_bats:196,runs:29,hits:49,doubles:7,triples:2,home_runs:2,runs_batted_in:19,stolen_bases:1,caught_stealing:3,walks:29,strikeouts:28,batting_avg:.250,onbase:.345,slugging:.337,ops:erc">.337,ops+:lugging">.682,bases:66,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:1,intentional_walks:7
pos:UT,name:Joe Hague,age:28,games:69,plate_appearances:159,at_bats:138,runs:17,hits:34,doubles:7,triples:1,home_runs:4,runs_batted_in:20,stolen_bases:1,caught_stealing:1,walks:20,strikeouts:18,batting_avg:.246,onbase:.340,slugging:.399,ops:erc">.399,ops+:lugging">.738,bases:55,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:5
pos:RF,name:George Foster,age:23,games:59,plate_appearances:152,at_bats:145,runs:15,hits:29,doubles:4,triples:1,home_runs:2,runs_batted_in:12,stolen_bases:2,caught_stealing:1,walks:5,strikeouts:44,batting_avg:.200,onbase:.230,slugging:.283,ops:erc">.283,ops+:lugging">.513,bases:41,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:RF,name:Ted Uhlaender,age:32,games:73,plate_appearances:128,at_bats:113,runs:9,hits:18,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:13,strikeouts:11,batting_avg:.159,onbase:.246,slugging:.186,ops:erc">.186,ops+:lugging">.432,bases:21,double_plays:6,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:3
pos:C,name:Bill Plummer,age:25,games:38,plate_appearances:111,at_bats:102,runs:8,hits:19,doubles:4,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:20,batting_avg:.186,onbase:.211,slugging:.284,ops:erc">.284,ops+:lugging">.495,bases:29,double_plays:3,hit_by_pitch:0,sac_hits:2,sac_flies:3,intentional_walks:2
pos:UT,name:Hal McRae,age:26,games:61,plate_appearances:105,at_bats:97,runs:9,hits:27,doubles:4,triples:0,home_runs:5,runs_batted_in:26,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:10,batting_avg:.278,onbase:.295,slugging:.474,ops:erc">.474,ops+:lugging">.769,bases:46,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:0
pos:3B,name:Julian Javier,age:35,games:44,plate_appearances:100,at_bats:91,runs:3,hits:19,doubles:2,triples:0,home_runs:2,runs_batted_in:12,stolen_bases:1,caught_stealing:0,walks:6,strikeouts:11,batting_avg:.209,onbase:.255,slugging:.297,ops:erc">.297,ops+:lugging">.552,bases:27,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:RF,name:Bernie Carbo,age:24,games:19,plate_appearances:28,at_bats:21,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:3,batting_avg:.143,onbase:.357,slugging:.143,ops:erc">.143,ops+:lugging">.500,bases:3,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Sonny Ruberto,age:26,games:2,plate_appearances:4,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.250,slugging:.000,ops:erc">.000,ops+:lugging">.250,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Pat Corrales,age:31,games:2,plate_appearances:3,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.000,onbase:.667,slugging:.000,ops:erc">.000,ops+:lugging">.667,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:P,name:Jack Billingham,age:29,games:36,plate_appearances:78,at_bats:71,runs:2,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:29,batting_avg:.070,onbase:.096,slugging:.085,ops:erc">.085,ops+:lugging">.180,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
