pos:C,name:Johnny Bench,age:24,games:147,plate_appearances:653,at_bats:538,runs:87,hits:145,doubles:22,triples:2,home_runs:40,runs_batted_in:125,stolen_bases:6,caught_stealing:6,walks:100,strikeouts:84,batting_avg:.270,onbase:.379,slugging:.541,ops:erc">.541,ops+:lugging">.920,bases:291,double_plays:18,hit_by_pitch:2,sac_hits:0,sac_flies:12,intentional_walks:23
pos:P,name:Ross Grimsley,age:22,games:30,plate_appearances:78,at_bats:66,runs:5,hits:8,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:29,batting_avg:.121,onbase:.134,slugging:.121,ops:erc">.121,ops+:lugging">.256,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:11,sac_flies:0,intentional_walks:0
pos:P,name:Gary Nolan,age:24,games:25,plate_appearances:68,at_bats:60,runs:5,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:24,batting_avg:.117,onbase:.172,slugging:.133,ops:erc">.133,ops+:lugging">.305,bases:8,double_plays:2,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Jim McGlothlin,age:28,games:31,plate_appearances:52,at_bats:46,runs:6,hits:8,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:21,batting_avg:.174,onbase:.255,slugging:.261,ops:erc">.261,ops+:lugging">.516,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Wayne Simpson,age:23,games:24,plate_appearances:49,at_bats:48,runs:2,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:31,batting_avg:.063,onbase:.082,slugging:.083,ops:erc">.083,ops+:lugging">.165,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Don Gullett,age:21,games:31,plate_appearances:45,at_bats:38,runs:7,hits:8,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:14,batting_avg:.211,onbase:.250,slugging:.237,ops:erc">.237,ops+:lugging">.487,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Tom Hall,age:24,games:47,plate_appearances:35,at_bats:30,runs:5,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:14,batting_avg:.100,onbase:.156,slugging:.100,ops:erc">.100,ops+:lugging">.256,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Pedro Borbon,age:25,games:62,plate_appearances:23,at_bats:21,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.048,onbase:.130,slugging:.048,ops:erc">.048,ops+:lugging">.178,bases:1,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Clay Carroll,age:31,games:65,plate_appearances:12,at_bats:11,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.182,onbase:.182,slugging:.182,ops:erc">.182,ops+:lugging">.364,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ed Sprague,age:26,games:33,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Merritt,age:28,games:4,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dave Tomlin,age:23,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Joe Gibbon,age:37,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
