pos:C,name:Johnny Bench,age:22,games:158,plate_appearances:671,at_bats:605,runs:97,hits:177,doubles:35,triples:4,home_runs:45,runs_batted_in:148,stolen_bases:5,caught_stealing:2,walks:54,strikeouts:102,batting_avg:.293,onbase:.345,slugging:.587,ops:erc">.587,ops+:lugging">.932,bases:355,double_plays:12,hit_by_pitch:0,sac_hits:1,sac_flies:11,intentional_walks:9
pos:1B,name:Lee May,age:27,games:153,plate_appearances:649,at_bats:605,runs:78,hits:153,doubles:34,triples:2,home_runs:34,runs_batted_in:94,stolen_bases:1,caught_stealing:1,walks:38,strikeouts:125,batting_avg:.253,onbase:.297,slugging:.484,ops:erc">.484,ops+:lugging">.782,bases:293,double_plays:19,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:5
pos:2B,name:Tommy Helms,age:29,games:150,plate_appearances:607,at_bats:575,runs:42,hits:136,doubles:21,triples:1,home_runs:1,runs_batted_in:45,stolen_bases:2,caught_stealing:2,walks:21,strikeouts:33,batting_avg:.237,onbase:.262,slugging:.282,ops:erc">.282,ops+:lugging">.543,bases:162,double_plays:18,hit_by_pitch:0,sac_hits:5,sac_flies:4,intentional_walks:4
pos:SS,name:Dave Concepcion,age:22,games:101,plate_appearances:296,at_bats:265,runs:38,hits:69,doubles:6,triples:3,home_runs:1,runs_batted_in:19,stolen_bases:10,caught_stealing:2,walks:23,strikeouts:45,batting_avg:.260,onbase:.324,slugging:.317,ops:erc">.317,ops+:lugging">.641,bases:84,double_plays:10,hit_by_pitch:3,sac_hits:3,sac_flies:2,intentional_walks:5
pos:3B,name:Tony Perez,age:28,games:158,plate_appearances:681,at_bats:587,runs:107,hits:186,doubles:28,triples:6,home_runs:40,runs_batted_in:129,stolen_bases:8,caught_stealing:3,walks:83,strikeouts:134,batting_avg:.317,onbase:.401,slugging:.589,ops:erc">.589,ops+:lugging">.990,bases:346,double_plays:15,hit_by_pitch:4,sac_hits:0,sac_flies:7,intentional_walks:13
pos:LF,name:Bernie Carbo,age:22,games:125,plate_appearances:467,at_bats:365,runs:54,hits:113,doubles:19,triples:3,home_runs:21,runs_batted_in:63,stolen_bases:10,caught_stealing:4,walks:94,strikeouts:77,batting_avg:.310,onbase:.454,slugging:.551,ops:erc">.551,ops+:lugging">1.004,bases:201,double_plays:6,hit_by_pitch:4,sac_hits:2,sac_flies:2,intentional_walks:9
pos:CF,name:Bobby Tolan,age:24,games:152,plate_appearances:675,at_bats:589,runs:112,hits:186,doubles:34,triples:6,home_runs:16,runs_batted_in:80,stolen_bases:57,caught_stealing:20,walks:62,strikeouts:94,batting_avg:.316,onbase:.384,slugging:.475,ops:erc">.475,ops+:lugging">.860,bases:280,double_plays:9,hit_by_pitch:8,sac_hits:9,sac_flies:7,intentional_walks:3
pos:RF,name:Pete Rose,age:29,games:159,plate_appearances:730,at_bats:649,runs:120,hits:205,doubles:37,triples:9,home_runs:15,runs_batted_in:52,stolen_bases:12,caught_stealing:7,walks:73,strikeouts:64,batting_avg:.316,onbase:.385,slugging:.470,ops:erc">.470,ops+:lugging">.855,bases:305,double_plays:7,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:10
pos:SS,name:Woody Woodward,age:27,games:100,plate_appearances:289,at_bats:264,runs:23,hits:59,doubles:8,triples:3,home_runs:1,runs_batted_in:14,stolen_bases:1,caught_stealing:2,walks:20,strikeouts:21,batting_avg:.223,onbase:.280,slugging:.288,ops:erc">.288,ops+:lugging">.568,bases:76,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:6
pos:LF,name:Hal McRae,age:24,games:70,plate_appearances:182,at_bats:165,runs:18,hits:41,doubles:6,triples:1,home_runs:8,runs_batted_in:23,stolen_bases:0,caught_stealing:2,walks:15,strikeouts:23,batting_avg:.248,onbase:.313,slugging:.442,ops:erc">.442,ops+:lugging">.756,bases:73,double_plays:6,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:2
pos:UT,name:Jimmy Stewart,age:31,games:101,plate_appearances:116,at_bats:105,runs:15,hits:28,doubles:3,triples:1,home_runs:1,runs_batted_in:8,stolen_bases:5,caught_stealing:3,walks:8,strikeouts:13,batting_avg:.267,onbase:.322,slugging:.343,ops:erc">.343,ops+:lugging">.665,bases:36,double_plays:2,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:1
