pos:C,name:Johnny Bench,age:22,games:158,plate_appearances:671,at_bats:605,runs:97,hits:177,doubles:35,triples:4,home_runs:45,runs_batted_in:148,stolen_bases:5,caught_stealing:2,walks:54,strikeouts:102,batting_avg:.293,onbase:.345,slugging:.587,ops:erc">.587,ops+:lugging">.932,bases:355,double_plays:12,hit_by_pitch:0,sac_hits:1,sac_flies:11,intentional_walks:9
pos:C,name:Pat Corrales,age:29,games:43,plate_appearances:115,at_bats:106,runs:9,hits:25,doubles:5,triples:1,home_runs:1,runs_batted_in:10,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:22,batting_avg:.236,onbase:.289,slugging:.330,ops:erc">.330,ops+:lugging">.620,bases:35,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:MI,name:Darrel Chaney,age:22,games:57,plate_appearances:101,at_bats:95,runs:7,hits:22,doubles:3,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:1,caught_stealing:1,walks:3,strikeouts:26,batting_avg:.232,onbase:.263,slugging:.295,ops:erc">.295,ops+:lugging">.557,bases:28,double_plays:0,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:1
pos:OF,name:Angel Bravo,age:27,games:65,plate_appearances:78,at_bats:65,runs:10,hits:18,doubles:1,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:1,walks:9,strikeouts:13,batting_avg:.277,onbase:.365,slugging:.323,ops:erc">.323,ops+:lugging">.688,bases:21,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:UT,name:Ty Cline,age:31,games:48,plate_appearances:78,at_bats:63,runs:13,hits:17,doubles:7,triples:1,home_runs:0,runs_batted_in:8,stolen_bases:1,caught_stealing:2,walks:12,strikeouts:11,batting_avg:.270,onbase:.387,slugging:.413,ops:erc">.413,ops+:lugging">.799,bases:26,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:1
pos:SS,name:Frank Duffy,age:23,games:6,plate_appearances:12,at_bats:11,runs:1,hits:2,doubles:2,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.182,onbase:.250,slugging:.364,ops:erc">.364,ops+:lugging">.614,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Bill Plummer,age:23,games:4,plate_appearances:9,at_bats:8,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.125,onbase:.222,slugging:.125,ops:erc">.125,ops+:lugging">.347,bases:1,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Jay Ward,age:31,games:6,plate_appearances:5,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.000,onbase:.400,slugging:.000,ops:erc">.000,ops+:lugging">.400,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gary Nolan,age:22,games:37,plate_appearances:97,at_bats:82,runs:4,hits:13,doubles:1,triples:1,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:27,batting_avg:.159,onbase:.205,slugging:.195,ops:erc">.195,ops+:lugging">.400,bases:16,double_plays:3,hit_by_pitch:0,sac_hits:9,sac_flies:1,intentional_walks:0
pos:P,name:Jim Merritt,age:26,games:35,plate_appearances:93,at_bats:83,runs:7,hits:14,doubles:0,triples:0,home_runs:3,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:42,batting_avg:.169,onbase:.207,slugging:.277,ops:erc">.277,ops+:lugging">.484,bases:23,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Jim McGlothlin,age:26,games:35,plate_appearances:77,at_bats:66,runs:5,hits:8,doubles:1,triples:1,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:26,batting_avg:.121,onbase:.205,slugging:.212,ops:erc">.212,ops+:lugging">.418,bases:14,double_plays:1,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Wayne Simpson,age:21,games:27,plate_appearances:70,at_bats:64,runs:4,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:34,batting_avg:.094,onbase:.108,slugging:.094,ops:erc">.094,ops+:lugging">.201,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Tony Cloninger,age:29,games:30,plate_appearances:49,at_bats:47,runs:7,hits:10,doubles:2,triples:0,home_runs:2,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:16,batting_avg:.213,onbase:.213,slugging:.383,ops:erc">.383,ops+:lugging">.596,bases:18,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Don Gullett,age:19,games:44,plate_appearances:20,at_bats:19,runs:3,hits:4,doubles:0,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:1,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.211,onbase:.250,slugging:.316,ops:erc">.316,ops+:lugging">.566,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ray Washburn,age:32,games:35,plate_appearances:16,at_bats:13,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.000,onbase:.067,slugging:.000,ops:erc">.000,ops+:lugging">.067,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:P,name:Clay Carroll,age:29,games:65,plate_appearances:15,at_bats:14,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.071,onbase:.133,slugging:.071,ops:erc">.071,ops+:lugging">.205,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Wayne Granger,age:26,games:67,plate_appearances:10,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Milt Wilcox,age:20,games:5,plate_appearances:6,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:John Noriega,age:26,games:8,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Maloney,age:30,games:7,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pedro Borbon,age:23,games:12,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Bo Belinsky,age:33,games:3,plate_appearances:2,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mel Behney,age:22,games:5,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
