pos:C,name:Ernie Whitt,age:33,games:139,plate_appearances:465,at_bats:412,runs:55,hits:101,doubles:21,triples:2,home_runs:19,runs_batted_in:64,stolen_bases:3,caught_stealing:6,walks:47,strikeouts:59,batting_avg:.245,onbase:.323,slugging:.444,ops:erc">.444,ops+:lugging">.767,bases:183,double_plays:7,hit_by_pitch:1,sac_hits:3,sac_flies:2,intentional_walks:9
pos:1B,name:Willie Upshaw,age:28,games:148,plate_appearances:557,at_bats:501,runs:79,hits:138,doubles:31,triples:5,home_runs:15,runs_batted_in:65,stolen_bases:8,caught_stealing:8,walks:48,strikeouts:71,batting_avg:.275,onbase:.342,slugging:.447,ops:erc">.447,ops+:lugging">.789,bases:224,double_plays:6,hit_by_pitch:4,sac_hits:1,sac_flies:3,intentional_walks:7
pos:2B,name:Damaso Garcia,age:28,games:146,plate_appearances:627,at_bats:600,runs:70,hits:169,doubles:25,triples:4,home_runs:8,runs_batted_in:65,stolen_bases:28,caught_stealing:15,walks:15,strikeouts:41,batting_avg:.282,onbase:.302,slugging:.377,ops:erc">.377,ops+:lugging">.679,bases:226,double_plays:13,hit_by_pitch:4,sac_hits:5,sac_flies:3,intentional_walks:2
pos:SS,name:Tony Fernandez,age:23,games:161,plate_appearances:618,at_bats:564,runs:71,hits:163,doubles:31,triples:10,home_runs:2,runs_batted_in:51,stolen_bases:13,caught_stealing:6,walks:43,strikeouts:41,batting_avg:.289,onbase:.340,slugging:.390,ops:erc">.390,ops+:lugging">.730,bases:220,double_plays:12,hit_by_pitch:2,sac_hits:7,sac_flies:2,intentional_walks:2
pos:3B,name:Rance Mulliniks,age:29,games:129,plate_appearances:427,at_bats:366,runs:55,hits:108,doubles:26,triples:1,home_runs:10,runs_batted_in:57,stolen_bases:2,caught_stealing:0,walks:55,strikeouts:54,batting_avg:.295,onbase:.383,slugging:.454,ops:erc">.454,ops+:lugging">.836,bases:166,double_plays:10,hit_by_pitch:0,sac_hits:1,sac_flies:5,intentional_walks:2
pos:LF,name:George Bell,age:25,games:157,plate_appearances:667,at_bats:607,runs:87,hits:167,doubles:28,triples:6,home_runs:28,runs_batted_in:95,stolen_bases:21,caught_stealing:6,walks:43,strikeouts:90,batting_avg:.275,onbase:.327,slugging:.479,ops:erc">.479,ops+:lugging">.807,bases:291,double_plays:8,hit_by_pitch:8,sac_hits:0,sac_flies:8,intentional_walks:6
pos:CF,name:Lloyd Moseby,age:25,games:152,plate_appearances:670,at_bats:584,runs:92,hits:151,doubles:30,triples:7,home_runs:18,runs_batted_in:70,stolen_bases:37,caught_stealing:15,walks:76,strikeouts:91,batting_avg:.259,onbase:.345,slugging:.426,ops:erc">.426,ops+:lugging">.772,bases:249,double_plays:12,hit_by_pitch:4,sac_hits:1,sac_flies:5,intentional_walks:4
pos:RF,name:Jesse Barfield,age:25,games:155,plate_appearances:612,at_bats:539,runs:94,hits:156,doubles:34,triples:9,home_runs:27,runs_batted_in:84,stolen_bases:22,caught_stealing:8,walks:66,strikeouts:143,batting_avg:.289,onbase:.369,slugging:.536,ops:erc">.536,ops+:lugging">.905,bases:289,double_plays:14,hit_by_pitch:4,sac_hits:0,sac_flies:3,intentional_walks:5
pos:DH,name:Jeff Burroughs,age:34,games:86,plate_appearances:227,at_bats:191,runs:19,hits:49,doubles:9,triples:3,home_runs:6,runs_batted_in:28,stolen_bases:0,caught_stealing:1,walks:34,strikeouts:36,batting_avg:.257,onbase:.366,slugging:.429,ops:erc">.429,ops+:lugging">.795,bases:82,double_plays:7,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:1
pos:IF,name:Garth Iorg,age:30,games:131,plate_appearances:312,at_bats:288,runs:33,hits:90,doubles:22,triples:1,home_runs:7,runs_batted_in:37,stolen_bases:3,caught_stealing:6,walks:21,strikeouts:26,batting_avg:.313,onbase:.358,slugging:.469,ops:erc">.469,ops+:lugging">.827,bases:135,double_plays:6,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:3
pos:DH,name:Al Oliver,age:38,games:61,plate_appearances:195,at_bats:187,runs:20,hits:47,doubles:6,triples:1,home_runs:5,runs_batted_in:23,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:13,batting_avg:.251,onbase:.282,slugging:.374,ops:erc">.374,ops+:lugging">.656,bases:70,double_plays:8,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:2
pos:DH,name:Len Matuszek,age:30,games:62,plate_appearances:166,at_bats:151,runs:23,hits:32,doubles:6,triples:2,home_runs:2,runs_batted_in:15,stolen_bases:2,caught_stealing:1,walks:11,strikeouts:24,batting_avg:.212,onbase:.259,slugging:.318,ops:erc">.318,ops+:lugging">.577,bases:48,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:0
pos:C,name:Buck Martinez,age:36,games:42,plate_appearances:113,at_bats:99,runs:11,hits:16,doubles:3,triples:0,home_runs:4,runs_batted_in:14,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:12,batting_avg:.162,onbase:.239,slugging:.313,ops:erc">.313,ops+:lugging">.552,bases:31,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:3,intentional_walks:0
pos:DH,name:Cliff Johnson,age:37,games:24,plate_appearances:83,at_bats:73,runs:4,hits:20,doubles:0,triples:0,home_runs:1,runs_batted_in:10,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:15,batting_avg:.274,onbase:.349,slugging:.315,ops:erc">.315,ops+:lugging">.664,bases:23,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Cecil Fielder,age:21,games:30,plate_appearances:81,at_bats:74,runs:6,hits:23,doubles:4,triples:0,home_runs:4,runs_batted_in:16,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:16,batting_avg:.311,onbase:.358,slugging:.527,ops:erc">.527,ops+:lugging">.885,bases:39,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:DH,name:Lou Thornton,age:22,games:56,plate_appearances:75,at_bats:72,runs:18,hits:17,doubles:1,triples:1,home_runs:1,runs_batted_in:8,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:24,batting_avg:.236,onbase:.267,slugging:.319,ops:erc">.319,ops+:lugging">.586,bases:23,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Manuel Lee,age:20,games:64,plate_appearances:43,at_bats:40,runs:9,hits:8,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:1,caught_stealing:4,walks:2,strikeouts:9,batting_avg:.200,onbase:.238,slugging:.200,ops:erc">.200,ops+:lugging">.438,bases:8,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Rick Leach,age:28,games:16,plate_appearances:38,at_bats:35,runs:2,hits:7,doubles:0,triples:1,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:9,batting_avg:.200,onbase:.263,slugging:.257,ops:erc">.257,ops+:lugging">.520,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
