pos:C,name:Brad Ausmus,age:28,games:130,plate_appearances:478,at_bats:425,runs:45,hits:113,doubles:25,triples:1,home_runs:4,runs_batted_in:44,stolen_bases:14,caught_stealing:6,walks:38,strikeouts:78,batting_avg:.266,onbase:.326,slugging:.358,ops:erc">.358,ops+:lugging">.684,bases:152,double_plays:8,hit_by_pitch:3,sac_hits:6,sac_flies:6,intentional_walks:4
pos:1B,name:Jeff Bagwell,age:29,games:162,plate_appearances:717,at_bats:566,runs:109,hits:162,doubles:40,triples:2,home_runs:43,runs_batted_in:135,stolen_bases:31,caught_stealing:10,walks:127,strikeouts:122,batting_avg:.286,onbase:.425,slugging:.592,ops:erc">.592,ops+:lugging">1.017,bases:335,double_plays:10,hit_by_pitch:16,sac_hits:0,sac_flies:8,intentional_walks:27
pos:2B,name:Craig Biggio,age:31,games:162,plate_appearances:744,at_bats:619,runs:146,hits:191,doubles:37,triples:8,home_runs:22,runs_batted_in:81,stolen_bases:47,caught_stealing:10,walks:84,strikeouts:107,batting_avg:.309,onbase:.415,slugging:.501,ops:erc">.501,ops+:lugging">.916,bases:310,double_plays:0,hit_by_pitch:34,sac_hits:0,sac_flies:7,intentional_walks:6
pos:SS,name:Tim Bogar,age:30,games:97,plate_appearances:275,at_bats:241,runs:30,hits:60,doubles:14,triples:4,home_runs:4,runs_batted_in:30,stolen_bases:4,caught_stealing:1,walks:24,strikeouts:42,batting_avg:.249,onbase:.320,slugging:.390,ops:erc">.390,ops+:lugging">.710,bases:94,double_plays:4,hit_by_pitch:3,sac_hits:3,sac_flies:4,intentional_walks:1
pos:3B,name:Sean Berry,age:31,games:96,plate_appearances:339,at_bats:301,runs:37,hits:77,doubles:24,triples:1,home_runs:8,runs_batted_in:43,stolen_bases:1,caught_stealing:5,walks:25,strikeouts:53,batting_avg:.256,onbase:.318,slugging:.422,ops:erc">.422,ops+:lugging">.739,bases:127,double_plays:8,hit_by_pitch:5,sac_hits:1,sac_flies:6,intentional_walks:1
pos:LF,name:Luis Gonzalez,age:29,games:152,plate_appearances:631,at_bats:550,runs:78,hits:142,doubles:31,triples:2,home_runs:10,runs_batted_in:68,stolen_bases:10,caught_stealing:7,walks:71,strikeouts:67,batting_avg:.258,onbase:.345,slugging:.376,ops:erc">.376,ops+:lugging">.722,bases:207,double_plays:12,hit_by_pitch:5,sac_hits:0,sac_flies:5,intentional_walks:7
pos:CF,name:Chuck Carr,age:29,games:63,plate_appearances:216,at_bats:192,runs:34,hits:53,doubles:11,triples:2,home_runs:4,runs_batted_in:17,stolen_bases:11,caught_stealing:5,walks:15,strikeouts:37,batting_avg:.276,onbase:.333,slugging:.417,ops:erc">.417,ops+:lugging">.750,bases:80,double_plays:0,hit_by_pitch:2,sac_hits:6,sac_flies:1,intentional_walks:2
pos:RF,name:Derek Bell,age:28,games:129,plate_appearances:547,at_bats:493,runs:67,hits:136,doubles:29,triples:3,home_runs:15,runs_batted_in:71,stolen_bases:15,caught_stealing:7,walks:40,strikeouts:94,batting_avg:.276,onbase:.344,slugging:.438,ops:erc">.438,ops+:lugging">.782,bases:216,double_plays:16,hit_by_pitch:12,sac_hits:0,sac_flies:2,intentional_walks:3
pos:3B,name:Bill Spiers,age:31,games:132,plate_appearances:355,at_bats:291,runs:51,hits:93,doubles:27,triples:4,home_runs:4,runs_batted_in:48,stolen_bases:10,caught_stealing:5,walks:61,strikeouts:42,batting_avg:.320,onbase:.438,slugging:.481,ops:erc">.481,ops+:lugging">.919,bases:140,double_plays:4,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:6
pos:IF,name:Ricky Gutierrez,age:27,games:102,plate_appearances:327,at_bats:303,runs:33,hits:79,doubles:14,triples:4,home_runs:3,runs_batted_in:34,stolen_bases:5,caught_stealing:2,walks:21,strikeouts:50,batting_avg:.261,onbase:.315,slugging:.363,ops:erc">.363,ops+:lugging">.678,bases:110,double_plays:17,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:2
pos:CF,name:Thomas Howard,age:32,games:107,plate_appearances:286,at_bats:255,runs:24,hits:63,doubles:16,triples:1,home_runs:3,runs_batted_in:22,stolen_bases:1,caught_stealing:2,walks:26,strikeouts:48,batting_avg:.247,onbase:.323,slugging:.353,ops:erc">.353,ops+:lugging">.676,bases:90,double_plays:3,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:1
pos:RF,name:Bobby Abreu,age:23,games:59,plate_appearances:210,at_bats:188,runs:22,hits:47,doubles:10,triples:2,home_runs:3,runs_batted_in:26,stolen_bases:7,caught_stealing:2,walks:21,strikeouts:48,batting_avg:.250,onbase:.329,slugging:.372,ops:erc">.372,ops+:lugging">.701,bases:70,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
