pos:C,name:Brad Ausmus,age:28,games:130,plate_appearances:478,at_bats:425,runs:45,hits:113,doubles:25,triples:1,home_runs:4,runs_batted_in:44,stolen_bases:14,caught_stealing:6,walks:38,strikeouts:78,batting_avg:.266,onbase:.326,slugging:.358,ops:erc">.358,ops+:lugging">.684,bases:152,double_plays:8,hit_by_pitch:3,sac_hits:6,sac_flies:6,intentional_walks:4
pos:CF,name:James Mouton,age:28,games:86,plate_appearances:204,at_bats:180,runs:24,hits:38,doubles:9,triples:1,home_runs:3,runs_batted_in:23,stolen_bases:9,caught_stealing:7,walks:18,strikeouts:30,batting_avg:.211,onbase:.287,slugging:.322,ops:erc">.322,ops+:lugging">.609,bases:58,double_plays:3,hit_by_pitch:2,sac_hits:2,sac_flies:2,intentional_walks:0
pos:C,name:Tony Eusebio,age:30,games:60,plate_appearances:187,at_bats:164,runs:12,hits:45,doubles:2,triples:0,home_runs:1,runs_batted_in:18,stolen_bases:0,caught_stealing:1,walks:19,strikeouts:27,batting_avg:.274,onbase:.364,slugging:.305,ops:erc">.305,ops+:lugging">.669,bases:50,double_plays:4,hit_by_pitch:4,sac_hits:0,sac_flies:0,intentional_walks:1
pos:SS,name:Pat Listach,age:29,games:52,plate_appearances:151,at_bats:132,runs:13,hits:24,doubles:2,triples:2,home_runs:0,runs_batted_in:6,stolen_bases:4,caught_stealing:2,walks:11,strikeouts:24,batting_avg:.182,onbase:.247,slugging:.227,ops:erc">.227,ops+:lugging">.474,bases:30,double_plays:7,hit_by_pitch:1,sac_hits:5,sac_flies:2,intentional_walks:2
pos:RF,name:Ray Montgomery,age:27,games:29,plate_appearances:76,at_bats:68,runs:8,hits:16,doubles:4,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:18,batting_avg:.235,onbase:.276,slugging:.324,ops:erc">.324,ops+:lugging">.600,bases:22,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:0
pos:CF,name:Richard Hidalgo,age:22,games:19,plate_appearances:67,at_bats:62,runs:8,hits:19,doubles:5,triples:0,home_runs:2,runs_batted_in:6,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:18,batting_avg:.306,onbase:.358,slugging:.484,ops:erc">.484,ops+:lugging">.842,bases:30,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Russ Johnson,age:24,games:21,plate_appearances:67,at_bats:60,runs:7,hits:18,doubles:1,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:1,caught_stealing:1,walks:6,strikeouts:14,batting_avg:.300,onbase:.364,slugging:.417,ops:erc">.417,ops+:lugging">.780,bases:25,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Tony Pena,age:40,games:9,plate_appearances:22,at_bats:19,runs:2,hits:4,doubles:3,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:3,batting_avg:.211,onbase:.273,slugging:.368,ops:erc">.368,ops+:lugging">.641,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:J.R. Phillips,age:27,games:13,plate_appearances:16,at_bats:15,runs:2,hits:2,doubles:0,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.133,onbase:.125,slugging:.333,ops:erc">.333,ops+:lugging">.458,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:Ken Ramos,age:30,games:14,plate_appearances:15,at_bats:12,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:0,batting_avg:.000,onbase:.133,slugging:.000,ops:erc">.000,ops+:lugging">.133,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:MI,name:Luis Rivera,age:33,games:7,plate_appearances:15,at_bats:13,runs:2,hits:3,doubles:0,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.231,onbase:.286,slugging:.385,ops:erc">.385,ops+:lugging">.670,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Randy Knorr,age:28,games:4,plate_appearances:8,at_bats:8,runs:1,hits:3,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.375,onbase:.375,slugging:.750,ops:erc">.750,ops+:lugging">1.125,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Darryl Kile,age:28,games:34,plate_appearances:105,at_bats:89,runs:4,hits:11,doubles:3,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:38,batting_avg:.124,onbase:.179,slugging:.157,ops:erc">.157,ops+:lugging">.336,bases:14,double_plays:3,hit_by_pitch:3,sac_hits:10,sac_flies:0,intentional_walks:0
pos:P,name:Mike Hampton,age:24,games:32,plate_appearances:89,at_bats:73,runs:6,hits:10,doubles:1,triples:1,home_runs:0,runs_batted_in:8,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:21,batting_avg:.137,onbase:.190,slugging:.178,ops:erc">.178,ops+:lugging">.368,bases:13,double_plays:0,hit_by_pitch:0,sac_hits:10,sac_flies:1,intentional_walks:0
pos:P,name:Chris Holt,age:25,games:33,plate_appearances:77,at_bats:67,runs:6,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:33,batting_avg:.090,onbase:.103,slugging:.090,ops:erc">.090,ops+:lugging">.192,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Shane Reynolds,age:29,games:29,plate_appearances:62,at_bats:53,runs:3,hits:6,doubles:3,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:31,batting_avg:.113,onbase:.145,slugging:.170,ops:erc">.170,ops+:lugging">.315,bases:9,double_plays:0,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Ramon Garcia,age:28,games:40,plate_appearances:45,at_bats:36,runs:2,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:13,batting_avg:.111,onbase:.132,slugging:.167,ops:erc">.167,ops+:lugging">.298,bases:6,double_plays:0,hit_by_pitch:1,sac_hits:7,sac_flies:1,intentional_walks:0
pos:P,name:Donne Wall,age:29,games:7,plate_appearances:12,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.100,onbase:.182,slugging:.100,ops:erc">.100,ops+:lugging">.282,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jose Lima,age:24,games:50,plate_appearances:5,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Tommy Greene,age:30,games:2,plate_appearances:4,at_bats:3,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.667,ops:erc">.667,ops+:lugging">1.000,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Magnante,age:32,games:38,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tom Martin,age:27,games:52,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Cabrera,age:25,games:12,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Billy Wagner,age:25,games:61,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Russ Springer,age:28,games:53,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sid Fernandez,age:34,games:1,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Manuel Barrios,age:22,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Blas Minor,age:31,games:10,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Hudek,age:30,games:38,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Oscar Henriquez,age:23,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
