pos:C,name:Bob Boone,age:26,games:146,plate_appearances:541,at_bats:488,runs:41,hits:118,doubles:24,triples:3,home_runs:3,runs_batted_in:52,stolen_bases:3,caught_stealing:1,walks:35,strikeouts:29,batting_avg:.242,onbase:.295,slugging:.322,ops:erc">.322,ops+:lugging">.617,bases:157,double_plays:16,hit_by_pitch:4,sac_hits:9,sac_flies:5,intentional_walks:9
pos:1B,name:Willie Montanez,age:26,games:143,plate_appearances:571,at_bats:527,runs:55,hits:160,doubles:33,triples:1,home_runs:7,runs_batted_in:79,stolen_bases:3,caught_stealing:6,walks:32,strikeouts:57,batting_avg:.304,onbase:.343,slugging:.410,ops:erc">.410,ops+:lugging">.753,bases:216,double_plays:9,hit_by_pitch:3,sac_hits:2,sac_flies:7,intentional_walks:6
pos:2B,name:Dave Cash,age:26,games:162,plate_appearances:745,at_bats:687,runs:89,hits:206,doubles:26,triples:11,home_runs:2,runs_batted_in:58,stolen_bases:20,caught_stealing:8,walks:46,strikeouts:33,batting_avg:.300,onbase:.351,slugging:.378,ops:erc">.378,ops+:lugging">.729,bases:260,double_plays:11,hit_by_pitch:9,sac_hits:1,sac_flies:2,intentional_walks:4
pos:SS,name:Larry Bowa,age:28,games:162,plate_appearances:720,at_bats:669,runs:97,hits:184,doubles:19,triples:10,home_runs:1,runs_batted_in:36,stolen_bases:39,caught_stealing:11,walks:23,strikeouts:52,batting_avg:.275,onbase:.298,slugging:.338,ops:erc">.338,ops+:lugging">.636,bases:226,double_plays:11,hit_by_pitch:1,sac_hits:20,sac_flies:4,intentional_walks:0
pos:3B,name:Mike Schmidt,age:24,games:162,plate_appearances:686,at_bats:568,runs:108,hits:160,doubles:28,triples:7,home_runs:36,runs_batted_in:116,stolen_bases:23,caught_stealing:12,walks:106,strikeouts:138,batting_avg:.282,onbase:.395,slugging:.546,ops:erc">.546,ops+:lugging">.941,bases:310,double_plays:4,hit_by_pitch:4,sac_hits:3,sac_flies:5,intentional_walks:14
pos:LF,name:Greg Luzinski,age:23,games:85,plate_appearances:336,at_bats:302,runs:29,hits:82,doubles:14,triples:1,home_runs:7,runs_batted_in:48,stolen_bases:3,caught_stealing:0,walks:29,strikeouts:76,batting_avg:.272,onbase:.330,slugging:.394,ops:erc">.394,ops+:lugging">.724,bases:119,double_plays:8,hit_by_pitch:0,sac_hits:0,sac_flies:5,intentional_walks:3
pos:CF,name:Del Unser,age:29,games:142,plate_appearances:516,at_bats:454,runs:72,hits:120,doubles:18,triples:5,home_runs:11,runs_batted_in:61,stolen_bases:6,caught_stealing:4,walks:50,strikeouts:62,batting_avg:.264,onbase:.337,slugging:.399,ops:erc">.399,ops+:lugging">.736,bases:181,double_plays:7,hit_by_pitch:1,sac_hits:9,sac_flies:2,intentional_walks:9
pos:RF,name:Mike Anderson,age:23,games:145,plate_appearances:435,at_bats:395,runs:35,hits:99,doubles:22,triples:2,home_runs:5,runs_batted_in:34,stolen_bases:2,caught_stealing:1,walks:37,strikeouts:75,batting_avg:.251,onbase:.313,slugging:.354,ops:erc">.354,ops+:lugging">.667,bases:140,double_plays:14,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:13
pos:OF,name:Bill Robinson,age:31,games:100,plate_appearances:304,at_bats:280,runs:32,hits:66,doubles:14,triples:1,home_runs:5,runs_batted_in:29,stolen_bases:5,caught_stealing:3,walks:17,strikeouts:61,batting_avg:.236,onbase:.280,slugging:.346,ops:erc">.346,ops+:lugging">.626,bases:97,double_plays:13,hit_by_pitch:1,sac_hits:4,sac_flies:2,intentional_walks:4
pos:UT,name:Tom Hutton,age:28,games:96,plate_appearances:242,at_bats:208,runs:32,hits:50,doubles:6,triples:3,home_runs:4,runs_batted_in:33,stolen_bases:2,caught_stealing:2,walks:30,strikeouts:13,batting_avg:.240,onbase:.331,slugging:.356,ops:erc">.356,ops+:lugging">.686,bases:74,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:8
pos:OF,name:Jay Johnstone,age:28,games:64,plate_appearances:224,at_bats:200,runs:30,hits:59,doubles:10,triples:4,home_runs:6,runs_batted_in:30,stolen_bases:5,caught_stealing:5,walks:24,strikeouts:28,batting_avg:.295,onbase:.371,slugging:.475,ops:erc">.475,ops+:lugging">.846,bases:95,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:4
