pos:C,name:Bob Boone,age:31,games:119,plate_appearances:454,at_bats:398,runs:38,hits:114,doubles:21,triples:3,home_runs:9,runs_batted_in:58,stolen_bases:1,caught_stealing:4,walks:49,strikeouts:33,batting_avg:.286,onbase:.367,slugging:.422,ops:erc">.422,ops+:lugging">.789,bases:168,double_plays:9,hit_by_pitch:2,sac_hits:4,sac_flies:1,intentional_walks:9
pos:1B,name:Pete Rose,age:38,games:163,plate_appearances:732,at_bats:628,runs:90,hits:208,doubles:40,triples:5,home_runs:4,runs_batted_in:59,stolen_bases:20,caught_stealing:11,walks:95,strikeouts:32,batting_avg:.331,onbase:.418,slugging:.430,ops:erc">.430,ops+:lugging">.848,bases:270,double_plays:18,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:10
pos:2B,name:Manny Trillo,age:28,games:118,plate_appearances:467,at_bats:431,runs:40,hits:112,doubles:22,triples:1,home_runs:6,runs_batted_in:42,stolen_bases:4,caught_stealing:7,walks:20,strikeouts:59,batting_avg:.260,onbase:.296,slugging:.357,ops:erc">.357,ops+:lugging">.654,bases:154,double_plays:13,hit_by_pitch:4,sac_hits:8,sac_flies:4,intentional_walks:3
pos:SS,name:Larry Bowa,age:33,games:147,plate_appearances:619,at_bats:539,runs:74,hits:130,doubles:17,triples:11,home_runs:0,runs_batted_in:31,stolen_bases:20,caught_stealing:9,walks:61,strikeouts:32,batting_avg:.241,onbase:.316,slugging:.314,ops:erc">.314,ops+:lugging">.630,bases:169,double_plays:11,hit_by_pitch:1,sac_hits:12,sac_flies:6,intentional_walks:5
pos:3B,name:Mike Schmidt,age:29,games:160,plate_appearances:675,at_bats:541,runs:109,hits:137,doubles:25,triples:4,home_runs:45,runs_batted_in:114,stolen_bases:9,caught_stealing:5,walks:120,strikeouts:115,batting_avg:.253,onbase:.386,slugging:.564,ops:erc">.564,ops+:lugging">.950,bases:305,double_plays:13,hit_by_pitch:3,sac_hits:2,sac_flies:9,intentional_walks:12
pos:LF,name:Greg Luzinski,age:28,games:137,plate_appearances:525,at_bats:452,runs:47,hits:114,doubles:23,triples:1,home_runs:18,runs_batted_in:81,stolen_bases:3,caught_stealing:3,walks:56,strikeouts:103,batting_avg:.252,onbase:.343,slugging:.427,ops:erc">.427,ops+:lugging">.770,bases:193,double_plays:10,hit_by_pitch:10,sac_hits:0,sac_flies:7,intentional_walks:5
pos:CF,name:Garry Maddox,age:29,games:148,plate_appearances:577,at_bats:548,runs:70,hits:154,doubles:28,triples:6,home_runs:13,runs_batted_in:61,stolen_bases:26,caught_stealing:13,walks:17,strikeouts:71,batting_avg:.281,onbase:.304,slugging:.425,ops:erc">.425,ops+:lugging">.729,bases:233,double_plays:8,hit_by_pitch:4,sac_hits:1,sac_flies:7,intentional_walks:5
pos:RF,name:Bake McBride,age:30,games:151,plate_appearances:637,at_bats:582,runs:82,hits:163,doubles:16,triples:12,home_runs:12,runs_batted_in:60,stolen_bases:25,caught_stealing:14,walks:41,strikeouts:77,batting_avg:.280,onbase:.328,slugging:.411,ops:erc">.411,ops+:lugging">.739,bases:239,double_plays:6,hit_by_pitch:4,sac_hits:3,sac_flies:7,intentional_walks:3
pos:OF,name:Greg Gross,age:26,games:111,plate_appearances:206,at_bats:174,runs:21,hits:58,doubles:6,triples:3,home_runs:0,runs_batted_in:15,stolen_bases:5,caught_stealing:2,walks:29,strikeouts:5,batting_avg:.333,onbase:.422,slugging:.402,ops:erc">.402,ops+:lugging">.825,bases:70,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:4
pos:C,name:Tim McCarver,age:37,games:79,plate_appearances:161,at_bats:137,runs:13,hits:33,doubles:5,triples:1,home_runs:1,runs_batted_in:12,stolen_bases:2,caught_stealing:0,walks:19,strikeouts:12,batting_avg:.241,onbase:.333,slugging:.314,ops:erc">.314,ops+:lugging">.647,bases:43,double_plays:7,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:5
pos:UT,name:Del Unser,age:34,games:95,plate_appearances:159,at_bats:141,runs:26,hits:42,doubles:8,triples:0,home_runs:6,runs_batted_in:29,stolen_bases:2,caught_stealing:0,walks:14,strikeouts:33,batting_avg:.298,onbase:.354,slugging:.482,ops:erc">.482,ops+:lugging">.837,bases:68,double_plays:4,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:2
pos:OF,name:Mike Anderson,age:28,games:79,plate_appearances:91,at_bats:78,runs:12,hits:18,doubles:4,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:1,caught_stealing:2,walks:13,strikeouts:14,batting_avg:.231,onbase:.341,slugging:.321,ops:erc">.321,ops+:lugging">.661,bases:25,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Bud Harrelson,age:35,games:53,plate_appearances:87,at_bats:71,runs:7,hits:20,doubles:6,triples:0,home_runs:0,runs_batted_in:7,stolen_bases:3,caught_stealing:3,walks:13,strikeouts:14,batting_avg:.282,onbase:.395,slugging:.366,ops:erc">.366,ops+:lugging">.762,bases:26,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:MI,name:Rudy Meoli,age:28,games:30,plate_appearances:84,at_bats:73,runs:2,hits:13,doubles:4,triples:1,home_runs:0,runs_batted_in:6,stolen_bases:2,caught_stealing:0,walks:9,strikeouts:15,batting_avg:.178,onbase:.268,slugging:.260,ops:erc">.260,ops+:lugging">.529,bases:19,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:1
pos:2B,name:Ramon Aviles,age:27,games:27,plate_appearances:73,at_bats:61,runs:7,hits:17,doubles:2,triples:0,home_runs:0,runs_batted_in:12,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:8,batting_avg:.279,onbase:.371,slugging:.311,ops:erc">.311,ops+:lugging">.683,bases:19,double_plays:1,hit_by_pitch:1,sac_hits:3,sac_flies:0,intentional_walks:1
pos:C,name:Dave Rader,age:30,games:31,plate_appearances:62,at_bats:54,runs:3,hits:11,doubles:1,triples:1,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:7,batting_avg:.204,onbase:.283,slugging:.315,ops:erc">.315,ops+:lugging">.598,bases:17,double_plays:3,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:OF,name:Jose Cardenal,age:35,games:29,plate_appearances:56,at_bats:48,runs:4,hits:10,doubles:3,triples:0,home_runs:0,runs_batted_in:9,stolen_bases:1,caught_stealing:0,walks:8,strikeouts:8,batting_avg:.208,onbase:.321,slugging:.271,ops:erc">.271,ops+:lugging">.592,bases:13,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Keith Moreland,age:25,games:14,plate_appearances:51,at_bats:48,runs:3,hits:18,doubles:3,triples:2,home_runs:0,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:5,batting_avg:.375,onbase:.412,slugging:.521,ops:erc">.521,ops+:lugging">.933,bases:25,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Lonnie Smith,age:23,games:17,plate_appearances:31,at_bats:30,runs:4,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:2,caught_stealing:1,walks:1,strikeouts:7,batting_avg:.167,onbase:.194,slugging:.233,ops:erc">.233,ops+:lugging">.427,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:John Poff,age:26,games:12,plate_appearances:20,at_bats:19,runs:2,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.105,onbase:.150,slugging:.158,ops:erc">.158,ops+:lugging">.308,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:John Vukovich,age:31,games:10,plate_appearances:15,at_bats:15,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.200,onbase:.200,slugging:.267,ops:erc">.267,ops+:lugging">.467,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Pete Mackanin,age:27,games:13,plate_appearances:10,at_bats:9,runs:2,hits:1,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.111,onbase:.200,slugging:.444,ops:erc">.444,ops+:lugging">.644,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Carlton,age:34,games:36,plate_appearances:102,at_bats:94,runs:9,hits:21,doubles:3,triples:0,home_runs:0,runs_batted_in:10,stolen_bases:1,caught_stealing:0,walks:3,strikeouts:17,batting_avg:.223,onbase:.253,slugging:.255,ops:erc">.255,ops+:lugging">.508,bases:24,double_plays:4,hit_by_pitch:1,sac_hits:2,sac_flies:1,intentional_walks:0
pos:P,name:Nino Espinosa,age:25,games:36,plate_appearances:80,at_bats:72,runs:3,hits:14,doubles:2,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:15,batting_avg:.194,onbase:.237,slugging:.222,ops:erc">.222,ops+:lugging">.459,bases:16,double_plays:2,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Randy Lerch,age:24,games:38,plate_appearances:79,at_bats:72,runs:6,hits:11,doubles:2,triples:1,home_runs:1,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:3,strikeouts:8,batting_avg:.153,onbase:.184,slugging:.250,ops:erc">.250,ops+:lugging">.434,bases:18,double_plays:2,hit_by_pitch:0,sac_hits:3,sac_flies:1,intentional_walks:0
pos:P,name:Dick Ruthven,age:28,games:21,plate_appearances:47,at_bats:41,runs:2,hits:6,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:11,batting_avg:.146,onbase:.222,slugging:.146,ops:erc">.146,ops+:lugging">.369,bases:6,double_plays:0,hit_by_pitch:2,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Larry Christenson,age:25,games:19,plate_appearances:36,at_bats:31,runs:4,hits:9,doubles:3,triples:1,home_runs:1,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:13,batting_avg:.290,onbase:.333,slugging:.548,ops:erc">.548,ops+:lugging">.882,bases:17,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Dickie Noles,age:22,games:14,plate_appearances:33,at_bats:30,runs:1,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:15,batting_avg:.100,onbase:.156,slugging:.133,ops:erc">.133,ops+:lugging">.290,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ron Reed,age:36,games:61,plate_appearances:13,at_bats:10,runs:1,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.300,onbase:.364,slugging:.400,ops:erc">.400,ops+:lugging">.764,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Saucier,age:22,games:29,plate_appearances:10,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rawly Eastwick,age:28,games:51,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tug McGraw,age:34,games:65,plate_appearances:7,at_bats:6,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Doug Bird,age:29,games:32,plate_appearances:7,at_bats:6,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:4,batting_avg:.167,onbase:.286,slugging:.167,ops:erc">.167,ops+:lugging">.452,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dan Larson,age:24,games:3,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jim Kaat,age:40,games:3,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.500,slugging:.000,ops:erc">.000,ops+:lugging">.500,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jim Lonborg,age:37,games:4,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Warren Brusstar,age:27,games:13,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jack Kucek,age:26,games:4,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
