pos:C,name:Jorge Posada,age:27,games:112,plate_appearances:437,at_bats:379,runs:50,hits:93,doubles:19,triples:2,home_runs:12,runs_batted_in:57,stolen_bases:1,caught_stealing:0,walks:53,strikeouts:91,batting_avg:.245,onbase:.341,slugging:.401,ops:erc">.401,ops+:lugging">.742,bases:152,double_plays:9,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:2
pos:1B,name:Tino Martinez,age:31,games:159,plate_appearances:665,at_bats:589,runs:95,hits:155,doubles:27,triples:2,home_runs:28,runs_batted_in:105,stolen_bases:3,caught_stealing:4,walks:69,strikeouts:86,batting_avg:.263,onbase:.341,slugging:.458,ops:erc">.458,ops+:lugging">.800,bases:270,double_plays:14,hit_by_pitch:3,sac_hits:0,sac_flies:4,intentional_walks:7
pos:2B,name:Chuck Knoblauch,age:30,games:150,plate_appearances:715,at_bats:603,runs:120,hits:176,doubles:36,triples:4,home_runs:18,runs_batted_in:68,stolen_bases:28,caught_stealing:9,walks:83,strikeouts:57,batting_avg:.292,onbase:.393,slugging:.454,ops:erc">.454,ops+:lugging">.848,bases:274,double_plays:7,hit_by_pitch:21,sac_hits:3,sac_flies:5,intentional_walks:0
pos:SS,name:Derek Jeter,age:25,games:158,plate_appearances:739,at_bats:627,runs:134,hits:219,doubles:37,triples:9,home_runs:24,runs_batted_in:102,stolen_bases:19,caught_stealing:8,walks:91,strikeouts:116,batting_avg:.349,onbase:.438,slugging:.552,ops:erc">.552,ops+:lugging">.989,bases:346,double_plays:12,hit_by_pitch:12,sac_hits:3,sac_flies:6,intentional_walks:5
pos:3B,name:Scott Brosius,age:32,games:133,plate_appearances:529,at_bats:473,runs:64,hits:117,doubles:26,triples:1,home_runs:17,runs_batted_in:71,stolen_bases:9,caught_stealing:3,walks:39,strikeouts:74,batting_avg:.247,onbase:.307,slugging:.414,ops:erc">.414,ops+:lugging">.722,bases:196,double_plays:13,hit_by_pitch:6,sac_hits:2,sac_flies:9,intentional_walks:2
pos:LF,name:Ricky Ledee,age:25,games:88,plate_appearances:280,at_bats:250,runs:45,hits:69,doubles:13,triples:5,home_runs:9,runs_batted_in:40,stolen_bases:4,caught_stealing:3,walks:28,strikeouts:73,batting_avg:.276,onbase:.346,slugging:.476,ops:erc">.476,ops+:lugging">.822,bases:119,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:5
pos:CF,name:Bernie Williams,age:30,games:158,plate_appearances:697,at_bats:591,runs:116,hits:202,doubles:28,triples:6,home_runs:25,runs_batted_in:115,stolen_bases:9,caught_stealing:10,walks:100,strikeouts:95,batting_avg:.342,onbase:.435,slugging:.536,ops:erc">.536,ops+:lugging">.971,bases:317,double_plays:11,hit_by_pitch:1,sac_hits:0,sac_flies:5,intentional_walks:17
pos:RF,name:Paul O'Neill,age:36,games:153,plate_appearances:675,at_bats:597,runs:70,hits:170,doubles:39,triples:4,home_runs:19,runs_batted_in:110,stolen_bases:11,caught_stealing:9,walks:66,strikeouts:89,batting_avg:.285,onbase:.353,slugging:.459,ops:erc">.459,ops+:lugging">.812,bases:274,double_plays:24,hit_by_pitch:2,sac_hits:0,sac_flies:10,intentional_walks:1
pos:DH,name:Chili Davis,age:39,games:146,plate_appearances:554,at_bats:476,runs:59,hits:128,doubles:25,triples:1,home_runs:19,runs_batted_in:78,stolen_bases:4,caught_stealing:1,walks:73,strikeouts:100,batting_avg:.269,onbase:.366,slugging:.445,ops:erc">.445,ops+:lugging">.812,bases:212,double_plays:12,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:7
pos:LF,name:Chad Curtis,age:30,games:96,plate_appearances:245,at_bats:195,runs:37,hits:51,doubles:6,triples:0,home_runs:5,runs_batted_in:24,stolen_bases:8,caught_stealing:4,walks:43,strikeouts:35,batting_avg:.262,onbase:.398,slugging:.369,ops:erc">.369,ops+:lugging">.767,bases:72,double_plays:6,hit_by_pitch:3,sac_hits:1,sac_flies:3,intentional_walks:0
pos:C,name:Joe Girardi,age:34,games:65,plate_appearances:229,at_bats:209,runs:23,hits:50,doubles:16,triples:1,home_runs:2,runs_batted_in:27,stolen_bases:3,caught_stealing:1,walks:10,strikeouts:26,batting_avg:.239,onbase:.271,slugging:.354,ops:erc">.354,ops+:lugging">.626,bases:74,double_plays:16,hit_by_pitch:0,sac_hits:8,sac_flies:2,intentional_walks:0
