pos:C,name:Thurman Munson,age:24,games:125,plate_appearances:517,at_bats:451,runs:71,hits:113,doubles:15,triples:4,home_runs:10,runs_batted_in:42,stolen_bases:6,caught_stealing:5,walks:52,strikeouts:65,batting_avg:.251,onbase:.335,slugging:.368,ops:erc">.368,ops+:lugging">.703,bases:166,double_plays:10,hit_by_pitch:7,sac_hits:4,sac_flies:3,intentional_walks:1
pos:1B,name:John Ellis,age:22,games:83,plate_appearances:271,at_bats:238,runs:16,hits:58,doubles:12,triples:1,home_runs:3,runs_batted_in:34,stolen_bases:0,caught_stealing:0,walks:23,strikeouts:42,batting_avg:.244,onbase:.322,slugging:.340,ops:erc">.340,ops+:lugging">.663,bases:81,double_plays:12,hit_by_pitch:6,sac_hits:1,sac_flies:3,intentional_walks:5
pos:2B,name:Horace Clarke,age:31,games:159,plate_appearances:696,at_bats:625,runs:76,hits:156,doubles:23,triples:7,home_runs:2,runs_batted_in:41,stolen_bases:17,caught_stealing:7,walks:64,strikeouts:43,batting_avg:.250,onbase:.321,slugging:.318,ops:erc">.318,ops+:lugging">.639,bases:199,double_plays:14,hit_by_pitch:2,sac_hits:4,sac_flies:1,intentional_walks:2
pos:SS,name:Gene Michael,age:33,games:139,plate_appearances:513,at_bats:456,runs:36,hits:102,doubles:15,triples:0,home_runs:3,runs_batted_in:35,stolen_bases:3,caught_stealing:3,walks:48,strikeouts:64,batting_avg:.224,onbase:.299,slugging:.276,ops:erc">.276,ops+:lugging">.576,bases:126,double_plays:17,hit_by_pitch:3,sac_hits:3,sac_flies:4,intentional_walks:8
pos:3B,name:Jerry Kenney,age:26,games:120,plate_appearances:395,at_bats:325,runs:50,hits:85,doubles:10,triples:3,home_runs:0,runs_batted_in:20,stolen_bases:9,caught_stealing:8,walks:56,strikeouts:38,batting_avg:.262,onbase:.368,slugging:.311,ops:erc">.311,ops+:lugging">.679,bases:101,double_plays:10,hit_by_pitch:1,sac_hits:9,sac_flies:4,intentional_walks:3
pos:LF,name:Roy White,age:27,games:147,plate_appearances:634,at_bats:524,runs:86,hits:153,doubles:22,triples:7,home_runs:19,runs_batted_in:84,stolen_bases:14,caught_stealing:7,walks:86,strikeouts:66,batting_avg:.292,onbase:.388,slugging:.469,ops:erc">.469,ops+:lugging">.857,bases:246,double_plays:10,hit_by_pitch:7,sac_hits:0,sac_flies:17,intentional_walks:7
pos:CF,name:Bobby Murcer,age:25,games:146,plate_appearances:624,at_bats:529,runs:94,hits:175,doubles:25,triples:6,home_runs:25,runs_batted_in:94,stolen_bases:14,caught_stealing:8,walks:91,strikeouts:60,batting_avg:.331,onbase:.427,slugging:.543,ops:erc">.543,ops+:lugging">.969,bases:287,double_plays:9,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:13
pos:RF,name:Felipe Alou,age:36,games:131,plate_appearances:501,at_bats:461,runs:52,hits:133,doubles:20,triples:6,home_runs:8,runs_batted_in:69,stolen_bases:5,caught_stealing:5,walks:32,strikeouts:24,batting_avg:.289,onbase:.334,slugging:.410,ops:erc">.410,ops+:lugging">.744,bases:189,double_plays:15,hit_by_pitch:2,sac_hits:1,sac_flies:5,intentional_walks:3
pos:CI,name:Danny Cater,age:31,games:121,plate_appearances:456,at_bats:428,runs:39,hits:118,doubles:16,triples:5,home_runs:4,runs_batted_in:50,stolen_bases:0,caught_stealing:3,walks:19,strikeouts:25,batting_avg:.276,onbase:.308,slugging:.364,ops:erc">.364,ops+:lugging">.672,bases:156,double_plays:18,hit_by_pitch:2,sac_hits:4,sac_flies:3,intentional_walks:4
pos:C,name:Jake Gibbs,age:32,games:70,plate_appearances:224,at_bats:206,runs:23,hits:45,doubles:9,triples:0,home_runs:5,runs_batted_in:21,stolen_bases:2,caught_stealing:2,walks:12,strikeouts:23,batting_avg:.218,onbase:.270,slugging:.335,ops:erc">.335,ops+:lugging">.605,bases:69,double_plays:3,hit_by_pitch:3,sac_hits:2,sac_flies:1,intentional_walks:1
pos:RF,name:Ron Blomberg,age:22,games:64,plate_appearances:216,at_bats:199,runs:30,hits:64,doubles:6,triples:2,home_runs:7,runs_batted_in:31,stolen_bases:2,caught_stealing:4,walks:14,strikeouts:23,batting_avg:.322,onbase:.363,slugging:.477,ops:erc">.477,ops+:lugging">.840,bases:95,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:3
pos:RF,name:Ron Swoboda,age:27,games:54,plate_appearances:170,at_bats:138,runs:17,hits:36,doubles:2,triples:1,home_runs:2,runs_batted_in:20,stolen_bases:0,caught_stealing:0,walks:27,strikeouts:35,batting_avg:.261,onbase:.391,slugging:.333,ops:erc">.333,ops+:lugging">.724,bases:46,double_plays:4,hit_by_pitch:3,sac_hits:1,sac_flies:1,intentional_walks:1
pos:3B,name:Ron Hansen,age:33,games:61,plate_appearances:159,at_bats:145,runs:6,hits:30,doubles:3,triples:0,home_runs:2,runs_batted_in:20,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:27,batting_avg:.207,onbase:.245,slugging:.269,ops:erc">.269,ops+:lugging">.514,bases:39,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:5,intentional_walks:2
pos:SS,name:Frank Baker,age:24,games:43,plate_appearances:98,at_bats:79,runs:9,hits:11,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:3,caught_stealing:0,walks:16,strikeouts:22,batting_avg:.139,onbase:.281,slugging:.165,ops:erc">.165,ops+:lugging">.446,bases:13,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:3
pos:RF,name:Jim Lyttle,age:25,games:49,plate_appearances:97,at_bats:86,runs:7,hits:17,doubles:5,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:2,walks:8,strikeouts:18,batting_avg:.198,onbase:.271,slugging:.291,ops:erc">.291,ops+:lugging">.562,bases:25,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:2
pos:UT,name:Curt Blefary,age:27,games:21,plate_appearances:39,at_bats:36,runs:4,hits:7,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:5,batting_avg:.194,onbase:.256,slugging:.306,ops:erc">.306,ops+:lugging">.562,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Ron Woods,age:28,games:25,plate_appearances:36,at_bats:32,runs:4,hits:8,doubles:1,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:2,batting_avg:.250,onbase:.333,slugging:.375,ops:erc">.375,ops+:lugging">.708,bases:12,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
