pos:C,name:Yadier Molina,age:26,games:140,plate_appearances:544,at_bats:481,runs:45,hits:141,doubles:23,triples:1,home_runs:6,runs_batted_in:54,stolen_bases:9,caught_stealing:3,walks:50,strikeouts:39,batting_avg:.293,onbase:.366,slugging:.383,ops:erc">.383,ops+:lugging">.749,bases:184,double_plays:27,hit_by_pitch:6,sac_hits:6,sac_flies:1,intentional_walks:2
pos:1B,name:Albert Pujols,age:29,games:160,plate_appearances:700,at_bats:568,runs:124,hits:186,doubles:45,triples:1,home_runs:47,runs_batted_in:135,stolen_bases:16,caught_stealing:4,walks:115,strikeouts:64,batting_avg:.327,onbase:.443,slugging:.658,ops:erc">.658,ops+:lugging">1.101,bases:374,double_plays:23,hit_by_pitch:9,sac_hits:0,sac_flies:8,intentional_walks:44
pos:2B,name:Skip Schumaker,age:29,games:153,plate_appearances:586,at_bats:532,runs:85,hits:161,doubles:34,triples:1,home_runs:4,runs_batted_in:35,stolen_bases:2,caught_stealing:2,walks:52,strikeouts:69,batting_avg:.303,onbase:.364,slugging:.393,ops:erc">.393,ops+:lugging">.757,bases:209,double_plays:4,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:2
pos:SS,name:Brendan Ryan,age:27,games:129,plate_appearances:429,at_bats:390,runs:55,hits:114,doubles:19,triples:7,home_runs:3,runs_batted_in:37,stolen_bases:14,caught_stealing:7,walks:24,strikeouts:56,batting_avg:.292,onbase:.340,slugging:.400,ops:erc">.400,ops+:lugging">.740,bases:156,double_plays:9,hit_by_pitch:6,sac_hits:6,sac_flies:3,intentional_walks:3
pos:3B,name:Mark DeRosa,age:34,games:68,plate_appearances:262,at_bats:237,runs:31,hits:54,doubles:10,triples:1,home_runs:10,runs_batted_in:28,stolen_bases:2,caught_stealing:1,walks:18,strikeouts:58,batting_avg:.228,onbase:.291,slugging:.405,ops:erc">.405,ops+:lugging">.696,bases:96,double_plays:5,hit_by_pitch:4,sac_hits:1,sac_flies:2,intentional_walks:0
pos:LF,name:Matt Holliday,age:29,games:63,plate_appearances:270,at_bats:235,runs:42,hits:83,doubles:16,triples:2,home_runs:13,runs_batted_in:55,stolen_bases:2,caught_stealing:4,walks:26,strikeouts:43,batting_avg:.353,onbase:.419,slugging:.604,ops:erc">.604,ops+:lugging">1.023,bases:142,double_plays:5,hit_by_pitch:4,sac_hits:0,sac_flies:5,intentional_walks:5
pos:CF,name:Colby Rasmus,age:22,games:147,plate_appearances:520,at_bats:474,runs:72,hits:119,doubles:22,triples:2,home_runs:16,runs_batted_in:52,stolen_bases:3,caught_stealing:1,walks:36,strikeouts:95,batting_avg:.251,onbase:.307,slugging:.407,ops:erc">.407,ops+:lugging">.714,bases:193,double_plays:5,hit_by_pitch:3,sac_hits:5,sac_flies:2,intentional_walks:3
pos:RF,name:Ryan Ludwick,age:30,games:139,plate_appearances:542,at_bats:486,runs:63,hits:129,doubles:20,triples:1,home_runs:22,runs_batted_in:97,stolen_bases:4,caught_stealing:2,walks:41,strikeouts:106,batting_avg:.265,onbase:.329,slugging:.447,ops:erc">.447,ops+:lugging">.775,bases:217,double_plays:5,hit_by_pitch:7,sac_hits:1,sac_flies:4,intentional_walks:3
pos:OF,name:Rick Ankiel,age:29,games:122,plate_appearances:404,at_bats:372,runs:50,hits:86,doubles:21,triples:2,home_runs:11,runs_batted_in:38,stolen_bases:4,caught_stealing:3,walks:26,strikeouts:99,batting_avg:.231,onbase:.285,slugging:.387,ops:erc">.387,ops+:lugging">.672,bases:144,double_plays:5,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:4
pos:IF,name:Joe Thurston,age:29,games:124,plate_appearances:307,at_bats:267,runs:27,hits:60,doubles:17,triples:4,home_runs:1,runs_batted_in:25,stolen_bases:4,caught_stealing:2,walks:33,strikeouts:56,batting_avg:.225,onbase:.316,slugging:.330,ops:erc">.330,ops+:lugging">.645,bases:88,double_plays:9,hit_by_pitch:3,sac_hits:3,sac_flies:1,intentional_walks:5
pos:LF,name:Chris Duncan,age:28,games:87,plate_appearances:304,at_bats:260,runs:25,hits:59,doubles:15,triples:2,home_runs:5,runs_batted_in:32,stolen_bases:0,caught_stealing:1,walks:41,strikeouts:67,batting_avg:.227,onbase:.329,slugging:.358,ops:erc">.358,ops+:lugging">.687,bases:93,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:1
