pos:C,name:Tony Pena,age:31,games:149,plate_appearances:546,at_bats:505,runs:55,hits:133,doubles:23,triples:1,home_runs:10,runs_batted_in:51,stolen_bases:6,caught_stealing:2,walks:33,strikeouts:60,batting_avg:.263,onbase:.308,slugging:.372,ops:erc">.372,ops+:lugging">.680,bases:188,double_plays:12,hit_by_pitch:1,sac_hits:3,sac_flies:4,intentional_walks:11
pos:1B,name:Bob Horner,age:30,games:60,plate_appearances:247,at_bats:206,runs:15,hits:53,doubles:9,triples:1,home_runs:3,runs_batted_in:33,stolen_bases:0,caught_stealing:0,walks:32,strikeouts:23,batting_avg:.257,onbase:.348,slugging:.354,ops:erc">.354,ops+:lugging">.703,bases:73,double_plays:9,hit_by_pitch:1,sac_hits:0,sac_flies:8,intentional_walks:6
pos:2B,name:Luis Alicea,age:22,games:93,plate_appearances:330,at_bats:297,runs:20,hits:63,doubles:10,triples:4,home_runs:1,runs_batted_in:24,stolen_bases:1,caught_stealing:1,walks:25,strikeouts:32,batting_avg:.212,onbase:.276,slugging:.283,ops:erc">.283,ops+:lugging">.559,bases:84,double_plays:12,hit_by_pitch:2,sac_hits:4,sac_flies:2,intentional_walks:4
pos:SS,name:Ozzie Smith,age:33,games:153,plate_appearances:669,at_bats:575,runs:80,hits:155,doubles:27,triples:1,home_runs:3,runs_batted_in:51,stolen_bases:57,caught_stealing:9,walks:74,strikeouts:43,batting_avg:.270,onbase:.350,slugging:.336,ops:erc">.336,ops+:lugging">.686,bases:193,double_plays:7,hit_by_pitch:1,sac_hits:12,sac_flies:7,intentional_walks:2
pos:3B,name:Terry Pendleton,age:27,games:110,plate_appearances:421,at_bats:391,runs:44,hits:99,doubles:20,triples:2,home_runs:6,runs_batted_in:53,stolen_bases:3,caught_stealing:3,walks:21,strikeouts:51,batting_avg:.253,onbase:.293,slugging:.361,ops:erc">.361,ops+:lugging">.653,bases:141,double_plays:9,hit_by_pitch:2,sac_hits:4,sac_flies:3,intentional_walks:4
pos:LF,name:Vince Coleman,age:26,games:153,plate_appearances:679,at_bats:616,runs:77,hits:160,doubles:20,triples:10,home_runs:3,runs_batted_in:38,stolen_bases:81,caught_stealing:27,walks:49,strikeouts:111,batting_avg:.260,onbase:.313,slugging:.339,ops:erc">.339,ops+:lugging">.652,bases:209,double_plays:4,hit_by_pitch:1,sac_hits:8,sac_flies:5,intentional_walks:4
pos:CF,name:Willie McGee,age:29,games:137,plate_appearances:600,at_bats:562,runs:73,hits:164,doubles:24,triples:6,home_runs:3,runs_batted_in:50,stolen_bases:41,caught_stealing:6,walks:32,strikeouts:84,batting_avg:.292,onbase:.329,slugging:.372,ops:erc">.372,ops+:lugging">.701,bases:209,double_plays:10,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:5
pos:RF,name:Tom Brunansky,age:27,games:143,plate_appearances:613,at_bats:523,runs:69,hits:128,doubles:22,triples:4,home_runs:22,runs_batted_in:79,stolen_bases:16,caught_stealing:6,walks:79,strikeouts:82,batting_avg:.245,onbase:.345,slugging:.428,ops:erc">.428,ops+:lugging">.773,bases:224,double_plays:17,hit_by_pitch:4,sac_hits:1,sac_flies:6,intentional_walks:6
pos:IF,name:Jose Oquendo,age:24,games:148,plate_appearances:518,at_bats:451,runs:36,hits:125,doubles:10,triples:1,home_runs:7,runs_batted_in:46,stolen_bases:4,caught_stealing:6,walks:52,strikeouts:40,batting_avg:.277,onbase:.350,slugging:.350,ops:erc">.350,ops+:lugging">.700,bases:158,double_plays:8,hit_by_pitch:0,sac_hits:12,sac_flies:3,intentional_walks:7
pos:UT,name:Tom Pagnozzi,age:25,games:81,plate_appearances:209,at_bats:195,runs:17,hits:55,doubles:9,triples:0,home_runs:0,runs_batted_in:15,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:32,batting_avg:.282,onbase:.319,slugging:.328,ops:erc">.328,ops+:lugging">.647,bases:64,double_plays:5,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:1
pos:1B,name:Pedro Guerrero,age:32,games:44,plate_appearances:176,at_bats:149,runs:16,hits:40,doubles:7,triples:1,home_runs:5,runs_batted_in:30,stolen_bases:2,caught_stealing:0,walks:21,strikeouts:26,batting_avg:.268,onbase:.358,slugging:.430,ops:erc">.430,ops+:lugging">.787,bases:64,double_plays:3,hit_by_pitch:2,sac_hits:0,sac_flies:4,intentional_walks:7
