pos:C,name:Mike Matheny,age:30,games:121,plate_appearances:424,at_bats:381,runs:40,hits:83,doubles:12,triples:0,home_runs:7,runs_batted_in:42,stolen_bases:0,caught_stealing:1,walks:28,strikeouts:76,batting_avg:.218,onbase:.276,slugging:.304,ops:erc">.304,ops+:lugging">.581,bases:116,double_plays:11,hit_by_pitch:4,sac_hits:8,sac_flies:3,intentional_walks:5
pos:1B,name:Mark McGwire,age:37,games:97,plate_appearances:364,at_bats:299,runs:48,hits:56,doubles:4,triples:0,home_runs:29,runs_batted_in:64,stolen_bases:0,caught_stealing:0,walks:56,strikeouts:118,batting_avg:.187,onbase:.316,slugging:.492,ops:erc">.492,ops+:lugging">.808,bases:147,double_plays:7,hit_by_pitch:3,sac_hits:0,sac_flies:6,intentional_walks:3
pos:2B,name:Fernando Vina,age:32,games:154,plate_appearances:690,at_bats:631,runs:95,hits:191,doubles:30,triples:8,home_runs:9,runs_batted_in:56,stolen_bases:17,caught_stealing:7,walks:32,strikeouts:35,batting_avg:.303,onbase:.357,slugging:.418,ops:erc">.418,ops+:lugging">.775,bases:264,double_plays:7,hit_by_pitch:22,sac_hits:3,sac_flies:2,intentional_walks:3
pos:SS,name:Edgar Renteria,age:24,games:141,plate_appearances:549,at_bats:493,runs:54,hits:128,doubles:19,triples:3,home_runs:10,runs_batted_in:57,stolen_bases:17,caught_stealing:4,walks:39,strikeouts:73,batting_avg:.260,onbase:.314,slugging:.371,ops:erc">.371,ops+:lugging">.685,bases:183,double_plays:15,hit_by_pitch:3,sac_hits:8,sac_flies:6,intentional_walks:4
pos:3B,name:Placido Polanco,age:25,games:144,plate_appearances:610,at_bats:564,runs:87,hits:173,doubles:26,triples:4,home_runs:3,runs_batted_in:38,stolen_bases:12,caught_stealing:3,walks:25,strikeouts:43,batting_avg:.307,onbase:.342,slugging:.383,ops:erc">.383,ops+:lugging">.725,bases:216,double_plays:22,hit_by_pitch:6,sac_hits:14,sac_flies:1,intentional_walks:0
pos:LF,name:Ray Lankford,age:34,games:91,plate_appearances:314,at_bats:264,runs:38,hits:62,doubles:18,triples:3,home_runs:15,runs_batted_in:39,stolen_bases:4,caught_stealing:2,walks:44,strikeouts:105,batting_avg:.235,onbase:.345,slugging:.496,ops:erc">.496,ops+:lugging">.841,bases:131,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:8
pos:CF,name:Jim Edmonds,age:31,games:150,plate_appearances:608,at_bats:500,runs:95,hits:152,doubles:38,triples:1,home_runs:30,runs_batted_in:110,stolen_bases:5,caught_stealing:5,walks:93,strikeouts:136,batting_avg:.304,onbase:.410,slugging:.564,ops:erc">.564,ops+:lugging">.974,bases:282,double_plays:8,hit_by_pitch:4,sac_hits:1,sac_flies:10,intentional_walks:12
pos:RF,name:J.D. Drew,age:25,games:109,plate_appearances:443,at_bats:375,runs:80,hits:121,doubles:18,triples:5,home_runs:27,runs_batted_in:73,stolen_bases:13,caught_stealing:3,walks:57,strikeouts:75,batting_avg:.323,onbase:.414,slugging:.613,ops:erc">.613,ops+:lugging">1.027,bases:230,double_plays:6,hit_by_pitch:4,sac_hits:3,sac_flies:4,intentional_walks:4
pos:UT,name:Albert Pujols,age:21,games:161,plate_appearances:676,at_bats:590,runs:112,hits:194,doubles:47,triples:4,home_runs:37,runs_batted_in:130,stolen_bases:1,caught_stealing:3,walks:69,strikeouts:93,batting_avg:.329,onbase:.403,slugging:.610,ops:erc">.610,ops+:lugging">1.013,bases:360,double_plays:21,hit_by_pitch:9,sac_hits:1,sac_flies:7,intentional_walks:6
pos:UT,name:Craig Paquette,age:32,games:123,plate_appearances:370,at_bats:340,runs:47,hits:96,doubles:17,triples:0,home_runs:15,runs_batted_in:64,stolen_bases:3,caught_stealing:1,walks:18,strikeouts:67,batting_avg:.282,onbase:.326,slugging:.465,ops:erc">.465,ops+:lugging">.791,bases:158,double_plays:11,hit_by_pitch:5,sac_hits:5,sac_flies:2,intentional_walks:1
pos:C,name:Eli Marrero,age:27,games:86,plate_appearances:224,at_bats:203,runs:37,hits:54,doubles:11,triples:3,home_runs:6,runs_batted_in:23,stolen_bases:6,caught_stealing:3,walks:15,strikeouts:36,batting_avg:.266,onbase:.312,slugging:.438,ops:erc">.438,ops+:lugging">.751,bases:89,double_plays:4,hit_by_pitch:0,sac_hits:3,sac_flies:3,intentional_walks:2
pos:OF,name:Kerry Robinson,age:27,games:114,plate_appearances:207,at_bats:186,runs:34,hits:53,doubles:6,triples:1,home_runs:1,runs_batted_in:15,stolen_bases:11,caught_stealing:2,walks:12,strikeouts:20,batting_avg:.285,onbase:.330,slugging:.344,ops:erc">.344,ops+:lugging">.674,bases:64,double_plays:1,hit_by_pitch:2,sac_hits:4,sac_flies:3,intentional_walks:0
pos:1B,name:Bobby Bonilla,age:38,games:93,plate_appearances:198,at_bats:174,runs:17,hits:37,doubles:7,triples:0,home_runs:5,runs_batted_in:21,stolen_bases:1,caught_stealing:1,walks:23,strikeouts:53,batting_avg:.213,onbase:.308,slugging:.339,ops:erc">.339,ops+:lugging">.647,bases:59,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:3
pos:UT,name:Larry Sutton,age:31,games:33,plate_appearances:44,at_bats:42,runs:3,hits:5,doubles:1,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.119,onbase:.140,slugging:.214,ops:erc">.214,ops+:lugging">.354,bases:9,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:UT,name:Miguel Cairo,age:27,games:27,plate_appearances:35,at_bats:33,runs:5,hits:11,doubles:5,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:2,batting_avg:.333,onbase:.371,slugging:.576,ops:erc">.576,ops+:lugging">.947,bases:19,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Stubby Clapp,age:28,games:23,plate_appearances:26,at_bats:25,runs:0,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:7,batting_avg:.200,onbase:.231,slugging:.280,ops:erc">.280,ops+:lugging">.511,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:John Mabry,age:30,games:5,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Luis Saturria,age:24,games:13,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.400,ops:erc">.400,ops+:lugging">.600,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Bill Ortega,age:25,games:5,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
