pos:C,name:Ted Simmons,age:24,games:152,plate_appearances:662,at_bats:599,runs:66,hits:163,doubles:33,triples:6,home_runs:20,runs_batted_in:103,stolen_bases:0,caught_stealing:0,walks:47,strikeouts:35,batting_avg:.272,onbase:.327,slugging:.447,ops:erc">.447,ops+:lugging">.774,bases:268,double_plays:22,hit_by_pitch:6,sac_hits:1,sac_flies:9,intentional_walks:8
pos:OF,name:Jim Dwyer,age:24,games:74,plate_appearances:100,at_bats:86,runs:13,hits:24,doubles:1,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:16,batting_avg:.279,onbase:.360,slugging:.360,ops:erc">.360,ops+:lugging">.720,bases:31,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:2
pos:2B,name:Tom Heintzelman,age:27,games:38,plate_appearances:83,at_bats:74,runs:10,hits:17,doubles:4,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:9,strikeouts:14,batting_avg:.230,onbase:.313,slugging:.324,ops:erc">.324,ops+:lugging">.638,bases:24,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Jack Heidemann,age:24,games:47,plate_appearances:77,at_bats:70,runs:8,hits:19,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:10,batting_avg:.271,onbase:.320,slugging:.286,ops:erc">.286,ops+:lugging">.606,bases:20,double_plays:1,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:1B,name:Jim Hickman,age:37,games:50,plate_appearances:68,at_bats:60,runs:5,hits:16,doubles:0,triples:0,home_runs:2,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:8,strikeouts:10,batting_avg:.267,onbase:.353,slugging:.367,ops:erc">.367,ops+:lugging">.720,bases:22,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Jerry DaVanon,age:28,games:30,plate_appearances:47,at_bats:40,runs:4,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:5,batting_avg:.150,onbase:.255,slugging:.175,ops:erc">.175,ops+:lugging">.430,bases:7,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:1B,name:Keith Hernandez,age:20,games:14,plate_appearances:41,at_bats:34,runs:3,hits:10,doubles:1,triples:2,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:8,batting_avg:.294,onbase:.415,slugging:.441,ops:erc">.441,ops+:lugging">.856,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:SS,name:Luis Alvarado,age:25,games:17,plate_appearances:40,at_bats:36,runs:3,hits:5,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:6,batting_avg:.139,onbase:.179,slugging:.194,ops:erc">.194,ops+:lugging">.374,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:0
pos:2B,name:Ron Hunt,age:33,games:12,plate_appearances:28,at_bats:23,runs:1,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:2,batting_avg:.174,onbase:.321,slugging:.174,ops:erc">.174,ops+:lugging">.495,bases:4,double_plays:0,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Marc Hill,age:22,games:10,plate_appearances:25,at_bats:21,runs:2,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:5,batting_avg:.238,onbase:.360,slugging:.286,ops:erc">.286,ops+:lugging">.646,bases:6,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:OF,name:Danny Godby,age:27,games:13,plate_appearances:17,at_bats:13,runs:2,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:4,batting_avg:.154,onbase:.294,slugging:.154,ops:erc">.154,ops+:lugging">.448,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:2B,name:Bob Heise,age:27,games:3,plate_appearances:7,at_bats:7,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.143,onbase:.143,slugging:.143,ops:erc">.143,ops+:lugging">.286,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Richie Scheinblum,age:31,games:6,plate_appearances:6,at_bats:6,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Dick Billings,age:31,games:1,plate_appearances:5,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Stan Papi,age:23,games:8,plate_appearances:4,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:LF,name:Jerry Mumphrey,age:21,games:5,plate_appearances:2,at_bats:2,runs:2,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Larry Herndon,age:20,games:12,plate_appearances:1,at_bats:1,runs:3,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Lynn McGlothen,age:24,games:31,plate_appearances:88,at_bats:83,runs:3,hits:15,doubles:1,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:19,batting_avg:.181,onbase:.200,slugging:.193,ops:erc">.193,ops+:lugging">.393,bases:16,double_plays:1,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Bob Gibson,age:38,games:33,plate_appearances:87,at_bats:81,runs:6,hits:17,doubles:4,triples:1,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:3,strikeouts:19,batting_avg:.210,onbase:.233,slugging:.284,ops:erc">.284,ops+:lugging">.517,bases:23,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:0
pos:P,name:John Curtis,age:26,games:34,plate_appearances:73,at_bats:63,runs:7,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:30,batting_avg:.159,onbase:.209,slugging:.175,ops:erc">.175,ops+:lugging">.384,bases:11,double_plays:2,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Alan Foster,age:27,games:33,plate_appearances:57,at_bats:48,runs:4,hits:8,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:7,batting_avg:.167,onbase:.200,slugging:.167,ops:erc">.167,ops+:lugging">.367,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Sonny Siebert,age:37,games:28,plate_appearances:49,at_bats:44,runs:3,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:17,batting_avg:.114,onbase:.170,slugging:.114,ops:erc">.114,ops+:lugging">.284,bases:5,double_plays:2,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Bob Forsch,age:24,games:20,plate_appearances:37,at_bats:29,runs:1,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:11,batting_avg:.241,onbase:.290,slugging:.276,ops:erc">.276,ops+:lugging">.566,bases:8,double_plays:0,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:Al Hrabosky,age:24,games:66,plate_appearances:14,at_bats:13,runs:2,hits:4,doubles:0,triples:1,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.308,onbase:.308,slugging:.462,ops:erc">.462,ops+:lugging">.769,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Rich Folkers,age:27,games:55,plate_appearances:11,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Garman,age:24,games:64,plate_appearances:11,at_bats:10,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Thompson,age:24,games:19,plate_appearances:8,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Claude Osteen,age:34,games:8,plate_appearances:7,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ray Bare,age:25,games:10,plate_appearances:5,at_bats:5,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.200,onbase:.200,slugging:.200,ops:erc">.200,ops+:lugging">.400,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Orlando Pena,age:40,games:42,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:John Denny,age:21,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Barry Lersch,age:29,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pete Richert,age:34,games:13,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
