pos:C,name:Mike Matheny,age:32,games:141,plate_appearances:498,at_bats:441,runs:43,hits:111,doubles:18,triples:2,home_runs:8,runs_batted_in:47,stolen_bases:1,caught_stealing:1,walks:44,strikeouts:81,batting_avg:.252,onbase:.320,slugging:.356,ops:erc">.356,ops+:lugging">.676,bases:157,double_plays:11,hit_by_pitch:2,sac_hits:8,sac_flies:3,intentional_walks:16
pos:2B,name:Fernando Vina,age:34,games:61,plate_appearances:285,at_bats:259,runs:35,hits:65,doubles:14,triples:4,home_runs:4,runs_batted_in:23,stolen_bases:4,caught_stealing:4,walks:11,strikeouts:24,batting_avg:.251,onbase:.309,slugging:.382,ops:erc">.382,ops+:lugging">.691,bases:99,double_plays:5,hit_by_pitch:11,sac_hits:3,sac_flies:1,intentional_walks:0
pos:RF,name:Kerry Robinson,age:29,games:116,plate_appearances:221,at_bats:208,runs:19,hits:52,doubles:6,triples:3,home_runs:1,runs_batted_in:16,stolen_bases:6,caught_stealing:1,walks:8,strikeouts:27,batting_avg:.250,onbase:.281,slugging:.322,ops:erc">.322,ops+:lugging">.603,bases:67,double_plays:3,hit_by_pitch:1,sac_hits:4,sac_flies:0,intentional_walks:3
pos:UT,name:Eli Marrero,age:29,games:41,plate_appearances:116,at_bats:107,runs:10,hits:24,doubles:4,triples:2,home_runs:2,runs_batted_in:20,stolen_bases:0,caught_stealing:1,walks:7,strikeouts:18,batting_avg:.224,onbase:.267,slugging:.355,ops:erc">.355,ops+:lugging">.622,bases:38,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:C,name:Chris Widger,age:32,games:44,plate_appearances:112,at_bats:102,runs:9,hits:24,doubles:9,triples:0,home_runs:0,runs_batted_in:14,stolen_bases:0,caught_stealing:0,walks:6,strikeouts:20,batting_avg:.235,onbase:.279,slugging:.324,ops:erc">.324,ops+:lugging">.603,bases:33,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:2,intentional_walks:1
pos:IF,name:Wilson Delgado,age:30,games:43,plate_appearances:82,at_bats:77,runs:8,hits:13,doubles:3,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:10,batting_avg:.169,onbase:.207,slugging:.208,ops:erc">.208,ops+:lugging">.415,bases:16,double_plays:4,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:OF,name:So Taguchi,age:33,games:43,plate_appearances:59,at_bats:54,runs:9,hits:14,doubles:3,triples:1,home_runs:3,runs_batted_in:13,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:11,batting_avg:.259,onbase:.310,slugging:.519,ops:erc">.519,ops+:lugging">.829,bases:28,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:1
pos:C,name:Joe Girardi,age:38,games:16,plate_appearances:26,at_bats:23,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:4,batting_avg:.130,onbase:.231,slugging:.130,ops:erc">.130,ops+:lugging">.361,bases:3,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Woody Williams,age:36,games:32,plate_appearances:86,at_bats:70,runs:12,hits:17,doubles:4,triples:1,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:26,batting_avg:.243,onbase:.299,slugging:.371,ops:erc">.371,ops+:lugging">.670,bases:26,double_plays:0,hit_by_pitch:1,sac_hits:9,sac_flies:1,intentional_walks:0
pos:P,name:Brett Tomko,age:30,games:32,plate_appearances:78,at_bats:63,runs:4,hits:18,doubles:1,triples:0,home_runs:0,runs_batted_in:9,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:15,batting_avg:.286,onbase:.328,slugging:.302,ops:erc">.302,ops+:lugging">.630,bases:19,double_plays:1,hit_by_pitch:0,sac_hits:11,sac_flies:0,intentional_walks:0
pos:P,name:Matt Morris,age:28,games:26,plate_appearances:66,at_bats:52,runs:5,hits:10,doubles:2,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:16,batting_avg:.192,onbase:.222,slugging:.288,ops:erc">.288,ops+:lugging">.511,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:12,sac_flies:0,intentional_walks:0
pos:P,name:Garrett Stephenson,age:31,games:30,plate_appearances:55,at_bats:44,runs:0,hits:9,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:18,batting_avg:.205,onbase:.271,slugging:.205,ops:erc">.205,ops+:lugging">.475,bases:9,double_plays:0,hit_by_pitch:1,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Jason Simontacchi,age:29,games:46,plate_appearances:38,at_bats:38,runs:3,hits:5,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:14,batting_avg:.132,onbase:.132,slugging:.158,ops:erc">.158,ops+:lugging">.289,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dan Haren,age:22,games:15,plate_appearances:28,at_bats:25,runs:0,hits:2,doubles:2,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.080,onbase:.148,slugging:.160,ops:erc">.160,ops+:lugging">.308,bases:4,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Sterling Hitchcock,age:32,games:8,plate_appearances:14,at_bats:12,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.083,onbase:.083,slugging:.083,ops:erc">.083,ops+:lugging">.167,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Jeff Fassero,age:40,games:59,plate_appearances:10,at_bats:9,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Kiko Calero,age:28,games:23,plate_appearances:4,at_bats:4,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Steve Kline,age:30,games:75,plate_appearances:3,at_bats:2,runs:0,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:1.000,ops:erc">1.000,ops+:lugging">1.500,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Cal Eldred,age:35,games:61,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jason Isringhausen,age:30,games:38,plate_appearances:2,at_bats:2,runs:0,hits:1,doubles:0,triples:1,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.500,onbase:.500,slugging:1.500,ops:erc">1.500,ops+:lugging">2.000,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Russ Springer,age:34,games:17,plate_appearances:2,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Lance Painter,age:35,games:21,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Ohme,age:32,games:2,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Esteban Yan,age:28,games:35,plate_appearances:1,at_bats:1,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:1.000,onbase:1.000,slugging:1.000,ops:erc">1.000,ops+:lugging">2.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Dustin Hermanson,age:30,games:21,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jimmy Journell,age:25,games:6,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike DeJean,age:32,games:18,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Crudale,age:26,games:13,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josh Pearce,age:25,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jason Pearson,age:27,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pedro Borbon,age:35,games:7,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Gabe Molina,age:28,games:3,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
