pos:C,name:Yadier Molina,age:31,games:110,plate_appearances:445,at_bats:404,runs:40,hits:114,doubles:21,triples:0,home_runs:7,runs_batted_in:38,stolen_bases:1,caught_stealing:1,walks:28,strikeouts:55,batting_avg:.282,onbase:.333,slugging:.386,ops:erc">.386,ops+:lugging">.719,bases:156,double_plays:14,hit_by_pitch:6,sac_hits:1,sac_flies:6,intentional_walks:4
pos:1B,name:Matt Adams,age:25,games:142,plate_appearances:563,at_bats:527,runs:55,hits:152,doubles:34,triples:5,home_runs:15,runs_batted_in:68,stolen_bases:3,caught_stealing:2,walks:26,strikeouts:114,batting_avg:.288,onbase:.321,slugging:.457,ops:erc">.457,ops+:lugging">.779,bases:241,double_plays:9,hit_by_pitch:3,sac_hits:0,sac_flies:7,intentional_walks:5
pos:2B,name:Kolten Wong,age:23,games:113,plate_appearances:433,at_bats:402,runs:52,hits:100,doubles:14,triples:3,home_runs:12,runs_batted_in:42,stolen_bases:20,caught_stealing:4,walks:21,strikeouts:71,batting_avg:.249,onbase:.292,slugging:.388,ops:erc">.388,ops+:lugging">.680,bases:156,double_plays:12,hit_by_pitch:4,sac_hits:5,sac_flies:1,intentional_walks:3
pos:SS,name:Jhonny Peralta,age:32,games:157,plate_appearances:628,at_bats:560,runs:61,hits:147,doubles:38,triples:0,home_runs:21,runs_batted_in:75,stolen_bases:3,caught_stealing:2,walks:58,strikeouts:112,batting_avg:.263,onbase:.336,slugging:.443,ops:erc">.443,ops+:lugging">.779,bases:248,double_plays:19,hit_by_pitch:6,sac_hits:0,sac_flies:4,intentional_walks:2
pos:3B,name:Matt Carpenter,age:28,games:158,plate_appearances:709,at_bats:595,runs:99,hits:162,doubles:33,triples:2,home_runs:8,runs_batted_in:59,stolen_bases:5,caught_stealing:3,walks:95,strikeouts:111,batting_avg:.272,onbase:.375,slugging:.375,ops:erc">.375,ops+:lugging">.750,bases:223,double_plays:3,hit_by_pitch:8,sac_hits:2,sac_flies:9,intentional_walks:2
pos:LF,name:Matt Holliday,age:34,games:156,plate_appearances:667,at_bats:574,runs:83,hits:156,doubles:37,triples:0,home_runs:20,runs_batted_in:90,stolen_bases:4,caught_stealing:1,walks:74,strikeouts:100,batting_avg:.272,onbase:.370,slugging:.441,ops:erc">.441,ops+:lugging">.811,bases:253,double_plays:20,hit_by_pitch:17,sac_hits:0,sac_flies:2,intentional_walks:4
pos:CF,name:Jon Jay,age:29,games:140,plate_appearances:468,at_bats:413,runs:52,hits:125,doubles:16,triples:3,home_runs:3,runs_batted_in:46,stolen_bases:6,caught_stealing:3,walks:28,strikeouts:78,batting_avg:.303,onbase:.372,slugging:.378,ops:erc">.378,ops+:lugging">.750,bases:156,double_plays:17,hit_by_pitch:20,sac_hits:3,sac_flies:4,intentional_walks:3
pos:RF,name:Allen Craig,age:29,games:97,plate_appearances:398,at_bats:367,runs:34,hits:87,doubles:17,triples:1,home_runs:7,runs_batted_in:44,stolen_bases:1,caught_stealing:1,walks:26,strikeouts:77,batting_avg:.237,onbase:.291,slugging:.346,ops:erc">.346,ops+:lugging">.638,bases:127,double_plays:11,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:0
pos:CF,name:Peter Bourjos,age:27,games:119,plate_appearances:294,at_bats:264,runs:32,hits:61,doubles:9,triples:5,home_runs:4,runs_batted_in:24,stolen_bases:9,caught_stealing:3,walks:20,strikeouts:78,batting_avg:.231,onbase:.294,slugging:.348,ops:erc">.348,ops+:lugging">.643,bases:92,double_plays:5,hit_by_pitch:4,sac_hits:5,sac_flies:1,intentional_walks:1
pos:RF,name:Oscar Taveras,age:22,games:80,plate_appearances:248,at_bats:234,runs:18,hits:56,doubles:8,triples:0,home_runs:3,runs_batted_in:22,stolen_bases:0,caught_stealing:1,walks:12,strikeouts:37,batting_avg:.239,onbase:.278,slugging:.312,ops:erc">.312,ops+:lugging">.590,bases:73,double_plays:10,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:2B,name:Mark Ellis,age:37,games:73,plate_appearances:202,at_bats:178,runs:15,hits:32,doubles:6,triples:0,home_runs:0,runs_batted_in:12,stolen_bases:4,caught_stealing:1,walks:14,strikeouts:38,batting_avg:.180,onbase:.253,slugging:.213,ops:erc">.213,ops+:lugging">.466,bases:38,double_plays:0,hit_by_pitch:4,sac_hits:4,sac_flies:2,intentional_walks:3
pos:IF,name:Daniel Descalso,age:27,games:104,plate_appearances:184,at_bats:161,runs:20,hits:39,doubles:11,triples:0,home_runs:0,runs_batted_in:10,stolen_bases:1,caught_stealing:3,walks:20,strikeouts:33,batting_avg:.242,onbase:.333,slugging:.311,ops:erc">.311,ops+:lugging">.644,bases:50,double_plays:2,hit_by_pitch:2,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:Tony Cruz,age:27,games:50,plate_appearances:150,at_bats:135,runs:11,hits:27,doubles:5,triples:0,home_runs:1,runs_batted_in:17,stolen_bases:0,caught_stealing:3,walks:13,strikeouts:28,batting_avg:.200,onbase:.270,slugging:.259,ops:erc">.259,ops+:lugging">.530,bases:35,double_plays:6,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:1
pos:RF,name:Randal Grichuk,age:22,games:47,plate_appearances:116,at_bats:110,runs:11,hits:27,doubles:6,triples:1,home_runs:3,runs_batted_in:8,stolen_bases:0,caught_stealing:2,walks:5,strikeouts:31,batting_avg:.245,onbase:.278,slugging:.400,ops:erc">.400,ops+:lugging">.678,bases:44,double_plays:4,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:C,name:A.J. Pierzynski,age:37,games:30,plate_appearances:88,at_bats:82,runs:6,hits:20,doubles:2,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:1,walks:5,strikeouts:14,batting_avg:.244,onbase:.295,slugging:.305,ops:erc">.305,ops+:lugging">.600,bases:25,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Shane Robinson,age:29,games:47,plate_appearances:66,at_bats:60,runs:3,hits:9,doubles:1,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:1,walks:6,strikeouts:10,batting_avg:.150,onbase:.227,slugging:.200,ops:erc">.200,ops+:lugging">.427,bases:12,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:MI,name:Pete Kozma,age:26,games:14,plate_appearances:26,at_bats:23,runs:4,hits:7,doubles:3,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:4,batting_avg:.304,onbase:.385,slugging:.435,ops:erc">.435,ops+:lugging">.819,bases:10,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:1B,name:Xavier Scruggs,age:26,games:9,plate_appearances:18,at_bats:15,runs:0,hits:3,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:7,batting_avg:.200,onbase:.333,slugging:.267,ops:erc">.267,ops+:lugging">.600,bases:4,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Greg Garcia,age:24,games:14,plate_appearances:18,at_bats:14,runs:2,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.143,onbase:.333,slugging:.214,ops:erc">.214,ops+:lugging">.548,bases:3,double_plays:0,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Joey Butler,age:28,games:6,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:3,batting_avg:.000,onbase:.167,slugging:.000,ops:erc">.000,ops+:lugging">.167,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:George Kottaras,age:31,games:4,plate_appearances:6,at_bats:5,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.200,onbase:.333,slugging:.200,ops:erc">.200,ops+:lugging">.533,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Tommy Pham,age:26,games:6,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Audry Perez,age:25,games:1,plate_appearances:1,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:,onbase:1.000,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Adam Wainwright,age:32,games:30,plate_appearances:82,at_bats:72,runs:4,hits:13,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:22,batting_avg:.181,onbase:.213,slugging:.222,ops:erc">.222,ops+:lugging">.436,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Lance Lynn,age:27,games:31,plate_appearances:69,at_bats:60,runs:5,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:34,batting_avg:.067,onbase:.138,slugging:.083,ops:erc">.083,ops+:lugging">.222,bases:5,double_plays:1,hit_by_pitch:1,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Shelby Miller,age:23,games:31,plate_appearances:63,at_bats:48,runs:6,hits:9,doubles:5,triples:0,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:25,batting_avg:.188,onbase:.220,slugging:.292,ops:erc">.292,ops+:lugging">.512,bases:14,double_plays:1,hit_by_pitch:0,sac_hits:13,sac_flies:0,intentional_walks:0
pos:P,name:Michael Wacha,age:22,games:17,plate_appearances:32,at_bats:29,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:18,batting_avg:.034,onbase:.034,slugging:.034,ops:erc">.034,ops+:lugging">.069,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:John Lackey,age:35,games:9,plate_appearances:19,at_bats:15,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.133,onbase:.133,slugging:.133,ops:erc">.133,ops+:lugging">.267,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Jaime Garcia,age:27,games:7,plate_appearances:16,at_bats:12,runs:2,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.250,onbase:.308,slugging:.250,ops:erc">.250,ops+:lugging">.558,bases:3,double_plays:0,hit_by_pitch:1,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Joe Kelly,age:26,games:7,plate_appearances:14,at_bats:12,runs:0,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.167,onbase:.231,slugging:.250,ops:erc">.250,ops+:lugging">.481,bases:3,double_plays:0,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Martinez,age:22,games:54,plate_appearances:13,at_bats:12,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Marco Gonzales,age:22,games:10,plate_appearances:12,at_bats:10,runs:1,hits:3,doubles:2,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.300,onbase:.300,slugging:.500,ops:erc">.500,ops+:lugging">.800,bases:5,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Justin Masterson,age:29,games:8,plate_appearances:9,at_bats:8,runs:1,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Tyler Lyons,age:26,games:11,plate_appearances:9,at_bats:7,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:5,batting_avg:.000,onbase:.222,slugging:.000,ops:erc">.000,ops+:lugging">.222,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Nick Greenwood,age:26,games:18,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Seth Maness,age:25,games:69,plate_appearances:5,at_bats:5,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.400,onbase:.400,slugging:.400,ops:erc">.400,ops+:lugging">.800,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Trevor Rosenthal,age:24,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Pat Neshek,age:33,games:67,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Randy Choate,age:38,games:57,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jason Motte,age:32,games:28,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Keith Butler,age:25,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sam Freeman,age:27,games:41,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Kevin Siegrist,age:24,games:35,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Fornataro,age:26,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Sam Tuivailala,age:21,games:2,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jorge Rondon,age:26,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
