pos:C,name:Yadier Molina,age:34,games:136,plate_appearances:543,at_bats:501,runs:60,hits:137,doubles:27,triples:1,home_runs:18,runs_batted_in:82,stolen_bases:9,caught_stealing:4,walks:28,strikeouts:74,batting_avg:.273,onbase:.312,slugging:.439,ops:erc">.439,ops+:lugging">.751,bases:220,double_plays:14,hit_by_pitch:4,sac_hits:1,sac_flies:9,intentional_walks:4
pos:1B,name:Matt Carpenter,age:31,games:145,plate_appearances:622,at_bats:497,runs:91,hits:120,doubles:31,triples:2,home_runs:23,runs_batted_in:69,stolen_bases:2,caught_stealing:1,walks:109,strikeouts:125,batting_avg:.241,onbase:.384,slugging:.451,ops:erc">.451,ops+:lugging">.835,bases:224,double_plays:5,hit_by_pitch:9,sac_hits:2,sac_flies:5,intentional_walks:4
pos:2B,name:Kolten Wong,age:26,games:108,plate_appearances:411,at_bats:354,runs:55,hits:101,doubles:27,triples:3,home_runs:4,runs_batted_in:42,stolen_bases:8,caught_stealing:2,walks:41,strikeouts:60,batting_avg:.285,onbase:.376,slugging:.412,ops:erc">.412,ops+:lugging">.788,bases:146,double_plays:4,hit_by_pitch:12,sac_hits:1,sac_flies:3,intentional_walks:11
pos:SS,name:Paul DeJong,age:23,games:108,plate_appearances:443,at_bats:417,runs:55,hits:119,doubles:26,triples:1,home_runs:25,runs_batted_in:65,stolen_bases:1,caught_stealing:0,walks:21,strikeouts:124,batting_avg:.285,onbase:.325,slugging:.532,ops:erc">.532,ops+:lugging">.857,bases:222,double_plays:8,hit_by_pitch:4,sac_hits:0,sac_flies:1,intentional_walks:1
pos:3B,name:Jedd Gyorko,age:28,games:125,plate_appearances:481,at_bats:426,runs:52,hits:116,doubles:21,triples:2,home_runs:20,runs_batted_in:67,stolen_bases:6,caught_stealing:2,walks:47,strikeouts:105,batting_avg:.272,onbase:.341,slugging:.472,ops:erc">.472,ops+:lugging">.813,bases:201,double_plays:12,hit_by_pitch:1,sac_hits:0,sac_flies:7,intentional_walks:1
pos:LF,name:Tommy Pham,age:29,games:128,plate_appearances:530,at_bats:444,runs:95,hits:136,doubles:22,triples:2,home_runs:23,runs_batted_in:73,stolen_bases:25,caught_stealing:7,walks:71,strikeouts:117,batting_avg:.306,onbase:.411,slugging:.520,ops:erc">.520,ops+:lugging">.931,bases:231,double_plays:18,hit_by_pitch:10,sac_hits:2,sac_flies:3,intentional_walks:0
pos:CF,name:Dexter Fowler,age:31,games:118,plate_appearances:491,at_bats:420,runs:68,hits:111,doubles:22,triples:9,home_runs:18,runs_batted_in:64,stolen_bases:7,caught_stealing:3,walks:63,strikeouts:101,batting_avg:.264,onbase:.363,slugging:.488,ops:erc">.488,ops+:lugging">.851,bases:205,double_plays:10,hit_by_pitch:4,sac_hits:0,sac_flies:4,intentional_walks:6
pos:RF,name:Stephen Piscotty,age:26,games:107,plate_appearances:401,at_bats:341,runs:40,hits:80,doubles:16,triples:1,home_runs:9,runs_batted_in:39,stolen_bases:3,caught_stealing:6,walks:52,strikeouts:87,batting_avg:.235,onbase:.342,slugging:.367,ops:erc">.367,ops+:lugging">.708,bases:125,double_plays:11,hit_by_pitch:5,sac_hits:0,sac_flies:3,intentional_walks:2
pos:OF,name:Randal Grichuk,age:25,games:122,plate_appearances:442,at_bats:412,runs:53,hits:98,doubles:25,triples:3,home_runs:22,runs_batted_in:59,stolen_bases:6,caught_stealing:1,walks:26,strikeouts:133,batting_avg:.238,onbase:.285,slugging:.473,ops:erc">.473,ops+:lugging">.758,bases:195,double_plays:9,hit_by_pitch:2,sac_hits:0,sac_flies:2,intentional_walks:3
pos:UT,name:Jose Martinez,age:28,games:106,plate_appearances:307,at_bats:272,runs:47,hits:84,doubles:13,triples:1,home_runs:14,runs_batted_in:46,stolen_bases:4,caught_stealing:0,walks:32,strikeouts:60,batting_avg:.309,onbase:.379,slugging:.518,ops:erc">.518,ops+:lugging">.897,bases:141,double_plays:9,hit_by_pitch:0,sac_hits:1,sac_flies:2,intentional_walks:2
pos:SS,name:Aledmys Diaz,age:26,games:79,plate_appearances:301,at_bats:286,runs:31,hits:74,doubles:17,triples:0,home_runs:7,runs_batted_in:20,stolen_bases:4,caught_stealing:1,walks:13,strikeouts:42,batting_avg:.259,onbase:.290,slugging:.392,ops:erc">.392,ops+:lugging">.682,bases:112,double_plays:9,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:1
pos:IF,name:Greg Garcia,age:27,games:133,plate_appearances:290,at_bats:241,runs:27,hits:61,doubles:9,triples:2,home_runs:2,runs_batted_in:20,stolen_bases:2,caught_stealing:1,walks:37,strikeouts:64,batting_avg:.253,onbase:.365,slugging:.332,ops:erc">.332,ops+:lugging">.697,bases:80,double_plays:6,hit_by_pitch:6,sac_hits:5,sac_flies:1,intentional_walks:0
pos:1B,name:Luke Voit,age:26,games:62,plate_appearances:124,at_bats:114,runs:18,hits:28,doubles:9,triples:0,home_runs:4,runs_batted_in:18,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:31,batting_avg:.246,onbase:.306,slugging:.430,ops:erc">.430,ops+:lugging">.736,bases:49,double_plays:4,hit_by_pitch:3,sac_hits:0,sac_flies:0,intentional_walks:0
pos:CF,name:Harrison Bader,age:23,games:32,plate_appearances:92,at_bats:85,runs:10,hits:20,doubles:3,triples:0,home_runs:3,runs_batted_in:10,stolen_bases:2,caught_stealing:1,walks:5,strikeouts:24,batting_avg:.235,onbase:.283,slugging:.376,ops:erc">.376,ops+:lugging">.659,bases:32,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:C,name:Eric Fryer,age:31,games:34,plate_appearances:83,at_bats:71,runs:7,hits:11,doubles:3,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:11,strikeouts:18,batting_avg:.155,onbase:.277,slugging:.197,ops:erc">.197,ops+:lugging">.474,bases:14,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Carson Kelly,age:22,games:34,plate_appearances:75,at_bats:69,runs:5,hits:12,doubles:3,triples:0,home_runs:0,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:5,strikeouts:11,batting_avg:.174,onbase:.240,slugging:.217,ops:erc">.217,ops+:lugging">.457,bases:15,double_plays:3,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Magneuris Sierra,age:21,games:22,plate_appearances:64,at_bats:60,runs:10,hits:19,doubles:0,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:2,caught_stealing:2,walks:4,strikeouts:14,batting_avg:.317,onbase:.359,slugging:.317,ops:erc">.317,ops+:lugging">.676,bases:19,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:3B,name:Jhonny Peralta,age:35,games:21,plate_appearances:58,at_bats:54,runs:3,hits:11,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:13,batting_avg:.204,onbase:.259,slugging:.204,ops:erc">.204,ops+:lugging">.462,bases:11,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Matt Adams,age:28,games:31,plate_appearances:53,at_bats:48,runs:4,hits:14,doubles:2,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:17,batting_avg:.292,onbase:.340,slugging:.396,ops:erc">.396,ops+:lugging">.735,bases:19,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:IF,name:Alex Mejia,age:26,games:29,plate_appearances:49,at_bats:46,runs:6,hits:5,doubles:0,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:13,batting_avg:.109,onbase:.146,slugging:.174,ops:erc">.174,ops+:lugging">.320,bases:8,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:DH,name:Chad Huffman,age:32,games:12,plate_appearances:15,at_bats:14,runs:3,hits:4,doubles:0,triples:1,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.286,onbase:.333,slugging:.429,ops:erc">.429,ops+:lugging">.762,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:2B,name:Breyvic Valera,age:25,games:5,plate_appearances:11,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:0,batting_avg:.100,onbase:.182,slugging:.100,ops:erc">.100,ops+:lugging">.282,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Alberto Rosario,age:30,games:3,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Carlos Martinez,age:25,games:31,plate_appearances:69,at_bats:62,runs:5,hits:11,doubles:3,triples:0,home_runs:0,runs_batted_in:11,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:19,batting_avg:.177,onbase:.203,slugging:.226,ops:erc">.226,ops+:lugging">.429,bases:14,double_plays:1,hit_by_pitch:1,sac_hits:5,sac_flies:0,intentional_walks:0
