pos:C,name:Yadier Molina,age:25,games:124,plate_appearances:485,at_bats:444,runs:37,hits:135,doubles:18,triples:0,home_runs:7,runs_batted_in:56,stolen_bases:0,caught_stealing:2,walks:32,strikeouts:29,batting_avg:.304,onbase:.349,slugging:.392,ops:erc">.392,ops+:lugging">.740,bases:174,double_plays:21,hit_by_pitch:1,sac_hits:3,sac_flies:5,intentional_walks:4
pos:1B,name:Albert Pujols,age:28,games:148,plate_appearances:641,at_bats:524,runs:100,hits:187,doubles:44,triples:0,home_runs:37,runs_batted_in:116,stolen_bases:7,caught_stealing:3,walks:104,strikeouts:54,batting_avg:.357,onbase:.462,slugging:.653,ops:erc">.653,ops+:lugging">1.114,bases:342,double_plays:16,hit_by_pitch:5,sac_hits:0,sac_flies:8,intentional_walks:34
pos:2B,name:Adam Kennedy,age:32,games:115,plate_appearances:365,at_bats:339,runs:42,hits:95,doubles:17,triples:4,home_runs:2,runs_batted_in:36,stolen_bases:7,caught_stealing:1,walks:21,strikeouts:43,batting_avg:.280,onbase:.321,slugging:.372,ops:erc">.372,ops+:lugging">.692,bases:126,double_plays:13,hit_by_pitch:1,sac_hits:0,sac_flies:4,intentional_walks:4
pos:SS,name:Cesar Izturis,age:28,games:135,plate_appearances:454,at_bats:414,runs:50,hits:109,doubles:10,triples:3,home_runs:1,runs_batted_in:24,stolen_bases:24,caught_stealing:6,walks:29,strikeouts:26,batting_avg:.263,onbase:.319,slugging:.309,ops:erc">.309,ops+:lugging">.628,bases:128,double_plays:6,hit_by_pitch:6,sac_hits:3,sac_flies:2,intentional_walks:1
pos:3B,name:Troy Glaus,age:31,games:151,plate_appearances:637,at_bats:544,runs:69,hits:147,doubles:33,triples:1,home_runs:27,runs_batted_in:99,stolen_bases:0,caught_stealing:1,walks:87,strikeouts:104,batting_avg:.270,onbase:.372,slugging:.483,ops:erc">.483,ops+:lugging">.856,bases:263,double_plays:14,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:3
pos:LF,name:Skip Schumaker,age:28,games:153,plate_appearances:594,at_bats:540,runs:87,hits:163,doubles:22,triples:5,home_runs:8,runs_batted_in:46,stolen_bases:8,caught_stealing:2,walks:47,strikeouts:60,batting_avg:.302,onbase:.359,slugging:.406,ops:erc">.406,ops+:lugging">.765,bases:219,double_plays:19,hit_by_pitch:2,sac_hits:4,sac_flies:1,intentional_walks:2
pos:CF,name:Rick Ankiel,age:28,games:120,plate_appearances:463,at_bats:413,runs:65,hits:109,doubles:21,triples:2,home_runs:25,runs_batted_in:71,stolen_bases:2,caught_stealing:1,walks:42,strikeouts:100,batting_avg:.264,onbase:.337,slugging:.506,ops:erc">.506,ops+:lugging">.843,bases:209,double_plays:8,hit_by_pitch:5,sac_hits:0,sac_flies:3,intentional_walks:3
pos:RF,name:Ryan Ludwick,age:29,games:152,plate_appearances:617,at_bats:538,runs:104,hits:161,doubles:40,triples:3,home_runs:37,runs_batted_in:113,stolen_bases:4,caught_stealing:4,walks:62,strikeouts:146,batting_avg:.299,onbase:.375,slugging:.591,ops:erc">.591,ops+:lugging">.966,bases:318,double_plays:8,hit_by_pitch:8,sac_hits:1,sac_flies:8,intentional_walks:3
pos:MI,name:Aaron Miles,age:31,games:134,plate_appearances:408,at_bats:379,runs:49,hits:120,doubles:15,triples:2,home_runs:4,runs_batted_in:31,stolen_bases:3,caught_stealing:3,walks:23,strikeouts:37,batting_avg:.317,onbase:.355,slugging:.398,ops:erc">.398,ops+:lugging">.753,bases:151,double_plays:13,hit_by_pitch:0,sac_hits:5,sac_flies:1,intentional_walks:2
pos:UT,name:Chris Duncan,age:27,games:76,plate_appearances:257,at_bats:222,runs:26,hits:55,doubles:8,triples:0,home_runs:6,runs_batted_in:27,stolen_bases:2,caught_stealing:1,walks:34,strikeouts:52,batting_avg:.248,onbase:.346,slugging:.365,ops:erc">.365,ops+:lugging">.711,bases:81,double_plays:9,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:3
pos:MI,name:Brendan Ryan,age:26,games:80,plate_appearances:218,at_bats:197,runs:30,hits:48,doubles:9,triples:0,home_runs:0,runs_batted_in:10,stolen_bases:7,caught_stealing:2,walks:16,strikeouts:31,batting_avg:.244,onbase:.307,slugging:.289,ops:erc">.289,ops+:lugging">.596,bases:57,double_plays:4,hit_by_pitch:2,sac_hits:3,sac_flies:0,intentional_walks:0
