pos:C,name:Tony Pena,age:29,games:144,plate_appearances:565,at_bats:510,runs:56,hits:147,doubles:26,triples:2,home_runs:10,runs_batted_in:52,stolen_bases:9,caught_stealing:10,walks:53,strikeouts:69,batting_avg:.288,onbase:.356,slugging:.406,ops:erc">.406,ops+:lugging">.762,bases:207,double_plays:21,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:6
pos:1B,name:Sid Bream,age:25,games:154,plate_appearances:591,at_bats:522,runs:73,hits:140,doubles:37,triples:5,home_runs:16,runs_batted_in:77,stolen_bases:13,caught_stealing:7,walks:60,strikeouts:73,batting_avg:.268,onbase:.341,slugging:.450,ops:erc">.450,ops+:lugging">.791,bases:235,double_plays:14,hit_by_pitch:1,sac_hits:1,sac_flies:7,intentional_walks:5
pos:2B,name:Johnny Ray,age:29,games:155,plate_appearances:654,at_bats:579,runs:67,hits:174,doubles:33,triples:0,home_runs:7,runs_batted_in:78,stolen_bases:6,caught_stealing:9,walks:58,strikeouts:47,batting_avg:.301,onbase:.363,slugging:.394,ops:erc">.394,ops+:lugging">.757,bases:228,double_plays:21,hit_by_pitch:3,sac_hits:1,sac_flies:7,intentional_walks:10
pos:SS,name:Rafael Belliard,age:24,games:117,plate_appearances:350,at_bats:309,runs:33,hits:72,doubles:5,triples:2,home_runs:0,runs_batted_in:31,stolen_bases:12,caught_stealing:2,walks:26,strikeouts:54,batting_avg:.233,onbase:.298,slugging:.262,ops:erc">.262,ops+:lugging">.560,bases:81,double_plays:8,hit_by_pitch:3,sac_hits:11,sac_flies:1,intentional_walks:6
pos:3B,name:Jim Morrison,age:33,games:154,plate_appearances:593,at_bats:537,runs:58,hits:147,doubles:35,triples:4,home_runs:23,runs_batted_in:88,stolen_bases:9,caught_stealing:8,walks:47,strikeouts:88,batting_avg:.274,onbase:.334,slugging:.482,ops:erc">.482,ops+:lugging">.816,bases:259,double_plays:6,hit_by_pitch:4,sac_hits:0,sac_flies:5,intentional_walks:5
pos:LF,name:R.J. Reynolds,age:27,games:118,plate_appearances:449,at_bats:402,runs:63,hits:108,doubles:30,triples:2,home_runs:9,runs_batted_in:48,stolen_bases:16,caught_stealing:9,walks:40,strikeouts:78,batting_avg:.269,onbase:.335,slugging:.420,ops:erc">.420,ops+:lugging">.755,bases:169,double_plays:10,hit_by_pitch:1,sac_hits:3,sac_flies:2,intentional_walks:4
pos:CF,name:Barry Bonds,age:21,games:113,plate_appearances:484,at_bats:413,runs:72,hits:92,doubles:26,triples:3,home_runs:16,runs_batted_in:48,stolen_bases:36,caught_stealing:7,walks:65,strikeouts:102,batting_avg:.223,onbase:.330,slugging:.416,ops:erc">.416,ops+:lugging">.746,bases:172,double_plays:4,hit_by_pitch:2,sac_hits:2,sac_flies:2,intentional_walks:2
pos:RF,name:Mike Brown,age:26,games:87,plate_appearances:273,at_bats:243,runs:18,hits:53,doubles:7,triples:0,home_runs:4,runs_batted_in:26,stolen_bases:2,caught_stealing:3,walks:27,strikeouts:32,batting_avg:.218,onbase:.293,slugging:.296,ops:erc">.296,ops+:lugging">.589,bases:72,double_plays:9,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:3
pos:OF,name:Joe Orsulak,age:24,games:138,plate_appearances:437,at_bats:401,runs:60,hits:100,doubles:19,triples:6,home_runs:2,runs_batted_in:19,stolen_bases:24,caught_stealing:11,walks:28,strikeouts:38,batting_avg:.249,onbase:.299,slugging:.342,ops:erc">.342,ops+:lugging">.641,bases:137,double_plays:4,hit_by_pitch:1,sac_hits:6,sac_flies:1,intentional_walks:2
pos:LF,name:Mike Diaz,age:26,games:97,plate_appearances:233,at_bats:209,runs:22,hits:56,doubles:9,triples:0,home_runs:12,runs_batted_in:36,stolen_bases:0,caught_stealing:1,walks:19,strikeouts:43,batting_avg:.268,onbase:.330,slugging:.483,ops:erc">.483,ops+:lugging">.814,bases:101,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:0
pos:LF,name:Bill Almon,age:33,games:102,plate_appearances:230,at_bats:196,runs:29,hits:43,doubles:7,triples:2,home_runs:7,runs_batted_in:27,stolen_bases:11,caught_stealing:4,walks:30,strikeouts:38,batting_avg:.219,onbase:.319,slugging:.383,ops:erc">.383,ops+:lugging">.701,bases:75,double_plays:5,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:2
