pos:C,name:Tony Pena,age:24,games:66,plate_appearances:223,at_bats:210,runs:16,hits:63,doubles:9,triples:1,home_runs:2,runs_batted_in:17,stolen_bases:1,caught_stealing:2,walks:8,strikeouts:23,batting_avg:.300,onbase:.326,slugging:.381,ops:erc">.381,ops+:lugging">.707,bases:80,double_plays:4,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:2
pos:1B,name:Jason Thompson,age:26,games:86,plate_appearances:285,at_bats:223,runs:36,hits:54,doubles:13,triples:0,home_runs:15,runs_batted_in:42,stolen_bases:0,caught_stealing:0,walks:59,strikeouts:49,batting_avg:.242,onbase:.396,slugging:.502,ops:erc">.502,ops+:lugging">.899,bases:112,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:1
pos:2B,name:Phil Garner,age:32,games:56,plate_appearances:207,at_bats:181,runs:22,hits:46,doubles:6,triples:2,home_runs:1,runs_batted_in:20,stolen_bases:4,caught_stealing:6,walks:21,strikeouts:21,batting_avg:.254,onbase:.327,slugging:.326,ops:erc">.326,ops+:lugging">.653,bases:59,double_plays:3,hit_by_pitch:0,sac_hits:2,sac_flies:3,intentional_walks:1
pos:SS,name:Tim Foli,age:30,games:86,plate_appearances:351,at_bats:316,runs:32,hits:78,doubles:12,triples:2,home_runs:0,runs_batted_in:20,stolen_bases:7,caught_stealing:7,walks:17,strikeouts:10,batting_avg:.247,onbase:.285,slugging:.297,ops:erc">.297,ops+:lugging">.582,bases:94,double_plays:2,hit_by_pitch:1,sac_hits:14,sac_flies:3,intentional_walks:0
pos:3B,name:Bill Madlock,age:30,games:82,plate_appearances:320,at_bats:279,runs:35,hits:95,doubles:23,triples:1,home_runs:6,runs_batted_in:45,stolen_bases:18,caught_stealing:6,walks:34,strikeouts:17,batting_avg:.341,onbase:.413,slugging:.495,ops:erc">.495,ops+:lugging">.907,bases:138,double_plays:5,hit_by_pitch:3,sac_hits:0,sac_flies:4,intentional_walks:7
pos:LF,name:Mike Easler,age:30,games:95,plate_appearances:369,at_bats:339,runs:43,hits:97,doubles:18,triples:5,home_runs:7,runs_batted_in:42,stolen_bases:4,caught_stealing:7,walks:24,strikeouts:45,batting_avg:.286,onbase:.328,slugging:.431,ops:erc">.431,ops+:lugging">.759,bases:146,double_plays:10,hit_by_pitch:0,sac_hits:0,sac_flies:6,intentional_walks:7
pos:CF,name:Omar Moreno,age:28,games:103,plate_appearances:468,at_bats:434,runs:62,hits:120,doubles:18,triples:8,home_runs:1,runs_batted_in:35,stolen_bases:39,caught_stealing:14,walks:26,strikeouts:76,batting_avg:.276,onbase:.319,slugging:.362,ops:erc">.362,ops+:lugging">.681,bases:157,double_plays:1,hit_by_pitch:3,sac_hits:1,sac_flies:4,intentional_walks:4
pos:RF,name:Dave Parker,age:30,games:67,plate_appearances:254,at_bats:240,runs:29,hits:62,doubles:14,triples:3,home_runs:9,runs_batted_in:48,stolen_bases:6,caught_stealing:2,walks:9,strikeouts:25,batting_avg:.258,onbase:.287,slugging:.454,ops:erc">.454,ops+:lugging">.742,bases:109,double_plays:5,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:3
pos:IF,name:Dale Berra,age:24,games:81,plate_appearances:257,at_bats:232,runs:21,hits:56,doubles:12,triples:0,home_runs:2,runs_batted_in:27,stolen_bases:11,caught_stealing:1,walks:17,strikeouts:34,batting_avg:.241,onbase:.302,slugging:.319,ops:erc">.319,ops+:lugging">.621,bases:74,double_plays:3,hit_by_pitch:3,sac_hits:2,sac_flies:0,intentional_walks:4
pos:OF,name:Lee Lacy,age:33,games:78,plate_appearances:226,at_bats:213,runs:31,hits:57,doubles:11,triples:4,home_runs:2,runs_batted_in:10,stolen_bases:24,caught_stealing:3,walks:11,strikeouts:29,batting_avg:.268,onbase:.307,slugging:.385,ops:erc">.385,ops+:lugging">.692,bases:82,double_plays:1,hit_by_pitch:1,sac_hits:1,sac_flies:0,intentional_walks:2
pos:C,name:Steve Nicosia,age:25,games:54,plate_appearances:184,at_bats:169,runs:21,hits:39,doubles:10,triples:1,home_runs:2,runs_batted_in:18,stolen_bases:3,caught_stealing:1,walks:13,strikeouts:10,batting_avg:.231,onbase:.286,slugging:.337,ops:erc">.337,ops+:lugging">.623,bases:57,double_plays:7,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:2
