pos:C,name:Jason Kendall,age:27,games:157,plate_appearances:672,at_bats:606,runs:84,hits:161,doubles:22,triples:2,home_runs:10,runs_batted_in:53,stolen_bases:13,caught_stealing:14,walks:44,strikeouts:48,batting_avg:.266,onbase:.335,slugging:.358,ops:erc">.358,ops+:lugging">.693,bases:217,double_plays:18,hit_by_pitch:20,sac_hits:0,sac_flies:2,intentional_walks:4
pos:UT,name:Craig Wilson,age:24,games:88,plate_appearances:183,at_bats:158,runs:27,hits:49,doubles:3,triples:1,home_runs:13,runs_batted_in:32,stolen_bases:3,caught_stealing:1,walks:15,strikeouts:53,batting_avg:.310,onbase:.390,slugging:.589,ops:erc">.589,ops+:lugging">.979,bases:93,double_plays:4,hit_by_pitch:7,sac_hits:1,sac_flies:2,intentional_walks:1
pos:CF,name:Emil Brown,age:26,games:61,plate_appearances:140,at_bats:123,runs:18,hits:25,doubles:4,triples:1,home_runs:3,runs_batted_in:13,stolen_bases:10,caught_stealing:4,walks:15,strikeouts:42,batting_avg:.203,onbase:.300,slugging:.325,ops:erc">.325,ops+:lugging">.625,bases:40,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:1
pos:C,name:Keith Osik,age:32,games:56,plate_appearances:137,at_bats:120,runs:9,hits:25,doubles:4,triples:0,home_runs:2,runs_batted_in:13,stolen_bases:1,caught_stealing:0,walks:13,strikeouts:24,batting_avg:.208,onbase:.299,slugging:.292,ops:erc">.292,ops+:lugging">.591,bases:35,double_plays:1,hit_by_pitch:3,sac_hits:0,sac_flies:1,intentional_walks:0
pos:SS,name:Enrique Wilson,age:27,games:46,plate_appearances:133,at_bats:129,runs:7,hits:24,doubles:3,triples:0,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:3,walks:3,strikeouts:23,batting_avg:.186,onbase:.203,slugging:.233,ops:erc">.233,ops+:lugging">.436,bases:30,double_plays:7,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:CF,name:Tike Redman,age:24,games:37,plate_appearances:130,at_bats:125,runs:8,hits:28,doubles:4,triples:1,home_runs:1,runs_batted_in:4,stolen_bases:3,caught_stealing:5,walks:4,strikeouts:25,batting_avg:.224,onbase:.246,slugging:.296,ops:erc">.296,ops+:lugging">.542,bases:37,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:2B,name:Warren Morris,age:27,games:48,plate_appearances:109,at_bats:103,runs:6,hits:21,doubles:6,triples:0,home_runs:2,runs_batted_in:11,stolen_bases:2,caught_stealing:3,walks:3,strikeouts:9,batting_avg:.204,onbase:.239,slugging:.320,ops:erc">.320,ops+:lugging">.559,bases:33,double_plays:2,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:0
pos:UT,name:Adam Hyzdu,age:29,games:51,plate_appearances:77,at_bats:72,runs:7,hits:15,doubles:1,triples:0,home_runs:5,runs_batted_in:9,stolen_bases:0,caught_stealing:1,walks:4,strikeouts:18,batting_avg:.208,onbase:.260,slugging:.431,ops:erc">.431,ops+:lugging">.690,bases:31,double_plays:1,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:John Wehner,age:34,games:43,plate_appearances:62,at_bats:51,runs:3,hits:10,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:2,caught_stealing:1,walks:10,strikeouts:12,batting_avg:.196,onbase:.328,slugging:.216,ops:erc">.216,ops+:lugging">.544,bases:11,double_plays:2,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:OF,name:Chad Hermansen,age:23,games:22,plate_appearances:56,at_bats:55,runs:5,hits:9,doubles:1,triples:0,home_runs:2,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:1,strikeouts:18,batting_avg:.164,onbase:.179,slugging:.291,ops:erc">.291,ops+:lugging">.469,bases:16,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Andy Barkett,age:28,games:17,plate_appearances:51,at_bats:46,runs:5,hits:14,doubles:2,triples:0,home_runs:1,runs_batted_in:3,stolen_bases:1,caught_stealing:0,walks:4,strikeouts:7,batting_avg:.304,onbase:.373,slugging:.413,ops:erc">.413,ops+:lugging">.786,bases:19,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:1
pos:IF,name:Mendy Lopez,age:27,games:22,plate_appearances:48,at_bats:43,runs:5,hits:10,doubles:3,triples:1,home_runs:0,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:16,batting_avg:.233,onbase:.292,slugging:.349,ops:erc">.349,ops+:lugging">.641,bases:15,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:CF,name:Adrian Brown,age:27,games:8,plate_appearances:34,at_bats:31,runs:3,hits:6,doubles:0,triples:0,home_runs:1,runs_batted_in:2,stolen_bases:2,caught_stealing:1,walks:3,strikeouts:3,batting_avg:.194,onbase:.265,slugging:.290,ops:erc">.290,ops+:lugging">.555,bases:9,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:UT,name:Alex Hernandez,age:24,games:7,plate_appearances:11,at_bats:11,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.091,onbase:.091,slugging:.091,ops:erc">.091,ops+:lugging">.182,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:Humberto Cota,age:22,games:7,plate_appearances:9,at_bats:9,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.222,onbase:.222,slugging:.222,ops:erc">.222,ops+:lugging">.444,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Armando Rios,age:29,games:2,plate_appearances:6,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:1,batting_avg:.333,onbase:.500,slugging:.333,ops:erc">.333,ops+:lugging">.833,bases:1,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:2B,name:Luis Figueroa,age:27,games:4,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Todd Ritchie,age:29,games:32,plate_appearances:70,at_bats:59,runs:1,hits:9,doubles:2,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:27,batting_avg:.153,onbase:.194,slugging:.186,ops:erc">.186,ops+:lugging">.380,bases:11,double_plays:1,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Jimmy Anderson,age:25,games:32,plate_appearances:69,at_bats:59,runs:2,hits:7,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:15,batting_avg:.119,onbase:.175,slugging:.136,ops:erc">.136,ops+:lugging">.310,bases:8,double_plays:1,hit_by_pitch:0,sac_hits:6,sac_flies:0,intentional_walks:0
pos:P,name:David Williams,age:22,games:20,plate_appearances:37,at_bats:34,runs:1,hits:4,doubles:2,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:19,batting_avg:.118,onbase:.118,slugging:.176,ops:erc">.176,ops+:lugging">.294,bases:6,double_plays:0,hit_by_pitch:0,sac_hits:3,sac_flies:0,intentional_walks:0
pos:P,name:Joe Beimel,age:24,games:41,plate_appearances:31,at_bats:26,runs:3,hits:7,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:10,batting_avg:.269,onbase:.296,slugging:.269,ops:erc">.269,ops+:lugging">.566,bases:7,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Jason Schmidt,age:28,games:12,plate_appearances:28,at_bats:23,runs:2,hits:4,doubles:0,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:10,batting_avg:.174,onbase:.174,slugging:.304,ops:erc">.304,ops+:lugging">.478,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:5,sac_flies:0,intentional_walks:0
pos:P,name:Omar Olivares,age:33,games:44,plate_appearances:27,at_bats:27,runs:3,hits:6,doubles:2,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:10,batting_avg:.222,onbase:.222,slugging:.407,ops:erc">.407,ops+:lugging">.630,bases:11,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Tony McKnight,age:24,games:12,plate_appearances:23,at_bats:17,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:9,batting_avg:.000,onbase:.105,slugging:.000,ops:erc">.000,ops+:lugging">.105,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:4,sac_flies:0,intentional_walks:0
pos:P,name:Bronson Arroyo,age:24,games:23,plate_appearances:23,at_bats:21,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:16,batting_avg:.048,onbase:.087,slugging:.048,ops:erc">.048,ops+:lugging">.135,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:P,name:Ramon Martinez,age:33,games:4,plate_appearances:5,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Don Wengert,age:31,games:4,plate_appearances:5,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:2,batting_avg:.000,onbase:.250,slugging:.000,ops:erc">.000,ops+:lugging">.250,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Mike Lincoln,age:26,games:30,plate_appearances:5,at_bats:4,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.250,onbase:.250,slugging:.250,ops:erc">.250,ops+:lugging">.500,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Damaso Marte,age:26,games:23,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Terry Mulholland,age:38,games:21,plate_appearances:3,at_bats:3,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jose Silva,age:27,games:26,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Scott Sauerbeck,age:29,games:66,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ryan Vogelsong,age:23,games:2,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Josias Manzanillo,age:33,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Williams,age:32,games:38,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Billy Taylor,age:39,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Mike Fetters,age:36,games:20,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Marc Wilkins,age:30,games:14,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Rich Loiselle,age:29,games:17,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
