pos:C,name:Jason Kendall,age:23,games:144,plate_appearances:572,at_bats:486,runs:71,hits:143,doubles:36,triples:4,home_runs:8,runs_batted_in:49,stolen_bases:18,caught_stealing:6,walks:49,strikeouts:53,batting_avg:.294,onbase:.391,slugging:.434,ops:erc">.434,ops+:lugging">.825,bases:211,double_plays:11,hit_by_pitch:31,sac_hits:1,sac_flies:5,intentional_walks:2
pos:1B,name:Kevin Young,age:28,games:97,plate_appearances:362,at_bats:333,runs:59,hits:100,doubles:18,triples:3,home_runs:18,runs_batted_in:74,stolen_bases:11,caught_stealing:2,walks:16,strikeouts:89,batting_avg:.300,onbase:.332,slugging:.535,ops:erc">.535,ops+:lugging">.867,bases:178,double_plays:6,hit_by_pitch:4,sac_hits:1,sac_flies:8,intentional_walks:1
pos:2B,name:Tony Womack,age:27,games:155,plate_appearances:689,at_bats:641,runs:85,hits:178,doubles:26,triples:9,home_runs:6,runs_batted_in:50,stolen_bases:60,caught_stealing:7,walks:43,strikeouts:109,batting_avg:.278,onbase:.326,slugging:.374,ops:erc">.374,ops+:lugging">.700,bases:240,double_plays:6,hit_by_pitch:3,sac_hits:2,sac_flies:0,intentional_walks:2
pos:SS,name:Kevin Polcovich,age:27,games:84,plate_appearances:279,at_bats:245,runs:37,hits:67,doubles:16,triples:1,home_runs:4,runs_batted_in:21,stolen_bases:2,caught_stealing:2,walks:21,strikeouts:45,batting_avg:.273,onbase:.350,slugging:.396,ops:erc">.396,ops+:lugging">.746,bases:97,double_plays:11,hit_by_pitch:9,sac_hits:2,sac_flies:2,intentional_walks:4
pos:3B,name:Joe Randa,age:27,games:126,plate_appearances:499,at_bats:443,runs:58,hits:134,doubles:27,triples:9,home_runs:7,runs_batted_in:60,stolen_bases:4,caught_stealing:2,walks:41,strikeouts:64,batting_avg:.302,onbase:.366,slugging:.451,ops:erc">.451,ops+:lugging">.817,bases:200,double_plays:10,hit_by_pitch:6,sac_hits:4,sac_flies:5,intentional_walks:1
pos:LF,name:Al Martin,age:29,games:113,plate_appearances:477,at_bats:423,runs:64,hits:123,doubles:24,triples:7,home_runs:13,runs_batted_in:59,stolen_bases:23,caught_stealing:7,walks:45,strikeouts:83,batting_avg:.291,onbase:.359,slugging:.473,ops:erc">.473,ops+:lugging">.832,bases:200,double_plays:7,hit_by_pitch:3,sac_hits:1,sac_flies:5,intentional_walks:7
pos:CF,name:Jermaine Allensworth,age:25,games:108,plate_appearances:435,at_bats:369,runs:55,hits:94,doubles:18,triples:2,home_runs:3,runs_batted_in:43,stolen_bases:14,caught_stealing:7,walks:44,strikeouts:79,batting_avg:.255,onbase:.340,slugging:.339,ops:erc">.339,ops+:lugging">.679,bases:125,double_plays:5,hit_by_pitch:7,sac_hits:9,sac_flies:6,intentional_walks:1
pos:RF,name:Jose Guillen,age:21,games:143,plate_appearances:526,at_bats:498,runs:58,hits:133,doubles:20,triples:5,home_runs:14,runs_batted_in:70,stolen_bases:1,caught_stealing:2,walks:17,strikeouts:88,batting_avg:.267,onbase:.300,slugging:.412,ops:erc">.412,ops+:lugging">.712,bases:205,double_plays:16,hit_by_pitch:8,sac_hits:0,sac_flies:3,intentional_walks:0
pos:IF,name:Dale Sveum,age:33,games:126,plate_appearances:339,at_bats:306,runs:30,hits:80,doubles:20,triples:1,home_runs:12,runs_batted_in:47,stolen_bases:0,caught_stealing:3,walks:27,strikeouts:81,batting_avg:.261,onbase:.319,slugging:.451,ops:erc">.451,ops+:lugging">.770,bases:138,double_plays:8,hit_by_pitch:0,sac_hits:4,sac_flies:2,intentional_walks:2
pos:1B,name:Mark Johnson,age:29,games:78,plate_appearances:267,at_bats:219,runs:30,hits:47,doubles:10,triples:0,home_runs:4,runs_batted_in:29,stolen_bases:1,caught_stealing:1,walks:43,strikeouts:78,batting_avg:.215,onbase:.345,slugging:.315,ops:erc">.315,ops+:lugging">.660,bases:69,double_plays:1,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:1
pos:OF,name:Mark Smith,age:27,games:71,plate_appearances:222,at_bats:193,runs:29,hits:55,doubles:13,triples:1,home_runs:9,runs_batted_in:35,stolen_bases:3,caught_stealing:1,walks:28,strikeouts:36,batting_avg:.285,onbase:.374,slugging:.503,ops:erc">.503,ops+:lugging">.876,bases:97,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
