pos:C,name:Miguel Montero,age:26,games:85,plate_appearances:331,at_bats:297,runs:36,hits:79,doubles:20,triples:2,home_runs:9,runs_batted_in:43,stolen_bases:0,caught_stealing:1,walks:29,strikeouts:71,batting_avg:.266,onbase:.332,slugging:.438,ops:erc">.438,ops+:lugging">.770,bases:130,double_plays:10,hit_by_pitch:2,sac_hits:0,sac_flies:3,intentional_walks:3
pos:1B,name:Adam LaRoche,age:30,games:151,plate_appearances:615,at_bats:560,runs:75,hits:146,doubles:37,triples:2,home_runs:25,runs_batted_in:100,stolen_bases:0,caught_stealing:1,walks:48,strikeouts:172,batting_avg:.261,onbase:.320,slugging:.468,ops:erc">.468,ops+:lugging">.788,bases:262,double_plays:8,hit_by_pitch:3,sac_hits:0,sac_flies:4,intentional_walks:4
pos:2B,name:Kelly Johnson,age:28,games:154,plate_appearances:671,at_bats:585,runs:93,hits:166,doubles:36,triples:5,home_runs:26,runs_batted_in:71,stolen_bases:13,caught_stealing:7,walks:79,strikeouts:148,batting_avg:.284,onbase:.370,slugging:.496,ops:erc">.496,ops+:lugging">.865,bases:290,double_plays:12,hit_by_pitch:2,sac_hits:3,sac_flies:2,intentional_walks:1
pos:SS,name:Stephen Drew,age:27,games:151,plate_appearances:633,at_bats:565,runs:83,hits:157,doubles:33,triples:12,home_runs:15,runs_batted_in:61,stolen_bases:10,caught_stealing:5,walks:62,strikeouts:108,batting_avg:.278,onbase:.352,slugging:.458,ops:erc">.458,ops+:lugging">.810,bases:259,double_plays:7,hit_by_pitch:3,sac_hits:2,sac_flies:1,intentional_walks:2
pos:3B,name:Mark Reynolds,age:26,games:145,plate_appearances:596,at_bats:499,runs:79,hits:99,doubles:17,triples:2,home_runs:32,runs_batted_in:85,stolen_bases:7,caught_stealing:4,walks:83,strikeouts:211,batting_avg:.198,onbase:.320,slugging:.433,ops:erc">.433,ops+:lugging">.753,bases:216,double_plays:8,hit_by_pitch:9,sac_hits:0,sac_flies:5,intentional_walks:7
pos:LF,name:Gerardo Parra,age:23,games:133,plate_appearances:393,at_bats:364,runs:31,hits:95,doubles:19,triples:6,home_runs:3,runs_batted_in:30,stolen_bases:1,caught_stealing:0,walks:23,strikeouts:76,batting_avg:.261,onbase:.308,slugging:.371,ops:erc">.371,ops+:lugging">.679,bases:135,double_plays:8,hit_by_pitch:2,sac_hits:3,sac_flies:1,intentional_walks:10
pos:CF,name:Chris Young,age:26,games:156,plate_appearances:664,at_bats:584,runs:94,hits:150,doubles:33,triples:0,home_runs:27,runs_batted_in:91,stolen_bases:28,caught_stealing:7,walks:74,strikeouts:145,batting_avg:.257,onbase:.341,slugging:.452,ops:erc">.452,ops+:lugging">.793,bases:264,double_plays:10,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:0
pos:RF,name:Justin Upton,age:22,games:133,plate_appearances:571,at_bats:495,runs:73,hits:135,doubles:27,triples:3,home_runs:17,runs_batted_in:69,stolen_bases:18,caught_stealing:8,walks:64,strikeouts:152,batting_avg:.273,onbase:.356,slugging:.442,ops:erc">.442,ops+:lugging">.799,bases:219,double_plays:20,hit_by_pitch:4,sac_hits:1,sac_flies:7,intentional_walks:5
pos:C,name:Chris Snyder,age:29,games:65,plate_appearances:234,at_bats:195,runs:22,hits:45,doubles:8,triples:0,home_runs:10,runs_batted_in:32,stolen_bases:0,caught_stealing:0,walks:36,strikeouts:61,batting_avg:.231,onbase:.352,slugging:.426,ops:erc">.426,ops+:lugging">.778,bases:83,double_plays:5,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:6
pos:UT,name:Rusty Ryal,age:27,games:104,plate_appearances:222,at_bats:207,runs:19,hits:54,doubles:7,triples:1,home_runs:3,runs_batted_in:11,stolen_bases:0,caught_stealing:3,walks:8,strikeouts:67,batting_avg:.261,onbase:.308,slugging:.348,ops:erc">.348,ops+:lugging">.656,bases:72,double_plays:3,hit_by_pitch:6,sac_hits:1,sac_flies:0,intentional_walks:0
pos:IF,name:Tony Abreu,age:25,games:81,plate_appearances:201,at_bats:193,runs:16,hits:45,doubles:11,triples:1,home_runs:1,runs_batted_in:13,stolen_bases:2,caught_stealing:1,walks:4,strikeouts:47,batting_avg:.233,onbase:.244,slugging:.316,ops:erc">.316,ops+:lugging">.560,bases:61,double_plays:8,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:0
pos:LF,name:Conor Jackson,age:28,games:42,plate_appearances:172,at_bats:151,runs:19,hits:36,doubles:11,triples:0,home_runs:1,runs_batted_in:11,stolen_bases:4,caught_stealing:1,walks:20,strikeouts:18,batting_avg:.238,onbase:.326,slugging:.331,ops:erc">.331,ops+:lugging">.657,bases:50,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:2
pos:OF,name:Cole Gillespie,age:26,games:45,plate_appearances:113,at_bats:104,runs:11,hits:24,doubles:8,triples:0,home_runs:2,runs_batted_in:12,stolen_bases:1,caught_stealing:1,walks:7,strikeouts:29,batting_avg:.231,onbase:.283,slugging:.365,ops:erc">.365,ops+:lugging">.649,bases:38,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:1
pos:C,name:John Hester,age:26,games:38,plate_appearances:106,at_bats:95,runs:9,hits:20,doubles:7,triples:0,home_runs:2,runs_batted_in:7,stolen_bases:1,caught_stealing:0,walks:11,strikeouts:32,batting_avg:.211,onbase:.292,slugging:.347,ops:erc">.347,ops+:lugging">.640,bases:33,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
pos:IF,name:Augie Ojeda,age:35,games:59,plate_appearances:92,at_bats:79,runs:6,hits:15,doubles:3,triples:0,home_runs:0,runs_batted_in:5,stolen_bases:0,caught_stealing:1,walks:8,strikeouts:8,batting_avg:.190,onbase:.258,slugging:.228,ops:erc">.228,ops+:lugging">.486,bases:18,double_plays:3,hit_by_pitch:0,sac_hits:3,sac_flies:2,intentional_walks:0
pos:UT,name:Ryan Roberts,age:29,games:36,plate_appearances:71,at_bats:66,runs:8,hits:13,doubles:4,triples:0,home_runs:2,runs_batted_in:9,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:17,batting_avg:.197,onbase:.229,slugging:.348,ops:erc">.348,ops+:lugging">.577,bases:23,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:1
pos:UT,name:Brandon Allen,age:24,games:22,plate_appearances:56,at_bats:45,runs:5,hits:12,doubles:3,triples:0,home_runs:1,runs_batted_in:6,stolen_bases:0,caught_stealing:0,walks:10,strikeouts:20,batting_avg:.267,onbase:.393,slugging:.400,ops:erc">.400,ops+:lugging">.793,bases:18,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
