pos:C,name:Miguel Montero,age:28,games:141,plate_appearances:573,at_bats:486,runs:65,hits:139,doubles:25,triples:2,home_runs:15,runs_batted_in:88,stolen_bases:0,caught_stealing:0,walks:73,strikeouts:130,batting_avg:.286,onbase:.391,slugging:.438,ops:erc">.438,ops+:lugging">.829,bases:213,double_plays:15,hit_by_pitch:12,sac_hits:0,sac_flies:2,intentional_walks:6
pos:1B,name:Paul Goldschmidt,age:24,games:145,plate_appearances:587,at_bats:514,runs:82,hits:147,doubles:43,triples:1,home_runs:20,runs_batted_in:82,stolen_bases:18,caught_stealing:3,walks:60,strikeouts:130,batting_avg:.286,onbase:.359,slugging:.490,ops:erc">.490,ops+:lugging">.850,bases:252,double_plays:9,hit_by_pitch:4,sac_hits:0,sac_flies:9,intentional_walks:4
pos:2B,name:Aaron Hill,age:30,games:156,plate_appearances:668,at_bats:609,runs:93,hits:184,doubles:44,triples:6,home_runs:26,runs_batted_in:85,stolen_bases:14,caught_stealing:5,walks:52,strikeouts:86,batting_avg:.302,onbase:.360,slugging:.522,ops:erc">.522,ops+:lugging">.882,bases:318,double_plays:15,hit_by_pitch:4,sac_hits:1,sac_flies:2,intentional_walks:7
pos:SS,name:Willie Bloomquist,age:34,games:80,plate_appearances:338,at_bats:324,runs:47,hits:98,doubles:21,triples:5,home_runs:0,runs_batted_in:23,stolen_bases:7,caught_stealing:10,walks:12,strikeouts:55,batting_avg:.302,onbase:.325,slugging:.398,ops:erc">.398,ops+:lugging">.724,bases:129,double_plays:5,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:3B,name:Ryan Roberts,age:31,games:83,plate_appearances:280,at_bats:252,runs:28,hits:63,doubles:9,triples:0,home_runs:6,runs_batted_in:34,stolen_bases:6,caught_stealing:3,walks:22,strikeouts:45,batting_avg:.250,onbase:.306,slugging:.357,ops:erc">.357,ops+:lugging">.663,bases:90,double_plays:10,hit_by_pitch:0,sac_hits:2,sac_flies:4,intentional_walks:1
pos:LF,name:Jason Kubel,age:30,games:141,plate_appearances:571,at_bats:506,runs:75,hits:128,doubles:30,triples:4,home_runs:30,runs_batted_in:90,stolen_bases:1,caught_stealing:1,walks:57,strikeouts:151,batting_avg:.253,onbase:.327,slugging:.506,ops:erc">.506,ops+:lugging">.833,bases:256,double_plays:11,hit_by_pitch:2,sac_hits:0,sac_flies:6,intentional_walks:7
pos:CF,name:Chris Young,age:28,games:101,plate_appearances:363,at_bats:325,runs:36,hits:75,doubles:24,triples:0,home_runs:14,runs_batted_in:41,stolen_bases:8,caught_stealing:3,walks:36,strikeouts:79,batting_avg:.231,onbase:.311,slugging:.434,ops:erc">.434,ops+:lugging">.745,bases:141,double_plays:4,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:RF,name:Justin Upton,age:24,games:150,plate_appearances:628,at_bats:554,runs:107,hits:155,doubles:24,triples:4,home_runs:17,runs_batted_in:67,stolen_bases:18,caught_stealing:8,walks:63,strikeouts:121,batting_avg:.280,onbase:.355,slugging:.430,ops:erc">.430,ops+:lugging">.785,bases:238,double_plays:7,hit_by_pitch:5,sac_hits:0,sac_flies:6,intentional_walks:5
pos:OF,name:Gerardo Parra,age:25,games:133,plate_appearances:430,at_bats:385,runs:58,hits:105,doubles:21,triples:2,home_runs:7,runs_batted_in:36,stolen_bases:15,caught_stealing:9,walks:33,strikeouts:77,batting_avg:.273,onbase:.335,slugging:.392,ops:erc">.392,ops+:lugging">.727,bases:151,double_plays:4,hit_by_pitch:4,sac_hits:6,sac_flies:2,intentional_walks:4
pos:SS,name:John McDonald,age:37,games:70,plate_appearances:213,at_bats:197,runs:16,hits:49,doubles:9,triples:0,home_runs:6,runs_batted_in:22,stolen_bases:0,caught_stealing:1,walks:12,strikeouts:33,batting_avg:.249,onbase:.295,slugging:.386,ops:erc">.386,ops+:lugging">.681,bases:76,double_plays:3,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:5
pos:3B,name:Chris Johnson,age:27,games:44,plate_appearances:160,at_bats:147,runs:12,hits:42,doubles:7,triples:2,home_runs:7,runs_batted_in:35,stolen_bases:1,caught_stealing:0,walks:8,strikeouts:40,batting_avg:.286,onbase:.321,slugging:.503,ops:erc">.503,ops+:lugging">.824,bases:74,double_plays:6,hit_by_pitch:1,sac_hits:1,sac_flies:3,intentional_walks:1
