pos:C,name:Miguel Montero,age:27,games:140,plate_appearances:553,at_bats:493,runs:65,hits:139,doubles:36,triples:1,home_runs:18,runs_batted_in:86,stolen_bases:1,caught_stealing:1,walks:47,strikeouts:97,batting_avg:.282,onbase:.351,slugging:.469,ops:erc">.469,ops+:lugging">.820,bases:231,double_plays:14,hit_by_pitch:8,sac_hits:1,sac_flies:4,intentional_walks:10
pos:1B,name:Juan Miranda,age:28,games:65,plate_appearances:202,at_bats:174,runs:18,hits:37,doubles:8,triples:2,home_runs:7,runs_batted_in:23,stolen_bases:0,caught_stealing:1,walks:23,strikeouts:48,batting_avg:.213,onbase:.315,slugging:.402,ops:erc">.402,ops+:lugging">.717,bases:70,double_plays:1,hit_by_pitch:3,sac_hits:2,sac_flies:0,intentional_walks:1
pos:2B,name:Kelly Johnson,age:29,games:114,plate_appearances:481,at_bats:430,runs:59,hits:90,doubles:23,triples:5,home_runs:18,runs_batted_in:49,stolen_bases:13,caught_stealing:3,walks:44,strikeouts:132,batting_avg:.209,onbase:.287,slugging:.412,ops:erc">.412,ops+:lugging">.699,bases:177,double_plays:3,hit_by_pitch:3,sac_hits:4,sac_flies:0,intentional_walks:2
pos:SS,name:Stephen Drew,age:28,games:86,plate_appearances:354,at_bats:321,runs:44,hits:81,doubles:21,triples:5,home_runs:5,runs_batted_in:45,stolen_bases:4,caught_stealing:4,walks:30,strikeouts:74,batting_avg:.252,onbase:.317,slugging:.396,ops:erc">.396,ops+:lugging">.713,bases:127,double_plays:3,hit_by_pitch:1,sac_hits:1,sac_flies:1,intentional_walks:0
pos:3B,name:Ryan Roberts,age:30,games:143,plate_appearances:555,at_bats:482,runs:86,hits:120,doubles:25,triples:2,home_runs:19,runs_batted_in:65,stolen_bases:18,caught_stealing:9,walks:66,strikeouts:98,batting_avg:.249,onbase:.341,slugging:.427,ops:erc">.427,ops+:lugging">.768,bases:206,double_plays:6,hit_by_pitch:2,sac_hits:3,sac_flies:2,intentional_walks:2
pos:LF,name:Gerardo Parra,age:24,games:141,plate_appearances:493,at_bats:445,runs:55,hits:130,doubles:20,triples:8,home_runs:8,runs_batted_in:46,stolen_bases:15,caught_stealing:1,walks:43,strikeouts:82,batting_avg:.292,onbase:.357,slugging:.427,ops:erc">.427,ops+:lugging">.784,bases:190,double_plays:8,hit_by_pitch:3,sac_hits:0,sac_flies:2,intentional_walks:16
pos:CF,name:Chris Young,age:27,games:156,plate_appearances:659,at_bats:567,runs:89,hits:134,doubles:38,triples:3,home_runs:20,runs_batted_in:71,stolen_bases:22,caught_stealing:9,walks:80,strikeouts:139,batting_avg:.236,onbase:.331,slugging:.420,ops:erc">.420,ops+:lugging">.751,bases:238,double_plays:3,hit_by_pitch:4,sac_hits:1,sac_flies:7,intentional_walks:4
pos:RF,name:Justin Upton,age:23,games:159,plate_appearances:674,at_bats:592,runs:105,hits:171,doubles:39,triples:5,home_runs:31,runs_batted_in:88,stolen_bases:21,caught_stealing:9,walks:59,strikeouts:126,batting_avg:.289,onbase:.369,slugging:.529,ops:erc">.529,ops+:lugging">.898,bases:313,double_plays:8,hit_by_pitch:19,sac_hits:0,sac_flies:4,intentional_walks:9
pos:UT,name:Willie Bloomquist,age:33,games:97,plate_appearances:381,at_bats:350,runs:44,hits:93,doubles:10,triples:2,home_runs:4,runs_batted_in:26,stolen_bases:20,caught_stealing:10,walks:23,strikeouts:51,batting_avg:.266,onbase:.317,slugging:.340,ops:erc">.340,ops+:lugging">.657,bases:119,double_plays:3,hit_by_pitch:4,sac_hits:2,sac_flies:2,intentional_walks:3
pos:1B,name:Xavier Nady,age:32,games:82,plate_appearances:223,at_bats:206,runs:26,hits:51,doubles:11,triples:0,home_runs:4,runs_batted_in:35,stolen_bases:2,caught_stealing:0,walks:10,strikeouts:46,batting_avg:.248,onbase:.287,slugging:.359,ops:erc">.359,ops+:lugging">.646,bases:74,double_plays:4,hit_by_pitch:3,sac_hits:0,sac_flies:4,intentional_walks:1
pos:1B,name:Paul Goldschmidt,age:23,games:48,plate_appearances:177,at_bats:156,runs:28,hits:39,doubles:9,triples:1,home_runs:8,runs_batted_in:26,stolen_bases:4,caught_stealing:0,walks:20,strikeouts:53,batting_avg:.250,onbase:.333,slugging:.474,ops:erc">.474,ops+:lugging">.808,bases:74,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
