pos:C,name:Sandy Alomar,age:24,games:132,plate_appearances:483,at_bats:445,runs:60,hits:129,doubles:26,triples:2,home_runs:9,runs_batted_in:66,stolen_bases:4,caught_stealing:1,walks:25,strikeouts:46,batting_avg:.290,onbase:.326,slugging:.418,ops:erc">.418,ops+:lugging">.744,bases:186,double_plays:10,hit_by_pitch:2,sac_hits:5,sac_flies:6,intentional_walks:2
pos:1B,name:Keith Hernandez,age:36,games:43,plate_appearances:145,at_bats:130,runs:7,hits:26,doubles:2,triples:0,home_runs:1,runs_batted_in:8,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:17,batting_avg:.200,onbase:.283,slugging:.238,ops:erc">.238,ops+:lugging">.521,bases:31,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:3
pos:2B,name:Jerry Browne,age:24,games:140,plate_appearances:610,at_bats:513,runs:92,hits:137,doubles:26,triples:5,home_runs:6,runs_batted_in:50,stolen_bases:12,caught_stealing:7,walks:72,strikeouts:46,batting_avg:.267,onbase:.353,slugging:.372,ops:erc">.372,ops+:lugging">.725,bases:191,double_plays:12,hit_by_pitch:2,sac_hits:12,sac_flies:11,intentional_walks:1
pos:SS,name:Felix Fermin,age:26,games:148,plate_appearances:458,at_bats:414,runs:47,hits:106,doubles:13,triples:2,home_runs:1,runs_batted_in:40,stolen_bases:3,caught_stealing:3,walks:26,strikeouts:22,batting_avg:.256,onbase:.297,slugging:.304,ops:erc">.304,ops+:lugging">.601,bases:126,double_plays:13,hit_by_pitch:0,sac_hits:13,sac_flies:5,intentional_walks:0
pos:3B,name:Brook Jacoby,age:30,games:155,plate_appearances:624,at_bats:553,runs:77,hits:162,doubles:24,triples:4,home_runs:14,runs_batted_in:75,stolen_bases:1,caught_stealing:4,walks:63,strikeouts:58,batting_avg:.293,onbase:.365,slugging:.427,ops:erc">.427,ops+:lugging">.792,bases:236,double_plays:20,hit_by_pitch:2,sac_hits:2,sac_flies:4,intentional_walks:6
pos:LF,name:Candy Maldonado,age:29,games:155,plate_appearances:651,at_bats:590,runs:76,hits:161,doubles:32,triples:2,home_runs:22,runs_batted_in:95,stolen_bases:3,caught_stealing:5,walks:49,strikeouts:134,batting_avg:.273,onbase:.330,slugging:.446,ops:erc">.446,ops+:lugging">.776,bases:263,double_plays:13,hit_by_pitch:5,sac_hits:0,sac_flies:7,intentional_walks:4
pos:CF,name:Mitch Webster,age:31,games:128,plate_appearances:477,at_bats:437,runs:58,hits:110,doubles:20,triples:6,home_runs:12,runs_batted_in:55,stolen_bases:22,caught_stealing:6,walks:20,strikeouts:61,batting_avg:.252,onbase:.285,slugging:.407,ops:erc">.407,ops+:lugging">.693,bases:178,double_plays:5,hit_by_pitch:3,sac_hits:11,sac_flies:6,intentional_walks:1
pos:RF,name:Cory Snyder,age:27,games:123,plate_appearances:468,at_bats:438,runs:46,hits:102,doubles:27,triples:3,home_runs:14,runs_batted_in:55,stolen_bases:1,caught_stealing:4,walks:21,strikeouts:118,batting_avg:.233,onbase:.268,slugging:.404,ops:erc">.404,ops+:lugging">.672,bases:177,double_plays:11,hit_by_pitch:2,sac_hits:1,sac_flies:6,intentional_walks:3
pos:DH,name:Chris James,age:27,games:140,plate_appearances:569,at_bats:528,runs:62,hits:158,doubles:32,triples:4,home_runs:12,runs_batted_in:70,stolen_bases:4,caught_stealing:3,walks:31,strikeouts:71,batting_avg:.299,onbase:.341,slugging:.443,ops:erc">.443,ops+:lugging">.784,bases:234,double_plays:11,hit_by_pitch:4,sac_hits:3,sac_flies:3,intentional_walks:4
pos:IF,name:Carlos Baerga,age:21,games:108,plate_appearances:338,at_bats:312,runs:46,hits:81,doubles:17,triples:2,home_runs:7,runs_batted_in:47,stolen_bases:0,caught_stealing:2,walks:16,strikeouts:57,batting_avg:.260,onbase:.300,slugging:.394,ops:erc">.394,ops+:lugging">.694,bases:123,double_plays:4,hit_by_pitch:4,sac_hits:1,sac_flies:5,intentional_walks:2
pos:UT,name:Dion James,age:27,games:87,plate_appearances:280,at_bats:248,runs:28,hits:68,doubles:15,triples:2,home_runs:1,runs_batted_in:22,stolen_bases:5,caught_stealing:3,walks:27,strikeouts:23,batting_avg:.274,onbase:.347,slugging:.363,ops:erc">.363,ops+:lugging">.709,bases:90,double_plays:6,hit_by_pitch:1,sac_hits:3,sac_flies:1,intentional_walks:3
pos:CF,name:Alex Cole,age:24,games:63,plate_appearances:256,at_bats:227,runs:43,hits:68,doubles:5,triples:4,home_runs:0,runs_batted_in:13,stolen_bases:40,caught_stealing:9,walks:28,strikeouts:38,batting_avg:.300,onbase:.379,slugging:.357,ops:erc">.357,ops+:lugging">.736,bases:81,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Tom Brookens,age:36,games:64,plate_appearances:172,at_bats:154,runs:18,hits:41,doubles:7,triples:2,home_runs:1,runs_batted_in:20,stolen_bases:0,caught_stealing:0,walks:14,strikeouts:25,batting_avg:.266,onbase:.322,slugging:.357,ops:erc">.357,ops+:lugging">.679,bases:55,double_plays:3,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:1
pos:C,name:Joel Skinner,age:29,games:49,plate_appearances:146,at_bats:139,runs:16,hits:35,doubles:4,triples:1,home_runs:2,runs_batted_in:16,stolen_bases:0,caught_stealing:0,walks:7,strikeouts:44,batting_avg:.252,onbase:.288,slugging:.338,ops:erc">.338,ops+:lugging">.626,bases:47,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Stan Jefferson,age:27,games:49,plate_appearances:112,at_bats:98,runs:21,hits:27,doubles:8,triples:0,home_runs:2,runs_batted_in:10,stolen_bases:8,caught_stealing:4,walks:8,strikeouts:18,batting_avg:.276,onbase:.333,slugging:.418,ops:erc">.418,ops+:lugging">.752,bases:41,double_plays:2,hit_by_pitch:2,sac_hits:1,sac_flies:3,intentional_walks:0
pos:1B,name:Jeff Manto,age:25,games:30,plate_appearances:97,at_bats:76,runs:12,hits:17,doubles:5,triples:1,home_runs:2,runs_batted_in:14,stolen_bases:0,caught_stealing:1,walks:21,strikeouts:18,batting_avg:.224,onbase:.392,slugging:.395,ops:erc">.395,ops+:lugging">.786,bases:30,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:1
