pos:C,name:Sandy Alomar,age:28,games:80,plate_appearances:320,at_bats:292,runs:44,hits:84,doubles:15,triples:1,home_runs:14,runs_batted_in:43,stolen_bases:8,caught_stealing:4,walks:25,strikeouts:31,batting_avg:.288,onbase:.347,slugging:.490,ops:erc">.490,ops+:lugging">.837,bases:143,double_plays:7,hit_by_pitch:2,sac_hits:0,sac_flies:1,intentional_walks:2
pos:1B,name:Paul Sorrento,age:28,games:95,plate_appearances:360,at_bats:322,runs:43,hits:90,doubles:14,triples:0,home_runs:14,runs_batted_in:62,stolen_bases:0,caught_stealing:1,walks:34,strikeouts:68,batting_avg:.280,onbase:.345,slugging:.453,ops:erc">.453,ops+:lugging">.799,bases:146,double_plays:7,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:6
pos:2B,name:Carlos Baerga,age:25,games:103,plate_appearances:469,at_bats:442,runs:81,hits:139,doubles:32,triples:2,home_runs:19,runs_batted_in:80,stolen_bases:8,caught_stealing:2,walks:10,strikeouts:45,batting_avg:.314,onbase:.333,slugging:.525,ops:erc">.525,ops+:lugging">.858,bases:232,double_plays:10,hit_by_pitch:6,sac_hits:3,sac_flies:8,intentional_walks:1
pos:SS,name:Omar Vizquel,age:27,games:69,plate_appearances:322,at_bats:286,runs:39,hits:78,doubles:10,triples:1,home_runs:1,runs_batted_in:33,stolen_bases:13,caught_stealing:4,walks:23,strikeouts:23,batting_avg:.273,onbase:.325,slugging:.325,ops:erc">.325,ops+:lugging">.650,bases:93,double_plays:4,hit_by_pitch:0,sac_hits:11,sac_flies:2,intentional_walks:0
pos:3B,name:Jim Thome,age:23,games:98,plate_appearances:369,at_bats:321,runs:58,hits:86,doubles:20,triples:1,home_runs:20,runs_batted_in:52,stolen_bases:3,caught_stealing:3,walks:46,strikeouts:84,batting_avg:.268,onbase:.359,slugging:.523,ops:erc">.523,ops+:lugging">.882,bases:168,double_plays:11,hit_by_pitch:0,sac_hits:1,sac_flies:1,intentional_walks:5
pos:LF,name:Albert Belle,age:27,games:106,plate_appearances:480,at_bats:412,runs:90,hits:147,doubles:35,triples:2,home_runs:36,runs_batted_in:101,stolen_bases:9,caught_stealing:6,walks:58,strikeouts:71,batting_avg:.357,onbase:.438,slugging:.714,ops:erc">.714,ops+:lugging">1.152,bases:294,double_plays:5,hit_by_pitch:5,sac_hits:1,sac_flies:4,intentional_walks:9
pos:CF,name:Kenny Lofton,age:27,games:112,plate_appearances:523,at_bats:459,runs:105,hits:160,doubles:32,triples:9,home_runs:12,runs_batted_in:57,stolen_bases:60,caught_stealing:12,walks:52,strikeouts:56,batting_avg:.349,onbase:.412,slugging:.536,ops:erc">.536,ops+:lugging">.948,bases:246,double_plays:5,hit_by_pitch:2,sac_hits:4,sac_flies:6,intentional_walks:5
pos:RF,name:Manny Ramirez,age:22,games:91,plate_appearances:336,at_bats:290,runs:51,hits:78,doubles:22,triples:0,home_runs:17,runs_batted_in:60,stolen_bases:4,caught_stealing:2,walks:42,strikeouts:72,batting_avg:.269,onbase:.357,slugging:.521,ops:erc">.521,ops+:lugging">.878,bases:151,double_plays:6,hit_by_pitch:0,sac_hits:0,sac_flies:4,intentional_walks:4
pos:DH,name:Eddie Murray,age:38,games:108,plate_appearances:467,at_bats:433,runs:57,hits:110,doubles:21,triples:1,home_runs:17,runs_batted_in:76,stolen_bases:8,caught_stealing:4,walks:31,strikeouts:53,batting_avg:.254,onbase:.302,slugging:.425,ops:erc">.425,ops+:lugging">.727,bases:184,double_plays:8,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:6
pos:IF,name:Alvaro Espinoza,age:32,games:90,plate_appearances:244,at_bats:231,runs:27,hits:55,doubles:13,triples:0,home_runs:1,runs_batted_in:19,stolen_bases:1,caught_stealing:3,walks:6,strikeouts:33,batting_avg:.238,onbase:.258,slugging:.307,ops:erc">.307,ops+:lugging">.566,bases:71,double_plays:7,hit_by_pitch:1,sac_hits:4,sac_flies:2,intentional_walks:0
pos:RF,name:Wayne Kirby,age:30,games:78,plate_appearances:207,at_bats:191,runs:33,hits:56,doubles:6,triples:0,home_runs:5,runs_batted_in:23,stolen_bases:11,caught_stealing:4,walks:13,strikeouts:30,batting_avg:.293,onbase:.341,slugging:.403,ops:erc">.403,ops+:lugging">.745,bases:77,double_plays:1,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
