pos:C,name:Russell Martin,age:26,games:143,plate_appearances:588,at_bats:505,runs:63,hits:126,doubles:19,triples:0,home_runs:7,runs_batted_in:53,stolen_bases:11,caught_stealing:6,walks:69,strikeouts:80,batting_avg:.250,onbase:.352,slugging:.329,ops:erc">.329,ops+:lugging">.680,bases:166,double_plays:18,hit_by_pitch:11,sac_hits:2,sac_flies:1,intentional_walks:9
pos:C,name:Brad Ausmus,age:40,games:36,plate_appearances:107,at_bats:95,runs:9,hits:28,doubles:4,triples:0,home_runs:1,runs_batted_in:9,stolen_bases:1,caught_stealing:0,walks:5,strikeouts:21,batting_avg:.295,onbase:.343,slugging:.368,ops:erc">.368,ops+:lugging">.712,bases:35,double_plays:1,hit_by_pitch:2,sac_hits:5,sac_flies:0,intentional_walks:0
pos:IF,name:Ronnie Belliard,age:34,games:24,plate_appearances:83,at_bats:77,runs:13,hits:27,doubles:7,triples:0,home_runs:5,runs_batted_in:17,stolen_bases:1,caught_stealing:0,walks:6,strikeouts:16,batting_avg:.351,onbase:.398,slugging:.636,ops:erc">.636,ops+:lugging">1.034,bases:49,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Blake DeWitt,age:23,games:31,plate_appearances:53,at_bats:49,runs:4,hits:10,doubles:3,triples:0,home_runs:2,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:7,batting_avg:.204,onbase:.245,slugging:.388,ops:erc">.388,ops+:lugging">.633,bases:19,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:RF,name:Jamie Hoffmann,age:24,games:14,plate_appearances:24,at_bats:22,runs:2,hits:4,doubles:2,triples:0,home_runs:1,runs_batted_in:7,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.182,onbase:.167,slugging:.409,ops:erc">.409,ops+:lugging">.576,bases:9,double_plays:2,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
pos:1B,name:Doug Mientkiewicz,age:35,games:20,plate_appearances:20,at_bats:18,runs:0,hits:6,doubles:1,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:1,strikeouts:6,batting_avg:.333,onbase:.400,slugging:.389,ops:erc">.389,ops+:lugging">.789,bases:7,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos: ,name:Jim Thome,age:38,games:17,plate_appearances:17,at_bats:17,runs:0,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:3,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.235,onbase:.235,slugging:.235,ops:erc">.235,ops+:lugging">.471,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Xavier Paul,age:24,games:11,plate_appearances:16,at_bats:14,runs:3,hits:3,doubles:1,triples:0,home_runs:1,runs_batted_in:1,stolen_bases:0,caught_stealing:1,walks:2,strikeouts:4,batting_avg:.214,onbase:.313,slugging:.500,ops:erc">.500,ops+:lugging">.813,bases:7,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:DH,name:Mitch Jones,age:31,games:8,plate_appearances:15,at_bats:13,runs:1,hits:4,doubles:1,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.308,onbase:.400,slugging:.385,ops:erc">.385,ops+:lugging">.785,bases:5,double_plays:0,hit_by_pitch:2,sac_hits:0,sac_flies:0,intentional_walks:0
pos:IF,name:Tony Abreu,age:24,games:6,plate_appearances:11,at_bats:8,runs:0,hits:2,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:1,walks:3,strikeouts:2,batting_avg:.250,onbase:.455,slugging:.250,ops:erc">.250,ops+:lugging">.705,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:C,name:A.J. Ellis,age:28,games:8,plate_appearances:10,at_bats:10,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.100,onbase:.100,slugging:.100,ops:erc">.100,ops+:lugging">.200,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:OF,name:Jason Repko,age:28,games:10,plate_appearances:7,at_bats:5,runs:1,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:1,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.000,onbase:.143,slugging:.000,ops:erc">.000,ops+:lugging">.143,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:1,intentional_walks:0
pos:SS,name:Chin-lung Hu,age:25,games:5,plate_appearances:6,at_bats:5,runs:2,hits:2,doubles:1,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.400,onbase:.333,slugging:.600,ops:erc">.600,ops+:lugging">.933,bases:3,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:0
pos:P,name:Randy Wolf,age:32,games:33,plate_appearances:81,at_bats:68,runs:5,hits:11,doubles:4,triples:0,home_runs:1,runs_batted_in:11,stolen_bases:1,caught_stealing:0,walks:2,strikeouts:22,batting_avg:.162,onbase:.194,slugging:.265,ops:erc">.265,ops+:lugging">.459,bases:18,double_plays:1,hit_by_pitch:1,sac_hits:9,sac_flies:1,intentional_walks:0
pos:P,name:Chad Billingsley,age:24,games:30,plate_appearances:67,at_bats:56,runs:2,hits:10,doubles:2,triples:0,home_runs:1,runs_batted_in:4,stolen_bases:0,caught_stealing:0,walks:4,strikeouts:24,batting_avg:.179,onbase:.233,slugging:.268,ops:erc">.268,ops+:lugging">.501,bases:15,double_plays:1,hit_by_pitch:0,sac_hits:7,sac_flies:0,intentional_walks:0
pos:P,name:Clayton Kershaw,age:21,games:30,plate_appearances:59,at_bats:48,runs:2,hits:5,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:16,batting_avg:.104,onbase:.157,slugging:.104,ops:erc">.104,ops+:lugging">.261,bases:5,double_plays:1,hit_by_pitch:0,sac_hits:8,sac_flies:0,intentional_walks:0
pos:P,name:Hiroki Kuroda,age:34,games:19,plate_appearances:39,at_bats:28,runs:1,hits:4,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:2,strikeouts:11,batting_avg:.143,onbase:.200,slugging:.143,ops:erc">.143,ops+:lugging">.343,bases:4,double_plays:0,hit_by_pitch:0,sac_hits:9,sac_flies:0,intentional_walks:0
pos:P,name:Eric Stults,age:29,games:11,plate_appearances:21,at_bats:15,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:3,strikeouts:8,batting_avg:.067,onbase:.211,slugging:.067,ops:erc">.067,ops+:lugging">.277,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:1,intentional_walks:0
pos:P,name:Jeff Weaver,age:32,games:26,plate_appearances:15,at_bats:13,runs:1,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.231,onbase:.231,slugging:.231,ops:erc">.231,ops+:lugging">.462,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:Vicente Padilla,age:31,games:8,plate_appearances:14,at_bats:13,runs:0,hits:3,doubles:0,triples:0,home_runs:0,runs_batted_in:2,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:7,batting_avg:.231,onbase:.231,slugging:.231,ops:erc">.231,ops+:lugging">.462,bases:3,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jon Garland,age:29,games:6,plate_appearances:13,at_bats:12,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:8,batting_avg:.000,onbase:.077,slugging:.000,ops:erc">.000,ops+:lugging">.077,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Eric Milton,age:33,games:6,plate_appearances:11,at_bats:8,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.111,slugging:.000,ops:erc">.000,ops+:lugging">.111,bases:0,double_plays:0,hit_by_pitch:1,sac_hits:2,sac_flies:0,intentional_walks:0
pos:P,name:James McDonald,age:24,games:44,plate_appearances:10,at_bats:9,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:6,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:1,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Jason Schmidt,age:36,games:5,plate_appearances:7,at_bats:6,runs:1,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.167,onbase:.167,slugging:.167,ops:erc">.167,ops+:lugging">.333,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Ramon Troncoso,age:26,games:68,plate_appearances:6,at_bats:5,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:5,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Charlie Haeger,age:25,games:6,plate_appearances:5,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:4,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Scott Elbert,age:23,games:19,plate_appearances:5,at_bats:5,runs:1,hits:1,doubles:1,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:2,batting_avg:.200,onbase:.200,slugging:.400,ops:erc">.400,ops+:lugging">.600,bases:2,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Ronald Belisario,age:26,games:66,plate_appearances:4,at_bats:4,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:3,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Guillermo Mota,age:35,games:58,plate_appearances:4,at_bats:3,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.333,onbase:.333,slugging:.333,ops:erc">.333,ops+:lugging">.667,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Will Ohman,age:31,games:21,plate_appearances:3,at_bats:2,runs:0,hits:1,doubles:0,triples:0,home_runs:0,runs_batted_in:1,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.500,onbase:.500,slugging:.500,ops:erc">.500,ops+:lugging">1.000,bases:1,double_plays:0,hit_by_pitch:0,sac_hits:1,sac_flies:0,intentional_walks:0
pos:P,name:Cory Wade,age:26,games:25,plate_appearances:2,at_bats:2,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:1,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Jonathan Broxton,age:25,games:68,plate_appearances:1,at_bats:1,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:.000,onbase:.000,slugging:.000,ops:erc">.000,ops+:lugging">.000,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:George Sherrill,age:32,games:30,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Claudio Vargas,age:31,games:8,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Hung-Chih Kuo,age:27,games:35,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Travis Schlichting,age:24,games:1,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
pos:P,name:Brent Leach,age:26,games:34,plate_appearances:0,at_bats:0,runs:0,hits:0,doubles:0,triples:0,home_runs:0,runs_batted_in:0,stolen_bases:0,caught_stealing:0,walks:0,strikeouts:0,batting_avg:,onbase:,slugging:,ops:erc">,ops+:lugging">,bases:0,double_plays:0,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
