pos:C,name:Carlton Fisk,age:32,games:131,plate_appearances:530,at_bats:478,runs:73,hits:138,doubles:25,triples:3,home_runs:18,runs_batted_in:62,stolen_bases:11,caught_stealing:5,walks:36,strikeouts:62,batting_avg:.289,onbase:.353,slugging:.467,ops:erc">.467,ops+:lugging">.819,bases:223,double_plays:12,hit_by_pitch:13,sac_hits:0,sac_flies:3,intentional_walks:6
pos:1B,name:Tony Perez,age:38,games:151,plate_appearances:635,at_bats:585,runs:73,hits:161,doubles:31,triples:3,home_runs:25,runs_batted_in:105,stolen_bases:1,caught_stealing:0,walks:41,strikeouts:93,batting_avg:.275,onbase:.320,slugging:.467,ops:erc">.467,ops+:lugging">.786,bases:273,double_plays:25,hit_by_pitch:1,sac_hits:0,sac_flies:8,intentional_walks:11
pos:2B,name:Dave Stapleton,age:26,games:106,plate_appearances:472,at_bats:449,runs:61,hits:144,doubles:33,triples:5,home_runs:7,runs_batted_in:45,stolen_bases:3,caught_stealing:2,walks:13,strikeouts:32,batting_avg:.321,onbase:.338,slugging:.463,ops:erc">.463,ops+:lugging">.802,bases:208,double_plays:10,hit_by_pitch:1,sac_hits:5,sac_flies:4,intentional_walks:1
pos:SS,name:Rick Burleson,age:29,games:155,plate_appearances:718,at_bats:644,runs:89,hits:179,doubles:29,triples:2,home_runs:8,runs_batted_in:51,stolen_bases:12,caught_stealing:13,walks:62,strikeouts:51,batting_avg:.278,onbase:.341,slugging:.366,ops:erc">.366,ops+:lugging">.708,bases:236,double_plays:24,hit_by_pitch:2,sac_hits:6,sac_flies:4,intentional_walks:0
pos:3B,name:Glenn Hoffman,age:21,games:114,plate_appearances:346,at_bats:312,runs:37,hits:89,doubles:15,triples:4,home_runs:4,runs_batted_in:42,stolen_bases:2,caught_stealing:4,walks:19,strikeouts:41,batting_avg:.285,onbase:.326,slugging:.397,ops:erc">.397,ops+:lugging">.724,bases:124,double_plays:8,hit_by_pitch:2,sac_hits:9,sac_flies:4,intentional_walks:2
pos:LF,name:Jim Rice,age:27,games:124,plate_appearances:542,at_bats:504,runs:81,hits:148,doubles:22,triples:6,home_runs:24,runs_batted_in:86,stolen_bases:8,caught_stealing:3,walks:30,strikeouts:87,batting_avg:.294,onbase:.336,slugging:.504,ops:erc">.504,ops+:lugging">.840,bases:254,double_plays:16,hit_by_pitch:4,sac_hits:1,sac_flies:3,intentional_walks:5
pos:CF,name:Fred Lynn,age:28,games:110,plate_appearances:478,at_bats:415,runs:67,hits:125,doubles:32,triples:3,home_runs:12,runs_batted_in:61,stolen_bases:12,caught_stealing:0,walks:58,strikeouts:39,batting_avg:.301,onbase:.383,slugging:.480,ops:erc">.480,ops+:lugging">.862,bases:199,double_plays:10,hit_by_pitch:0,sac_hits:0,sac_flies:5,intentional_walks:3
pos:RF,name:Dwight Evans,age:28,games:148,plate_appearances:542,at_bats:463,runs:72,hits:123,doubles:37,triples:5,home_runs:18,runs_batted_in:60,stolen_bases:3,caught_stealing:1,walks:64,strikeouts:98,batting_avg:.266,onbase:.358,slugging:.484,ops:erc">.484,ops+:lugging">.842,bases:224,double_plays:5,hit_by_pitch:5,sac_hits:6,sac_flies:4,intentional_walks:6
pos:DH,name:Carl Yastrzemski,age:40,games:105,plate_appearances:412,at_bats:364,runs:49,hits:100,doubles:21,triples:1,home_runs:15,runs_batted_in:50,stolen_bases:0,caught_stealing:2,walks:44,strikeouts:38,batting_avg:.275,onbase:.350,slugging:.462,ops:erc">.462,ops+:lugging">.812,bases:168,double_plays:9,hit_by_pitch:0,sac_hits:1,sac_flies:3,intentional_walks:5
pos:3B,name:Butch Hobson,age:28,games:93,plate_appearances:352,at_bats:324,runs:35,hits:74,doubles:6,triples:0,home_runs:11,runs_batted_in:39,stolen_bases:1,caught_stealing:1,walks:25,strikeouts:69,batting_avg:.228,onbase:.281,slugging:.349,ops:erc">.349,ops+:lugging">.630,bases:113,double_plays:10,hit_by_pitch:0,sac_hits:0,sac_flies:3,intentional_walks:2
pos:OF,name:Jim Dwyer,age:30,games:93,plate_appearances:292,at_bats:260,runs:41,hits:74,doubles:11,triples:1,home_runs:9,runs_batted_in:38,stolen_bases:3,caught_stealing:2,walks:28,strikeouts:23,batting_avg:.285,onbase:.357,slugging:.438,ops:erc">.438,ops+:lugging">.796,bases:114,double_plays:4,hit_by_pitch:2,sac_hits:1,sac_flies:1,intentional_walks:5
pos:2B,name:Jerry Remy,age:27,games:63,plate_appearances:249,at_bats:230,runs:24,hits:72,doubles:7,triples:2,home_runs:0,runs_batted_in:9,stolen_bases:14,caught_stealing:6,walks:10,strikeouts:14,batting_avg:.313,onbase:.339,slugging:.361,ops:erc">.361,ops+:lugging">.700,bases:83,double_plays:6,hit_by_pitch:0,sac_hits:7,sac_flies:2,intentional_walks:0
pos:C,name:Dave Rader,age:31,games:50,plate_appearances:152,at_bats:137,runs:14,hits:45,doubles:11,triples:0,home_runs:3,runs_batted_in:17,stolen_bases:1,caught_stealing:1,walks:14,strikeouts:12,batting_avg:.328,onbase:.388,slugging:.474,ops:erc">.474,ops+:lugging">.863,bases:65,double_plays:4,hit_by_pitch:0,sac_hits:0,sac_flies:1,intentional_walks:1
pos:CF,name:Garry Hancock,age:26,games:46,plate_appearances:120,at_bats:115,runs:9,hits:33,doubles:6,triples:0,home_runs:4,runs_batted_in:19,stolen_bases:0,caught_stealing:3,walks:3,strikeouts:11,batting_avg:.287,onbase:.300,slugging:.443,ops:erc">.443,ops+:lugging">.743,bases:51,double_plays:1,hit_by_pitch:0,sac_hits:0,sac_flies:2,intentional_walks:0
