pos:C,name:Tony Pena,age:33,games:143,plate_appearances:540,at_bats:491,runs:62,hits:129,doubles:19,triples:1,home_runs:7,runs_batted_in:56,stolen_bases:8,caught_stealing:6,walks:43,strikeouts:71,batting_avg:.263,onbase:.322,slugging:.348,ops:erc">.348,ops+:lugging">.670,bases:171,double_plays:23,hit_by_pitch:1,sac_hits:2,sac_flies:3,intentional_walks:3
pos:1B,name:Carlos Quintana,age:24,games:149,plate_appearances:572,at_bats:512,runs:56,hits:147,doubles:28,triples:0,home_runs:7,runs_batted_in:67,stolen_bases:1,caught_stealing:2,walks:52,strikeouts:74,batting_avg:.287,onbase:.354,slugging:.383,ops:erc">.383,ops+:lugging">.737,bases:196,double_plays:19,hit_by_pitch:2,sac_hits:4,sac_flies:2,intentional_walks:0
pos:2B,name:Jody Reed,age:27,games:155,plate_appearances:691,at_bats:598,runs:70,hits:173,doubles:45,triples:0,home_runs:5,runs_batted_in:51,stolen_bases:4,caught_stealing:4,walks:75,strikeouts:65,batting_avg:.289,onbase:.371,slugging:.390,ops:erc">.390,ops+:lugging">.760,bases:233,double_plays:19,hit_by_pitch:4,sac_hits:11,sac_flies:3,intentional_walks:4
pos:SS,name:Luis Rivera,age:26,games:118,plate_appearances:385,at_bats:346,runs:38,hits:78,doubles:20,triples:0,home_runs:7,runs_batted_in:45,stolen_bases:4,caught_stealing:3,walks:25,strikeouts:58,batting_avg:.225,onbase:.279,slugging:.344,ops:erc">.344,ops+:lugging">.623,bases:119,double_plays:10,hit_by_pitch:1,sac_hits:12,sac_flies:1,intentional_walks:0
pos:3B,name:Wade Boggs,age:32,games:155,plate_appearances:713,at_bats:619,runs:89,hits:187,doubles:44,triples:5,home_runs:6,runs_batted_in:63,stolen_bases:0,caught_stealing:0,walks:87,strikeouts:68,batting_avg:.302,onbase:.386,slugging:.418,ops:erc">.418,ops+:lugging">.804,bases:259,double_plays:14,hit_by_pitch:1,sac_hits:0,sac_flies:6,intentional_walks:19
pos:LF,name:Mike Greenwell,age:26,games:159,plate_appearances:682,at_bats:610,runs:71,hits:181,doubles:30,triples:6,home_runs:14,runs_batted_in:73,stolen_bases:8,caught_stealing:7,walks:65,strikeouts:43,batting_avg:.297,onbase:.367,slugging:.434,ops:erc">.434,ops+:lugging">.801,bases:265,double_plays:19,hit_by_pitch:4,sac_hits:0,sac_flies:3,intentional_walks:12
pos:CF,name:Ellis Burks,age:25,games:152,plate_appearances:641,at_bats:588,runs:89,hits:174,doubles:33,triples:8,home_runs:21,runs_batted_in:89,stolen_bases:9,caught_stealing:11,walks:48,strikeouts:82,batting_avg:.296,onbase:.349,slugging:.486,ops:erc">.486,ops+:lugging">.835,bases:286,double_plays:18,hit_by_pitch:1,sac_hits:2,sac_flies:2,intentional_walks:4
pos:RF,name:Tom Brunansky,age:29,games:129,plate_appearances:526,at_bats:461,runs:61,hits:123,doubles:24,triples:5,home_runs:15,runs_batted_in:71,stolen_bases:5,caught_stealing:10,walks:54,strikeouts:105,batting_avg:.267,onbase:.342,slugging:.438,ops:erc">.438,ops+:lugging">.780,bases:202,double_plays:12,hit_by_pitch:3,sac_hits:0,sac_flies:8,intentional_walks:7
pos:DH,name:Dwight Evans,age:38,games:123,plate_appearances:522,at_bats:445,runs:66,hits:111,doubles:18,triples:3,home_runs:13,runs_batted_in:63,stolen_bases:3,caught_stealing:4,walks:67,strikeouts:73,batting_avg:.249,onbase:.349,slugging:.391,ops:erc">.391,ops+:lugging">.740,bases:174,double_plays:18,hit_by_pitch:4,sac_hits:0,sac_flies:6,intentional_walks:5
pos:2B,name:Marty Barrett,age:32,games:62,plate_appearances:188,at_bats:159,runs:15,hits:36,doubles:4,triples:0,home_runs:0,runs_batted_in:13,stolen_bases:4,caught_stealing:0,walks:15,strikeouts:13,batting_avg:.226,onbase:.294,slugging:.252,ops:erc">.252,ops+:lugging">.545,bases:40,double_plays:4,hit_by_pitch:1,sac_hits:11,sac_flies:2,intentional_walks:1
pos:OF,name:Kevin Romine,age:29,games:70,plate_appearances:151,at_bats:136,runs:21,hits:37,doubles:7,triples:0,home_runs:2,runs_batted_in:14,stolen_bases:4,caught_stealing:0,walks:12,strikeouts:27,batting_avg:.272,onbase:.331,slugging:.368,ops:erc">.368,ops+:lugging">.699,bases:50,double_plays:7,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:0
