pos:C,name:Tony Pena,age:35,games:133,plate_appearances:450,at_bats:410,runs:39,hits:99,doubles:21,triples:1,home_runs:1,runs_batted_in:38,stolen_bases:3,caught_stealing:2,walks:24,strikeouts:61,batting_avg:.241,onbase:.284,slugging:.305,ops:erc">.305,ops+:lugging">.589,bases:125,double_plays:11,hit_by_pitch:1,sac_hits:13,sac_flies:2,intentional_walks:0
pos:1B,name:Mo Vaughn,age:24,games:113,plate_appearances:408,at_bats:355,runs:42,hits:83,doubles:16,triples:2,home_runs:13,runs_batted_in:57,stolen_bases:3,caught_stealing:3,walks:47,strikeouts:67,batting_avg:.234,onbase:.326,slugging:.400,ops:erc">.400,ops+:lugging">.726,bases:142,double_plays:9,hit_by_pitch:3,sac_hits:0,sac_flies:3,intentional_walks:7
pos:2B,name:Jody Reed,age:29,games:143,plate_appearances:626,at_bats:550,runs:64,hits:136,doubles:27,triples:1,home_runs:3,runs_batted_in:40,stolen_bases:7,caught_stealing:8,walks:62,strikeouts:44,batting_avg:.247,onbase:.321,slugging:.316,ops:erc">.316,ops+:lugging">.638,bases:174,double_plays:17,hit_by_pitch:0,sac_hits:10,sac_flies:4,intentional_walks:2
pos:SS,name:Luis Rivera,age:28,games:102,plate_appearances:322,at_bats:288,runs:17,hits:62,doubles:11,triples:1,home_runs:0,runs_batted_in:29,stolen_bases:4,caught_stealing:3,walks:26,strikeouts:56,batting_avg:.215,onbase:.287,slugging:.260,ops:erc">.260,ops+:lugging">.547,bases:75,double_plays:5,hit_by_pitch:3,sac_hits:5,sac_flies:0,intentional_walks:0
pos:3B,name:Wade Boggs,age:34,games:143,plate_appearances:598,at_bats:514,runs:62,hits:133,doubles:22,triples:4,home_runs:7,runs_batted_in:50,stolen_bases:1,caught_stealing:3,walks:74,strikeouts:31,batting_avg:.259,onbase:.353,slugging:.358,ops:erc">.358,ops+:lugging">.711,bases:184,double_plays:10,hit_by_pitch:4,sac_hits:0,sac_flies:6,intentional_walks:19
pos:LF,name:Billy Hatcher,age:31,games:75,plate_appearances:342,at_bats:315,runs:37,hits:75,doubles:16,triples:2,home_runs:1,runs_batted_in:23,stolen_bases:4,caught_stealing:6,walks:17,strikeouts:41,batting_avg:.238,onbase:.283,slugging:.311,ops:erc">.311,ops+:lugging">.594,bases:98,double_plays:9,hit_by_pitch:3,sac_hits:6,sac_flies:1,intentional_walks:1
pos:CF,name:Bob Zupcic,age:25,games:124,plate_appearances:432,at_bats:392,runs:46,hits:108,doubles:19,triples:1,home_runs:3,runs_batted_in:43,stolen_bases:2,caught_stealing:2,walks:25,strikeouts:60,batting_avg:.276,onbase:.322,slugging:.352,ops:erc">.352,ops+:lugging">.674,bases:138,double_plays:6,hit_by_pitch:4,sac_hits:7,sac_flies:4,intentional_walks:1
pos:RF,name:Tom Brunansky,age:31,games:138,plate_appearances:533,at_bats:458,runs:47,hits:122,doubles:31,triples:3,home_runs:15,runs_batted_in:74,stolen_bases:2,caught_stealing:5,walks:66,strikeouts:96,batting_avg:.266,onbase:.354,slugging:.445,ops:erc">.445,ops+:lugging">.799,bases:204,double_plays:11,hit_by_pitch:0,sac_hits:2,sac_flies:7,intentional_walks:2
pos:DH,name:Jack Clark,age:36,games:81,plate_appearances:320,at_bats:257,runs:32,hits:54,doubles:11,triples:0,home_runs:5,runs_batted_in:33,stolen_bases:1,caught_stealing:1,walks:56,strikeouts:87,batting_avg:.210,onbase:.350,slugging:.311,ops:erc">.311,ops+:lugging">.661,bases:80,double_plays:4,hit_by_pitch:2,sac_hits:0,sac_flies:5,intentional_walks:3
pos:RF,name:Phil Plantier,age:23,games:108,plate_appearances:399,at_bats:349,runs:46,hits:86,doubles:19,triples:0,home_runs:7,runs_batted_in:30,stolen_bases:2,caught_stealing:3,walks:44,strikeouts:83,batting_avg:.246,onbase:.332,slugging:.361,ops:erc">.361,ops+:lugging">.694,bases:126,double_plays:9,hit_by_pitch:2,sac_hits:2,sac_flies:2,intentional_walks:8
pos:CI,name:Scott Cooper,age:24,games:123,plate_appearances:379,at_bats:337,runs:34,hits:93,doubles:21,triples:0,home_runs:5,runs_batted_in:33,stolen_bases:1,caught_stealing:1,walks:37,strikeouts:33,batting_avg:.276,onbase:.346,slugging:.383,ops:erc">.383,ops+:lugging">.729,bases:129,double_plays:5,hit_by_pitch:0,sac_hits:2,sac_flies:2,intentional_walks:0
pos:CF,name:Ellis Burks,age:27,games:66,plate_appearances:263,at_bats:235,runs:35,hits:60,doubles:8,triples:3,home_runs:8,runs_batted_in:30,stolen_bases:5,caught_stealing:2,walks:25,strikeouts:48,batting_avg:.255,onbase:.327,slugging:.417,ops:erc">.417,ops+:lugging">.744,bases:98,double_plays:5,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:2
pos:OF,name:Herm Winningham,age:30,games:105,plate_appearances:244,at_bats:234,runs:27,hits:55,doubles:8,triples:1,home_runs:1,runs_batted_in:14,stolen_bases:6,caught_stealing:5,walks:10,strikeouts:53,batting_avg:.235,onbase:.266,slugging:.291,ops:erc">.291,ops+:lugging">.557,bases:68,double_plays:3,hit_by_pitch:0,sac_hits:0,sac_flies:0,intentional_walks:0
