pos:C,name:Carlton Fisk,age:30,games:157,plate_appearances:658,at_bats:571,runs:94,hits:162,doubles:39,triples:5,home_runs:20,runs_batted_in:88,stolen_bases:7,caught_stealing:2,walks:71,strikeouts:83,batting_avg:.284,onbase:.366,slugging:.475,ops:erc">.475,ops+:lugging">.841,bases:271,double_plays:10,hit_by_pitch:7,sac_hits:3,sac_flies:6,intentional_walks:6
pos:1B,name:George Scott,age:34,games:120,plate_appearances:466,at_bats:412,runs:51,hits:96,doubles:16,triples:4,home_runs:12,runs_batted_in:54,stolen_bases:1,caught_stealing:1,walks:44,strikeouts:86,batting_avg:.233,onbase:.305,slugging:.379,ops:erc">.379,ops+:lugging">.684,bases:156,double_plays:19,hit_by_pitch:0,sac_hits:7,sac_flies:3,intentional_walks:3
pos:2B,name:Jerry Remy,age:25,games:148,plate_appearances:643,at_bats:583,runs:87,hits:162,doubles:24,triples:6,home_runs:2,runs_batted_in:44,stolen_bases:30,caught_stealing:13,walks:40,strikeouts:55,batting_avg:.278,onbase:.321,slugging:.350,ops:erc">.350,ops+:lugging">.671,bases:204,double_plays:13,hit_by_pitch:0,sac_hits:14,sac_flies:6,intentional_walks:0
pos:SS,name:Rick Burleson,age:27,games:145,plate_appearances:685,at_bats:626,runs:75,hits:155,doubles:32,triples:5,home_runs:5,runs_batted_in:49,stolen_bases:8,caught_stealing:8,walks:40,strikeouts:71,batting_avg:.248,onbase:.295,slugging:.339,ops:erc">.339,ops+:lugging">.633,bases:212,double_plays:16,hit_by_pitch:4,sac_hits:10,sac_flies:5,intentional_walks:2
pos:3B,name:Butch Hobson,age:26,games:147,plate_appearances:574,at_bats:512,runs:65,hits:128,doubles:26,triples:2,home_runs:17,runs_batted_in:80,stolen_bases:1,caught_stealing:0,walks:50,strikeouts:122,batting_avg:.250,onbase:.312,slugging:.408,ops:erc">.408,ops+:lugging">.720,bases:209,double_plays:15,hit_by_pitch:0,sac_hits:4,sac_flies:8,intentional_walks:3
pos:LF,name:Jim Rice,age:25,games:163,plate_appearances:746,at_bats:677,runs:121,hits:213,doubles:25,triples:15,home_runs:46,runs_batted_in:139,stolen_bases:7,caught_stealing:5,walks:58,strikeouts:126,batting_avg:.315,onbase:.370,slugging:.600,ops:erc">.600,ops+:lugging">.970,bases:406,double_plays:15,hit_by_pitch:5,sac_hits:1,sac_flies:5,intentional_walks:7
pos:CF,name:Fred Lynn,age:26,games:150,plate_appearances:627,at_bats:541,runs:75,hits:161,doubles:33,triples:3,home_runs:22,runs_batted_in:82,stolen_bases:3,caught_stealing:6,walks:75,strikeouts:50,batting_avg:.298,onbase:.380,slugging:.492,ops:erc">.492,ops+:lugging">.872,bases:266,double_plays:9,hit_by_pitch:1,sac_hits:4,sac_flies:6,intentional_walks:11
pos:RF,name:Dwight Evans,age:26,games:147,plate_appearances:572,at_bats:497,runs:75,hits:123,doubles:24,triples:2,home_runs:24,runs_batted_in:63,stolen_bases:8,caught_stealing:5,walks:65,strikeouts:119,batting_avg:.247,onbase:.336,slugging:.449,ops:erc">.449,ops+:lugging">.784,bases:223,double_plays:15,hit_by_pitch:2,sac_hits:6,sac_flies:2,intentional_walks:2
pos:DH,name:Bob Bailey,age:35,games:43,plate_appearances:116,at_bats:94,runs:12,hits:18,doubles:3,triples:0,home_runs:4,runs_batted_in:9,stolen_bases:2,caught_stealing:1,walks:19,strikeouts:19,batting_avg:.191,onbase:.328,slugging:.351,ops:erc">.351,ops+:lugging">.679,bases:33,double_plays:2,hit_by_pitch:1,sac_hits:0,sac_flies:2,intentional_walks:0
pos:UT,name:Carl Yastrzemski,age:38,games:144,plate_appearances:611,at_bats:523,runs:70,hits:145,doubles:21,triples:2,home_runs:17,runs_batted_in:81,stolen_bases:4,caught_stealing:5,walks:76,strikeouts:44,batting_avg:.277,onbase:.367,slugging:.423,ops:erc">.423,ops+:lugging">.790,bases:221,double_plays:9,hit_by_pitch:3,sac_hits:1,sac_flies:8,intentional_walks:8
pos:IF,name:Jack Brohamer,age:28,games:81,plate_appearances:277,at_bats:244,runs:34,hits:57,doubles:14,triples:1,home_runs:1,runs_batted_in:25,stolen_bases:1,caught_stealing:3,walks:25,strikeouts:13,batting_avg:.234,onbase:.300,slugging:.311,ops:erc">.311,ops+:lugging">.612,bases:76,double_plays:6,hit_by_pitch:0,sac_hits:4,sac_flies:4,intentional_walks:1
